county,office,district,candidate,incumbent,party,votes,pct
COCHRAN,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,0,0.0
COCHRAN,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,0,0.0
COCHRAN,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
COCHRAN,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
COCHRAN,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
COCHRAN,PRESIDENT/VICE-PRESIDENT,,Total,,,1000,
COCHRAN,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,765,78.22
COCHRAN,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,183,18.71
COCHRAN,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,22,2.25
COCHRAN,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,8,0.82
COCHRAN,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
COCHRAN,U. S. SENATOR,,Total,,,978,
COCHRAN,U. S. REPRESENTATIVE,19,JODEY C. ARRINGTON,TRUE,REP,808,81.78
COCHRAN,U. S. REPRESENTATIVE,19,TOM WATSON,FALSE,DEM,163,16.5
COCHRAN,U. S. REPRESENTATIVE,19,JOE BURNES,FALSE,LIB,17,1.72
COCHRAN,U. S. REPRESENTATIVE,19,Total,,,988,
COCHRAN,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,752,77.37
COCHRAN,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,190,19.55
COCHRAN,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,26,2.67
COCHRAN,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,4,0.41
COCHRAN,RAILROAD COMMISSIONER,,Total,,,972,
COCHRAN,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,750,76.84
COCHRAN,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,184,18.85
COCHRAN,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,42,4.3
COCHRAN,"CHIEF JUSTICE, SUPREME COURT",,Total,,,976,
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,790,81.44
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,180,18.56
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,970,
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,766,87.54
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,81,9.26
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,28,3.2
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,875,
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,767,78.75
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,184,18.89
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,23,2.36
COCHRAN,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,974,
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,784,80.66
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,188,19.34
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,972,
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,790,81.28
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,182,18.72
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,972,
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,791,81.55
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,179,18.45
COCHRAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,970,
COCHRAN,"MEMBER, STATE BOARD OF EDUCATION",15,JAY JOHNSON,FALSE,REP,787,80.97
COCHRAN,"MEMBER, STATE BOARD OF EDUCATION",15,JOHN BETANCOURT,FALSE,DEM,185,19.03
COCHRAN,"MEMBER, STATE BOARD OF EDUCATION",15,Total,,,972,
COCHRAN,STATE REPRESENTATIVE,88,KEN KING,TRUE,REP,907,100.0
COCHRAN,STATE REPRESENTATIVE,88,Total,,,907,
COCHRAN,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,BRIAN QUINN,TRUE,REP,893,100.0
COCHRAN,"CHIEF JUSTICE, 7TH COURT OF APPEALS DISTRICT",,Total,,,893,
COCHRAN,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4 - UNEXPIRED TERM",,LARRY DOSS,TRUE,REP,897,100.0
COCHRAN,"JUSTICE, 7TH COURT OF APPEALS DISTRICT, PLACE 4 - UNEXPIRED TERM",,Total,,,897,
COCHRAN,"DISTRICT ATTORNEY, 286TH JUDICIAL DISTRICT",,ANGELA OVERMAN,TRUE,REP,909,100.0
COCHRAN,"DISTRICT ATTORNEY, 286TH JUDICIAL DISTRICT",,Total,,,909,
COKE,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,1586,89.15
COKE,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,178,10.01
COKE,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,10,0.56
COKE,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,5,0.28
COKE,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
COKE,PRESIDENT/VICE-PRESIDENT,,Total,,,1779,
COKE,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,1557,88.77
COKE,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,171,9.75
COKE,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,23,1.31
COKE,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,3,0.17
COKE,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
COKE,U. S. SENATOR,,Total,,,1754,
COKE,U. S. REPRESENTATIVE,11,AUGUST PFLUGER,FALSE,REP,1534,88.26
COKE,U. S. REPRESENTATIVE,11,JON MARK HOGG,FALSE,DEM,158,9.09
COKE,U. S. REPRESENTATIVE,11,WACEY ALPHA CODY,FALSE,LIB,46,2.65
COKE,U. S. REPRESENTATIVE,11,Total,,,1738,
COKE,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,1543,89.87
COKE,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,142,8.27
COKE,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,24,1.4
COKE,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,8,0.47
COKE,RAILROAD COMMISSIONER,,Total,,,1717,
COKE,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,1517,88.4
COKE,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,170,9.91
COKE,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,29,1.69
COKE,"CHIEF JUSTICE, SUPREME COURT",,Total,,,1716,
COKE,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,1559,91.06
COKE,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,153,8.94
COKE,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,1712,
COKE,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,1531,89.32
COKE,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,163,9.51
COKE,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,20,1.17
COKE,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,1714,
COKE,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,1536,89.88
COKE,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,148,8.66
COKE,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,25,1.46
COKE,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,1709,
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,1541,90.54
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,161,9.46
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,1702,
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,1543,91.09
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,151,8.91
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,1694,
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,1542,91.13
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,150,8.87
COKE,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,1692,
COKE,"MEMBER, STATE BOARD OF EDUCATION",15,JAY JOHNSON,FALSE,REP,1533,90.98
COKE,"MEMBER, STATE BOARD OF EDUCATION",15,JOHN BETANCOURT,FALSE,DEM,152,9.02
COKE,"MEMBER, STATE BOARD OF EDUCATION",15,Total,,,1685,
COKE,STATE SENATOR,28,CHARLES PERRY,TRUE,REP,1607,100.0
COKE,STATE SENATOR,28,Total,,,1607,
COKE,STATE REPRESENTATIVE,72,DREW DARBY,TRUE,REP,1617,100.0
COKE,STATE REPRESENTATIVE,72,Total,,,1617,
COKE,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT",,JEFF ROSE,TRUE,REP,1538,91.01
COKE,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT",,DARLENE BYRNE,FALSE,DEM,152,8.99
COKE,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT",,Total,,,1690,
COKE,"DISTRICT JUDGE, 51ST JUDICIAL DISTRICT",,CARMEN SYMES DUSEK,TRUE,REP,1600,100.0
COKE,"DISTRICT JUDGE, 51ST JUDICIAL DISTRICT",,Total,,,1600,
COKE,"DISTRICT ATTORNEY, 51ST JUDICIAL DISTRICT",,ALLISON PALMER,TRUE,REP,1492,100.0
COKE,"DISTRICT ATTORNEY, 51ST JUDICIAL DISTRICT",,Total,,,1492,
COLEMAN,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,3641,88.29
COLEMAN,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,451,10.94
COLEMAN,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,23,0.56
COLEMAN,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,9,0.22
COLEMAN,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
COLEMAN,PRESIDENT/VICE-PRESIDENT,,Total,,,4124,
COLEMAN,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,3586,88.22
COLEMAN,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,426,10.48
COLEMAN,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,37,0.91
COLEMAN,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,16,0.39
COLEMAN,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,0,0.0
COLEMAN,U. S. SENATOR,,Total,,,4065,
COLEMAN,U. S. REPRESENTATIVE,11,AUGUST PFLUGER,FALSE,REP,3611,89.07
COLEMAN,U. S. REPRESENTATIVE,11,JON MARK HOGG,FALSE,DEM,400,9.87
COLEMAN,U. S. REPRESENTATIVE,11,WACEY ALPHA CODY,FALSE,LIB,43,1.06
COLEMAN,U. S. REPRESENTATIVE,11,Total,,,4054,
COLEMAN,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,3599,88.69
COLEMAN,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,406,10.0
COLEMAN,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,42,1.03
COLEMAN,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,11,0.27
COLEMAN,RAILROAD COMMISSIONER,,Total,,,4058,
COLEMAN,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,3543,87.65
COLEMAN,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,438,10.84
COLEMAN,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,61,1.51
COLEMAN,"CHIEF JUSTICE, SUPREME COURT",,Total,,,4042,
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,3631,89.77
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,414,10.23
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,4045,
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,3579,88.41
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,421,10.4
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,48,1.19
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,4048,
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,3584,88.87
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,402,9.97
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,47,1.17
COLEMAN,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,4033,
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,3613,89.52
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,423,10.48
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,4036,
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,3614,89.77
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,412,10.23
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,4026,
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,3598,89.61
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,417,10.39
COLEMAN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,4015,
COLEMAN,"MEMBER, STATE BOARD OF EDUCATION",15,JAY JOHNSON,FALSE,REP,3591,89.55
COLEMAN,"MEMBER, STATE BOARD OF EDUCATION",15,JOHN BETANCOURT,FALSE,DEM,419,10.45
COLEMAN,"MEMBER, STATE BOARD OF EDUCATION",15,Total,,,4010,
COLEMAN,STATE SENATOR,28,CHARLES PERRY,TRUE,REP,3755,100.0
COLEMAN,STATE SENATOR,28,Total,,,3755,
COLEMAN,STATE REPRESENTATIVE,60,GLENN ROGERS,FALSE,REP,3780,100.0
COLEMAN,STATE REPRESENTATIVE,60,Total,,,3780,
COLEMAN,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",,BRUCE WILLIAMS,FALSE,REP,3772,100.0
COLEMAN,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 2",,Total,,,3772,
COLEMAN,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3 - UNEXPIRED TERM",,W. STACY TROTTER,FALSE,REP,3769,100.0
COLEMAN,"JUSTICE, 11TH COURT OF APPEALS DISTRICT, PLACE 3 - UNEXPIRED TERM",,Total,,,3769,
COLEMAN,"DISTRICT JUDGE, 42ND JUDICIAL DISTRICT",,JAMES EIDSON,TRUE,REP,3772,100.0
COLEMAN,"DISTRICT JUDGE, 42ND JUDICIAL DISTRICT",,Total,,,3772,
COLEMAN,"DISTRICT ATTORNEY, 42ND JUDICIAL DISTRICT",,HEATH HEMPHILL,TRUE,REP,3794,100.0
COLEMAN,"DISTRICT ATTORNEY, 42ND JUDICIAL DISTRICT",,Total,,,3794,
COLLIN,PRESIDENT/VICE-PRESIDENT,,DONALD J. TRUMP/MICHAEL R. PENCE,TRUE,REP,252318,51.4
COLLIN,PRESIDENT/VICE-PRESIDENT,,JOSEPH R. BIDEN/KAMALA D. HARRIS,FALSE,DEM,230945,47.05
COLLIN,PRESIDENT/VICE-PRESIDENT,,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",FALSE,LIB,6075,1.24
COLLIN,PRESIDENT/VICE-PRESIDENT,,HOWIE HAWKINS/ANGELA WALKER,FALSE,GRE,1246,0.25
COLLIN,PRESIDENT/VICE-PRESIDENT,,PRESIDENT R. BODDIE/ERIC C. STONEHAM,FALSE,WI,17,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,BRIAN CARROLL/AMAR PATEL,FALSE,WI,125,0.03
COLLIN,PRESIDENT/VICE-PRESIDENT,,TODD CELLA/TIM CELLA,FALSE,WI,59,0.01
COLLIN,PRESIDENT/VICE-PRESIDENT,,JESSE CUELLAR/JIMMY MONREAL,FALSE,WI,0,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,TOM HOEFLING/ANDY PRIOR,FALSE,WI,20,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,GLORIA LA RIVA/LEONARD PELTIER,FALSE,WI,28,0.01
COLLIN,PRESIDENT/VICE-PRESIDENT,,ABRAM LOEB/JENNIFER JAIRALA,FALSE,WI,11,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,ROBERT MORROW/ANNE BECKETT,FALSE,WI,12,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,KASEY WELLS/RACHEL WELLS,FALSE,WI,0,0.0
COLLIN,PRESIDENT/VICE-PRESIDENT,,Total,,,490856,
COLLIN,U. S. SENATOR,,JOHN CORNYN,TRUE,REP,263074,54.66
COLLIN,U. S. SENATOR,,"MARY ""MJ"" HEGAR",FALSE,DEM,207005,43.01
COLLIN,U. S. SENATOR,,KERRY DOUGLAS MCKENNON,FALSE,LIB,8495,1.76
COLLIN,U. S. SENATOR,,DAVID B. COLLINS,FALSE,GRE,2721,0.57
COLLIN,U. S. SENATOR,,RICARDO TURULLOLS-BONILLA,FALSE,WI,11,0.0
COLLIN,U. S. SENATOR,,Total,,,481306,
COLLIN,U. S. REPRESENTATIVE,3,VAN TAYLOR,TRUE,REP,230512,55.07
COLLIN,U. S. REPRESENTATIVE,3,LULU SEIKALY,FALSE,DEM,179458,42.87
COLLIN,U. S. REPRESENTATIVE,3,CHRISTOPHER  J. CLAYTOR,FALSE,LIB,8621,2.06
COLLIN,U. S. REPRESENTATIVE,3,Total,,,418591,
COLLIN,U. S. REPRESENTATIVE,4,PAT FALLON,FALSE,REP,21582,74.26
COLLIN,U. S. REPRESENTATIVE,4,RUSSELL FOSTER,FALSE,DEM,6808,23.42
COLLIN,U. S. REPRESENTATIVE,4,LOU ANTONELLI,FALSE,LIB,671,2.31
COLLIN,U. S. REPRESENTATIVE,4,TRACY JONES,FALSE,WI,2,0.01
COLLIN,U. S. REPRESENTATIVE,4,Total,,,29063,
COLLIN,U. S. REPRESENTATIVE,32,GENEVIEVE COLLINS,FALSE,REP,15438,56.05
COLLIN,U. S. REPRESENTATIVE,32,COLIN ALLRED,TRUE,DEM,11499,41.75
COLLIN,U. S. REPRESENTATIVE,32,CHRISTY MOWREY PETERSON,FALSE,LIB,455,1.65
COLLIN,U. S. REPRESENTATIVE,32,JASON SIGMON,FALSE,IND,152,0.55
COLLIN,U. S. REPRESENTATIVE,32,Total,,,27544,
COLLIN,RAILROAD COMMISSIONER,,"JAMES ""JIM"" WRIGHT",FALSE,REP,257558,54.51
COLLIN,RAILROAD COMMISSIONER,,CHRYSTA CASTAÑEDA,FALSE,DEM,199598,42.24
COLLIN,RAILROAD COMMISSIONER,,MATT STERETT,FALSE,LIB,11117,2.35
COLLIN,RAILROAD COMMISSIONER,,"KATIJA ""KAT"" GRUENE",FALSE,GRE,4260,0.9
COLLIN,RAILROAD COMMISSIONER,,Total,,,472533,
COLLIN,"CHIEF JUSTICE, SUPREME COURT",,NATHAN HECHT,TRUE,REP,258084,54.57
COLLIN,"CHIEF JUSTICE, SUPREME COURT",,AMY CLARK MEACHUM,FALSE,DEM,203791,43.09
COLLIN,"CHIEF JUSTICE, SUPREME COURT",,MARK ASH,FALSE,LIB,11058,2.34
COLLIN,"CHIEF JUSTICE, SUPREME COURT",,Total,,,472933,
COLLIN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,JANE BLAND,TRUE,REP,263840,56.61
COLLIN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,KATHY CHENG,FALSE,DEM,202226,43.39
COLLIN,"JUSTICE, SUPREME COURT, PLACE 6 - UNEXPIRED TERM",,Total,,,466066,
COLLIN,"JUSTICE, SUPREME COURT, PLACE 7",,JEFF BOYD,TRUE,REP,258216,54.93
COLLIN,"JUSTICE, SUPREME COURT, PLACE 7",,STACI WILLIAMS,FALSE,DEM,201948,42.96
COLLIN,"JUSTICE, SUPREME COURT, PLACE 7",,WILLIAM BRYAN STRANGE III,FALSE,LIB,9919,2.11
COLLIN,"JUSTICE, SUPREME COURT, PLACE 7",,Total,,,470083,
COLLIN,"JUSTICE, SUPREME COURT, PLACE 8",,BRETT BUSBY,TRUE,REP,259014,55.13
COLLIN,"JUSTICE, SUPREME COURT, PLACE 8",,GISELA D. TRIANA,FALSE,DEM,199185,42.4
COLLIN,"JUSTICE, SUPREME COURT, PLACE 8",,TOM OXFORD,FALSE,LIB,11624,2.47
COLLIN,"JUSTICE, SUPREME COURT, PLACE 8",,Total,,,469823,
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,BERT RICHARDSON,TRUE,REP,261827,56.13
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,ELIZABETH DAVIS FRIZELL,FALSE,DEM,204614,43.87
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 3",,Total,,,466441,
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,KEVIN PATRICK YEARY,TRUE,REP,263134,56.38
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,TINA CLINTON,FALSE,DEM,203622,43.62
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 4",,Total,,,466756,
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,DAVID NEWELL,TRUE,REP,264434,56.84
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,BRANDON BIRMINGHAM,FALSE,DEM,200757,43.16
COLLIN,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 9",,Total,,,465191,
COLLIN,STATE REPRESENTATIVE,33,JUSTIN HOLLAND,TRUE,REP,39161,59.03
COLLIN,STATE REPRESENTATIVE,33,ANDY ROSE,FALSE,DEM,27181,40.97
COLLIN,STATE REPRESENTATIVE,33,Total,,,66342,
COLLIN,STATE REPRESENTATIVE,66,MATT SHAHEEN,TRUE,REP,42728,49.56
COLLIN,STATE REPRESENTATIVE,66,SHARON HIRSCH,FALSE,DEM,41879,48.58
COLLIN,STATE REPRESENTATIVE,66,SHAWN JONES,FALSE,LIB,1600,1.86
COLLIN,STATE REPRESENTATIVE,66,Total,,,86207,
