county,office,district,candidate,party,votes
COMANCHE,U. S. Senator,,John Cornyn,REP,2453
COMANCHE,U. S. Senator,,OTHER,OTH,119
CONCHO,U. S. Senator,,David M. Alameel,DEM,65
CONCHO,U. S. Senator,,John Cornyn,REP,500
CONCHO,U. S. Senator,,OTHER,OTH,23
COOKE,U. S. Senator,,David M. Alameel,DEM,990
COOKE,U. S. Senator,,John Cornyn,REP,7460
COOKE,U. S. Senator,,OTHER,OTH,294
CORYELL,U. S. Senator,,David M. Alameel,DEM,1779
CORYELL,U. S. Senator,,John Cornyn,REP,6445
CORYELL,U. S. Senator,,OTHER,OTH,334
COTTLE,U. S. Senator,,David M. Alameel,DEM,45
COTTLE,U. S. Senator,,John Cornyn,REP,295
COTTLE,U. S. Senator,,OTHER,OTH,12
CRANE,U. S. Senator,,David M. Alameel,DEM,120
CRANE,U. S. Senator,,John Cornyn,REP,664
CRANE,U. S. Senator,,OTHER,OTH,38
CROCKETT,U. S. Senator,,David M. Alameel,DEM,167
CROCKETT,U. S. Senator,,John Cornyn,REP,600
CROCKETT,U. S. Senator,,OTHER,OTH,49
CROSBY,U. S. Senator,,David M. Alameel,DEM,198
CROSBY,U. S. Senator,,John Cornyn,REP,802
CROSBY,U. S. Senator,,OTHER,OTH,45
CULBERSON,U. S. Senator,,David M. Alameel,DEM,113
CULBERSON,U. S. Senator,,John Cornyn,REP,158
CULBERSON,U. S. Senator,,OTHER,OTH,19
DALLAM,U. S. Senator,,David M. Alameel,DEM,77
DALLAM,U. S. Senator,,John Cornyn,REP,718
DALLAM,U. S. Senator,,OTHER,OTH,39
DALLAS,U. S. Senator,,David M. Alameel,DEM,199021
DALLAS,U. S. Senator,,John Cornyn,REP,187981
DALLAS,U. S. Senator,,OTHER,OTH,13901
DAWSON,U. S. Senator,,David M. Alameel,DEM,290
DAWSON,U. S. Senator,,John Cornyn,REP,1626
DAWSON,U. S. Senator,,OTHER,OTH,70
DEAF SMITH,U. S. Senator,,David M. Alameel,DEM,412
DEAF SMITH,U. S. Senator,,John Cornyn,REP,2161
DEAF SMITH,U. S. Senator,,OTHER,OTH,111
DELTA,U. S. Senator,,David M. Alameel,DEM,248
DELTA,U. S. Senator,,John Cornyn,REP,1030
DELTA,U. S. Senator,,OTHER,OTH,53
DENTON,U. S. Senator,,David M. Alameel,DEM,39488
DENTON,U. S. Senator,,John Cornyn,REP,96561
DENTON,U. S. Senator,,OTHER,OTH,6634
DEWITT,U. S. Senator,,David M. Alameel,DEM,517
DEWITT,U. S. Senator,,John Cornyn,REP,3270
DEWITT,U. S. Senator,,OTHER,OTH,123
DICKENS,U. S. Senator,,David M. Alameel,DEM,49
DICKENS,U. S. Senator,,John Cornyn,REP,434
DICKENS,U. S. Senator,,OTHER,OTH,16
DIMMIT,U. S. Senator,,David M. Alameel,DEM,1120
DIMMIT,U. S. Senator,,John Cornyn,REP,595
DIMMIT,U. S. Senator,,OTHER,OTH,82
DONLEY,U. S. Senator,,David M. Alameel,DEM,94
DONLEY,U. S. Senator,,John Cornyn,REP,801
DONLEY,U. S. Senator,,OTHER,OTH,32
DUVAL,U. S. Senator,,David M. Alameel,DEM,2183
DUVAL,U. S. Senator,,John Cornyn,REP,578
DUVAL,U. S. Senator,,OTHER,OTH,164
EASTLAND,U. S. Senator,,David M. Alameel,DEM,338
EASTLAND,U. S. Senator,,John Cornyn,REP,3402
EASTLAND,U. S. Senator,,OTHER,OTH,121
ECTOR,U. S. Senator,,David M. Alameel,DEM,2234
ECTOR,U. S. Senator,,John Cornyn,REP,11929
ECTOR,U. S. Senator,,OTHER,OTH,512
EDWARDS,U. S. Senator,,David M. Alameel,DEM,154
EDWARDS,U. S. Senator,,John Cornyn,REP,523
EDWARDS,U. S. Senator,,OTHER,OTH,53
ELLIS,U. S. Senator,,David M. Alameel,DEM,6703
ELLIS,U. S. Senator,,John Cornyn,REP,24106
ELLIS,U. S. Senator,,OTHER,OTH,1110
EL PASO,U. S. Senator,,David M. Alameel,DEM,43038
EL PASO,U. S. Senator,,John Cornyn,REP,31744
EL PASO,U. S. Senator,,OTHER,OTH,4907
ERATH,U. S. Senator,,David M. Alameel,DEM,961
ERATH,U. S. Senator,,John Cornyn,REP,6053
ERATH,U. S. Senator,,OTHER,OTH,240
FALLS,U. S. Senator,,David M. Alameel,DEM,770
FALLS,U. S. Senator,,John Cornyn,REP,2125
FALLS,U. S. Senator,,OTHER,OTH,75
FANNIN,U. S. Senator,,David M. Alameel,DEM,1128
FANNIN,U. S. Senator,,John Cornyn,REP,4991
FANNIN,U. S. Senator,,OTHER,OTH,233
FAYETTE,U. S. Senator,,David M. Alameel,DEM,1184
FAYETTE,U. S. Senator,,John Cornyn,REP,6017
FAYETTE,U. S. Senator,,OTHER,OTH,226
FISHER,U. S. Senator,,David M. Alameel,DEM,359
FISHER,U. S. Senator,,John Cornyn,REP,808
FISHER,U. S. Senator,,OTHER,OTH,36
FLOYD,U. S. Senator,,David M. Alameel,DEM,110
FLOYD,U. S. Senator,,John Cornyn,REP,947
FLOYD,U. S. Senator,,OTHER,OTH,24
FOARD,U. S. Senator,,David M. Alameel,DEM,90
FOARD,U. S. Senator,,John Cornyn,REP,196
FOARD,U. S. Senator,,OTHER,OTH,9
FORT BEND,U. S. Senator,,David M. Alameel,DEM,51162
FORT BEND,U. S. Senator,,John Cornyn,REP,76027
FORT BEND,U. S. Senator,,OTHER,OTH,3872
FRANKLIN,U. S. Senator,,David M. Alameel,DEM,295
FRANKLIN,U. S. Senator,,John Cornyn,REP,2189
FRANKLIN,U. S. Senator,,OTHER,OTH,72
FREESTONE,U. S. Senator,,David M. Alameel,DEM,775
FREESTONE,U. S. Senator,,John Cornyn,REP,3519
FREESTONE,U. S. Senator,,OTHER,OTH,99
FRIO,U. S. Senator,,David M. Alameel,DEM,883
FRIO,U. S. Senator,,John Cornyn,REP,880
FRIO,U. S. Senator,,OTHER,OTH,55
GAINES,U. S. Senator,,David M. Alameel,DEM,224
GAINES,U. S. Senator,,John Cornyn,REP,2137
GAINES,U. S. Senator,,OTHER,OTH,79
GALVESTON,U. S. Senator,,David M. Alameel,DEM,19857
GALVESTON,U. S. Senator,,John Cornyn,REP,41407
GALVESTON,U. S. Senator,,OTHER,OTH,2793
GARZA,U. S. Senator,,David M. Alameel,DEM,66
GARZA,U. S. Senator,,John Cornyn,REP,742
GARZA,U. S. Senator,,OTHER,OTH,18
GILLESPIE,U. S. Senator,,David M. Alameel,DEM,1153
GILLESPIE,U. S. Senator,,John Cornyn,REP,7217
GILLESPIE,U. S. Senator,,OTHER,OTH,400
GLASSCOCK,U. S. Senator,,David M. Alameel,DEM,10
GLASSCOCK,U. S. Senator,,John Cornyn,REP,372
GLASSCOCK,U. S. Senator,,OTHER,OTH,12
GOLIAD,U. S. Senator,,David M. Alameel,DEM,741
GOLIAD,U. S. Senator,,John Cornyn,REP,1865
GOLIAD,U. S. Senator,,OTHER,OTH,92
GONZALES,U. S. Senator,,David M. Alameel,DEM,689
GONZALES,U. S. Senator,,John Cornyn,REP,2840
GONZALES,U. S. Senator,,OTHER,OTH,129
GRAY,U. S. Senator,,David M. Alameel,DEM,243
GRAY,U. S. Senator,,John Cornyn,REP,3314
GRAY,U. S. Senator,,OTHER,OTH,93
GRAYSON,U. S. Senator,,David M. Alameel,DEM,4522
GRAYSON,U. S. Senator,,John Cornyn,REP,18146
GRAYSON,U. S. Senator,,OTHER,OTH,681
GREGG,U. S. Senator,,David M. Alameel,DEM,5275
GREGG,U. S. Senator,,John Cornyn,REP,16939
GREGG,U. S. Senator,,OTHER,OTH,532
GRIMES,U. S. Senator,,David M. Alameel,DEM,958
GRIMES,U. S. Senator,,John Cornyn,REP,3698
GRIMES,U. S. Senator,,OTHER,OTH,194
GUADALUPE,U. S. Senator,,David M. Alameel,DEM,7267
GUADALUPE,U. S. Senator,,John Cornyn,REP,21885
GUADALUPE,U. S. Senator,,OTHER,OTH,1179
HALE,U. S. Senator,,David M. Alameel,DEM,492
HALE,U. S. Senator,,John Cornyn,REP,3675
HALE,U. S. Senator,,OTHER,OTH,110
HALL,U. S. Senator,,David M. Alameel,DEM,70
HALL,U. S. Senator,,John Cornyn,REP,486
HALL,U. S. Senator,,OTHER,OTH,9
HAMILTON,U. S. Senator,,David M. Alameel,DEM,356
HAMILTON,U. S. Senator,,John Cornyn,REP,1933
HAMILTON,U. S. Senator,,OTHER,OTH,88
HANSFORD,U. S. Senator,,David M. Alameel,DEM,42
HANSFORD,U. S. Senator,,John Cornyn,REP,1124
HANSFORD,U. S. Senator,,OTHER,OTH,38
HARDEMAN,U. S. Senator,,David M. Alameel,DEM,112
HARDEMAN,U. S. Senator,,John Cornyn,REP,536
HARDEMAN,U. S. Senator,,OTHER,OTH,17
HARDIN,U. S. Senator,,David M. Alameel,DEM,1304
HARDIN,U. S. Senator,,John Cornyn,REP,9610
HARDIN,U. S. Senator,,OTHER,OTH,299
HARRIS,U. S. Senator,,David M. Alameel,DEM,281407
HARRIS,U. S. Senator,,John Cornyn,REP,362887
HARRIS,U. S. Senator,,OTHER,OTH,24168
HARRISON,U. S. Senator,,David M. Alameel,DEM,3714
HARRISON,U. S. Senator,,John Cornyn,REP,10473
HARRISON,U. S. Senator,,OTHER,OTH,358
HARTLEY,U. S. Senator,,David M. Alameel,DEM,75
HARTLEY,U. S. Senator,,John Cornyn,REP,1004
HARTLEY,U. S. Senator,,OTHER,OTH,26
HASKELL,U. S. Senator,,David M. Alameel,DEM,234
HASKELL,U. S. Senator,,John Cornyn,REP,787
HASKELL,U. S. Senator,,OTHER,OTH,23
HAYS,U. S. Senator,,David M. Alameel,DEM,14567
HAYS,U. S. Senator,,John Cornyn,REP,21633
HAYS,U. S. Senator,,OTHER,OTH,2570
HEMPHILL,U. S. Senator,,David M. Alameel,DEM,70
HEMPHILL,U. S. Senator,,John Cornyn,REP,717
HEMPHILL,U. S. Senator,,OTHER,OTH,35
HENDERSON,U. S. Senator,,David M. Alameel,DEM,3027
HENDERSON,U. S. Senator,,John Cornyn,REP,13264
HENDERSON,U. S. Senator,,OTHER,OTH,485
HIDALGO,U. S. Senator,,David M. Alameel,DEM,46112
HIDALGO,U. S. Senator,,John Cornyn,REP,27303
HIDALGO,U. S. Senator,,OTHER,OTH,4517
HILL,U. S. Senator,,David M. Alameel,DEM,1533
HILL,U. S. Senator,,John Cornyn,REP,7023
HILL,U. S. Senator,,OTHER,OTH,284
HOCKLEY,U. S. Senator,,David M. Alameel,DEM,370
HOCKLEY,U. S. Senator,,John Cornyn,REP,3194
HOCKLEY,U. S. Senator,,OTHER,OTH,109
HOOD,U. S. Senator,,David M. Alameel,DEM,2007
HOOD,U. S. Senator,,John Cornyn,REP,11090
HOOD,U. S. Senator,,OTHER,OTH,450
HOPKINS,U. S. Senator,,David M. Alameel,DEM,1384
HOPKINS,U. S. Senator,,John Cornyn,REP,5728
HOPKINS,U. S. Senator,,OTHER,OTH,184
HOUSTON,U. S. Senator,,David M. Alameel,DEM,851
HOUSTON,U. S. Senator,,John Cornyn,REP,3646
HOUSTON,U. S. Senator,,OTHER,OTH,118
HOWARD,U. S. Senator,,David M. Alameel,DEM,644
HOWARD,U. S. Senator,,John Cornyn,REP,3433
HOWARD,U. S. Senator,,OTHER,OTH,157
HUDSPETH,U. S. Senator,,David M. Alameel,DEM,170
HUDSPETH,U. S. Senator,,John Cornyn,REP,265
HUDSPETH,U. S. Senator,,OTHER,OTH,45
HUNT,U. S. Senator,,David M. Alameel,DEM,2879
HUNT,U. S. Senator,,John Cornyn,REP,12635
HUNT,U. S. Senator,,OTHER,OTH,589
HUTCHINSON,U. S. Senator,,David M. Alameel,DEM,376
HUTCHINSON,U. S. Senator,,John Cornyn,REP,3978
HUTCHINSON,U. S. Senator,,OTHER,OTH,122
IRION,U. S. Senator,,David M. Alameel,DEM,37
IRION,U. S. Senator,,John Cornyn,REP,375
IRION,U. S. Senator,,OTHER,OTH,15
JACK,U. S. Senator,,David M. Alameel,DEM,170
JACK,U. S. Senator,,John Cornyn,REP,1493
JACK,U. S. Senator,,OTHER,OTH,39
JACKSON,U. S. Senator,,David M. Alameel,DEM,405
JACKSON,U. S. Senator,,John Cornyn,REP,2411
JACKSON,U. S. Senator,,OTHER,OTH,71
JASPER,U. S. Senator,,David M. Alameel,DEM,1349
JASPER,U. S. Senator,,John Cornyn,REP,5522
JASPER,U. S. Senator,,OTHER,OTH,175
JEFF DAVIS,U. S. Senator,,David M. Alameel,DEM,328
JEFF DAVIS,U. S. Senator,,John Cornyn,REP,571
JEFF DAVIS,U. S. Senator,,OTHER,OTH,87
JEFFERSON,U. S. Senator,,David M. Alameel,DEM,24553
JEFFERSON,U. S. Senator,,John Cornyn,REP,26687
JEFFERSON,U. S. Senator,,OTHER,OTH,1057
JIM HOGG,U. S. Senator,,David M. Alameel,DEM,514
JIM HOGG,U. S. Senator,,John Cornyn,REP,160
JIM HOGG,U. S. Senator,,OTHER,OTH,24
JIM WELLS,U. S. Senator,,David M. Alameel,DEM,2762
JIM WELLS,U. S. Senator,,John Cornyn,REP,2481
JIM WELLS,U. S. Senator,,OTHER,OTH,223
JOHNSON,U. S. Senator,,David M. Alameel,DEM,4784
JOHNSON,U. S. Senator,,John Cornyn,REP,23153
JOHNSON,U. S. Senator,,OTHER,OTH,1120
JONES,U. S. Senator,,David M. Alameel,DEM,491
JONES,U. S. Senator,,John Cornyn,REP,2644
JONES,U. S. Senator,,OTHER,OTH,136
KARNES,U. S. Senator,,David M. Alameel,DEM,559
KARNES,U. S. Senator,,John Cornyn,REP,1832
KARNES,U. S. Senator,,OTHER,OTH,74
KAUFMAN,U. S. Senator,,David M. Alameel,DEM,4619
KAUFMAN,U. S. Senator,,John Cornyn,REP,14930
KAUFMAN,U. S. Senator,,OTHER,OTH,603
KENDALL,U. S. Senator,,David M. Alameel,DEM,1477
KENDALL,U. S. Senator,,John Cornyn,REP,9854
KENDALL,U. S. Senator,,OTHER,OTH,424
KENEDY,U. S. Senator,,David M. Alameel,DEM,52
KENEDY,U. S. Senator,,John Cornyn,REP,59
KENEDY,U. S. Senator,,OTHER,OTH,5
KENT,U. S. Senator,,David M. Alameel,DEM,42
KENT,U. S. Senator,,John Cornyn,REP,250
KENT,U. S. Senator,,OTHER,OTH,11
KERR,U. S. Senator,,David M. Alameel,DEM,2242
KERR,U. S. Senator,,John Cornyn,REP,11866
KERR,U. S. Senator,,OTHER,OTH,682
KIMBLE,U. S. Senator,,David M. Alameel,DEM,87
KIMBLE,U. S. Senator,,John Cornyn,REP,1071
KIMBLE,U. S. Senator,,OTHER,OTH,30
KING,U. S. Senator,,David M. Alameel,DEM,1
KING,U. S. Senator,,John Cornyn,REP,87
KING,U. S. Senator,,OTHER,OTH,2
KINNEY,U. S. Senator,,David M. Alameel,DEM,299
KINNEY,U. S. Senator,,John Cornyn,REP,738
KINNEY,U. S. Senator,,OTHER,OTH,77
KLEBERG,U. S. Senator,,David M. Alameel,DEM,2463
KLEBERG,U. S. Senator,,John Cornyn,REP,2805
KLEBERG,U. S. Senator,,OTHER,OTH,338
KNOX,U. S. Senator,,David M. Alameel,DEM,141
KNOX,U. S. Senator,,John Cornyn,REP,703
KNOX,U. S. Senator,,OTHER,OTH,23
LAMAR,U. S. Senator,,David M. Alameel,DEM,2274
LAMAR,U. S. Senator,,John Cornyn,REP,8062
LAMAR,U. S. Senator,,OTHER,OTH,344
LAMB,U. S. Senator,,David M. Alameel,DEM,244
LAMB,U. S. Senator,,John Cornyn,REP,1785
LAMB,U. S. Senator,,OTHER,OTH,53
LAMPASAS,U. S. Senator,,David M. Alameel,DEM,689
LAMPASAS,U. S. Senator,,John Cornyn,REP,3714
LAMPASAS,U. S. Senator,,OTHER,OTH,143
LA SALLE,U. S. Senator,,David M. Alameel,DEM,369
LA SALLE,U. S. Senator,,John Cornyn,REP,400
LA SALLE,U. S. Senator,,OTHER,OTH,44
LAVACA,U. S. Senator,,David M. Alameel,DEM,595
LAVACA,U. S. Senator,,John Cornyn,REP,4242
LAVACA,U. S. Senator,,OTHER,OTH,119
LEE,U. S. Senator,,David M. Alameel,DEM,797
LEE,U. S. Senator,,John Cornyn,REP,3212
LEE,U. S. Senator,,OTHER,OTH,188
LEON,U. S. Senator,,David M. Alameel,DEM,432
LEON,U. S. Senator,,John Cornyn,REP,3688
LEON,U. S. Senator,,OTHER,OTH,87
LIBERTY,U. S. Senator,,David M. Alameel,DEM,2161
LIBERTY,U. S. Senator,,John Cornyn,REP,9493
LIBERTY,U. S. Senator,,OTHER,OTH,417
LIMESTONE,U. S. Senator,,David M. Alameel,DEM,903
LIMESTONE,U. S. Senator,,John Cornyn,REP,3257
LIMESTONE,U. S. Senator,,OTHER,OTH,97
LIPSCOMB,U. S. Senator,,David M. Alameel,DEM,73
LIPSCOMB,U. S. Senator,,John Cornyn,REP,743
LIPSCOMB,U. S. Senator,,OTHER,OTH,26
LIVE OAK,U. S. Senator,,David M. Alameel,DEM,313
LIVE OAK,U. S. Senator,,John Cornyn,REP,2030
LIVE OAK,U. S. Senator,,OTHER,OTH,88
LLANO,U. S. Senator,,David M. Alameel,DEM,1057
LLANO,U. S. Senator,,John Cornyn,REP,5662
LLANO,U. S. Senator,,OTHER,OTH,243
LOVING,U. S. Senator,,David M. Alameel,DEM,3
LOVING,U. S. Senator,,John Cornyn,REP,34
LOVING,U. S. Senator,,OTHER,OTH,1
LUBBOCK,U. S. Senator,,David M. Alameel,DEM,8956
LUBBOCK,U. S. Senator,,John Cornyn,REP,35927
LUBBOCK,U. S. Senator,,OTHER,OTH,1836
LYNN,U. S. Senator,,David M. Alameel,DEM,164
LYNN,U. S. Senator,,John Cornyn,REP,979
LYNN,U. S. Senator,,OTHER,OTH,36
MADISON,U. S. Senator,,David M. Alameel,DEM,402
MADISON,U. S. Senator,,John Cornyn,REP,1923
MADISON,U. S. Senator,,OTHER,OTH,48
MARION,U. S. Senator,,David M. Alameel,DEM,657
MARION,U. S. Senator,,John Cornyn,REP,1461
MARION,U. S. Senator,,OTHER,OTH,54
MARTIN,U. S. Senator,,David M. Alameel,DEM,111
MARTIN,U. S. Senator,,John Cornyn,REP,959
MARTIN,U. S. Senator,,OTHER,OTH,50
MASON,U. S. Senator,,David M. Alameel,DEM,201
MASON,U. S. Senator,,John Cornyn,REP,1100
MASON,U. S. Senator,,OTHER,OTH,60
MATAGORDA,U. S. Senator,,David M. Alameel,DEM,1793
MATAGORDA,U. S. Senator,,John Cornyn,REP,4820
MATAGORDA,U. S. Senator,,OTHER,OTH,275
MAVERICK,U. S. Senator,,David M. Alameel,DEM,3479
MAVERICK,U. S. Senator,,John Cornyn,REP,1284
MAVERICK,U. S. Senator,,OTHER,OTH,423
MCCULLOCH,U. S. Senator,,David M. Alameel,DEM,206
MCCULLOCH,U. S. Senator,,John Cornyn,REP,1446
MCCULLOCH,U. S. Senator,,OTHER,OTH,73
MCLENNAN,U. S. Senator,,David M. Alameel,DEM,11276
MCLENNAN,U. S. Senator,,John Cornyn,REP,31117
MCLENNAN,U. S. Senator,,OTHER,OTH,1394
MCMULLEN,U. S. Senator,,David M. Alameel,DEM,17
MCMULLEN,U. S. Senator,,John Cornyn,REP,216
MCMULLEN,U. S. Senator,,OTHER,OTH,16
MEDINA,U. S. Senator,,David M. Alameel,DEM,2024
MEDINA,U. S. Senator,,John Cornyn,REP,7405
MEDINA,U. S. Senator,,OTHER,OTH,335
MENARD,U. S. Senator,,David M. Alameel,DEM,43
MENARD,U. S. Senator,,John Cornyn,REP,408
MENARD,U. S. Senator,,OTHER,OTH,14
MIDLAND,U. S. Senator,,David M. Alameel,DEM,2624
MIDLAND,U. S. Senator,,John Cornyn,REP,19939
MIDLAND,U. S. Senator,,OTHER,OTH,840
MILAM,U. S. Senator,,David M. Alameel,DEM,1098
MILAM,U. S. Senator,,John Cornyn,REP,3584
MILAM,U. S. Senator,,OTHER,OTH,169
