county,office,district,candidate,party,votes
COTTLE,"Justice, Supreme Court, Place 7",,OTHER,OTH,13
CRANE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,145
CRANE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,632
CRANE,"Justice, Supreme Court, Place 7",,OTHER,OTH,37
CROCKETT,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,213
CROCKETT,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,532
CROCKETT,"Justice, Supreme Court, Place 7",,OTHER,OTH,24
CROSBY,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,269
CROSBY,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,702
CROSBY,"Justice, Supreme Court, Place 7",,OTHER,OTH,27
CULBERSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,137
CULBERSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,140
CULBERSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,12
DALLAM,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,89
DALLAM,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,695
DALLAM,"Justice, Supreme Court, Place 7",,OTHER,OTH,32
DALLAS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,206990
DALLAS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,177171
DALLAS,"Justice, Supreme Court, Place 7",,OTHER,OTH,11959
DAWSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,376
DAWSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1519
DAWSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,55
DEAF SMITH,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,511
DEAF SMITH,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2059
DEAF SMITH,"Justice, Supreme Court, Place 7",,OTHER,OTH,72
DELTA,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,286
DELTA,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,969
DELTA,"Justice, Supreme Court, Place 7",,OTHER,OTH,54
DENTON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,41817
DENTON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,92629
DENTON,"Justice, Supreme Court, Place 7",,OTHER,OTH,6225
DEWITT,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,614
DEWITT,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3199
DEWITT,"Justice, Supreme Court, Place 7",,OTHER,OTH,97
DICKENS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,61
DICKENS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,409
DICKENS,"Justice, Supreme Court, Place 7",,OTHER,OTH,17
DIMMIT,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1243
DIMMIT,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,485
DIMMIT,"Justice, Supreme Court, Place 7",,OTHER,OTH,48
DONLEY,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,102
DONLEY,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,764
DONLEY,"Justice, Supreme Court, Place 7",,OTHER,OTH,44
DUVAL,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,2379
DUVAL,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,507
DUVAL,"Justice, Supreme Court, Place 7",,OTHER,OTH,78
EASTLAND,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,369
EASTLAND,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3369
EASTLAND,"Justice, Supreme Court, Place 7",,OTHER,OTH,126
ECTOR,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,2562
ECTOR,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,11617
ECTOR,"Justice, Supreme Court, Place 7",,OTHER,OTH,489
EDWARDS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,196
EDWARDS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,462
EDWARDS,"Justice, Supreme Court, Place 7",,OTHER,OTH,41
ELLIS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,7140
ELLIS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,23158
ELLIS,"Justice, Supreme Court, Place 7",,OTHER,OTH,1120
EL PASO,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,46922
EL PASO,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,27877
EL PASO,"Justice, Supreme Court, Place 7",,OTHER,OTH,3322
ERATH,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1075
ERATH,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,5877
ERATH,"Justice, Supreme Court, Place 7",,OTHER,OTH,270
FALLS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,850
FALLS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1970
FALLS,"Justice, Supreme Court, Place 7",,OTHER,OTH,97
FANNIN,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1257
FANNIN,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,4833
FANNIN,"Justice, Supreme Court, Place 7",,OTHER,OTH,248
FAYETTE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1342
FAYETTE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,5574
FAYETTE,"Justice, Supreme Court, Place 7",,OTHER,OTH,216
FISHER,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,360
FISHER,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,716
FISHER,"Justice, Supreme Court, Place 7",,OTHER,OTH,45
FLOYD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,128
FLOYD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,884
FLOYD,"Justice, Supreme Court, Place 7",,OTHER,OTH,25
FOARD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,100
FOARD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,183
FOARD,"Justice, Supreme Court, Place 7",,OTHER,OTH,5
FORT BEND,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,54070
FORT BEND,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,73375
FORT BEND,"Justice, Supreme Court, Place 7",,OTHER,OTH,3035
FRANKLIN,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,326
FRANKLIN,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2088
FRANKLIN,"Justice, Supreme Court, Place 7",,OTHER,OTH,82
FREESTONE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,859
FREESTONE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3396
FREESTONE,"Justice, Supreme Court, Place 7",,OTHER,OTH,115
FRIO,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,931
FRIO,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,821
FRIO,"Justice, Supreme Court, Place 7",,OTHER,OTH,45
GAINES,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,267
GAINES,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2100
GAINES,"Justice, Supreme Court, Place 7",,OTHER,OTH,72
GALVESTON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,21599
GALVESTON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,39680
GALVESTON,"Justice, Supreme Court, Place 7",,OTHER,OTH,2246
GARZA,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,90
GARZA,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,686
GARZA,"Justice, Supreme Court, Place 7",,OTHER,OTH,29
GILLESPIE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1228
GILLESPIE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,6961
GILLESPIE,"Justice, Supreme Court, Place 7",,OTHER,OTH,358
GLASSCOCK,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,13
GLASSCOCK,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,347
GLASSCOCK,"Justice, Supreme Court, Place 7",,OTHER,OTH,11
GOLIAD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,837
GOLIAD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1696
GOLIAD,"Justice, Supreme Court, Place 7",,OTHER,OTH,66
GONZALES,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,790
GONZALES,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2666
GONZALES,"Justice, Supreme Court, Place 7",,OTHER,OTH,106
GRAY,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,259
GRAY,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3303
GRAY,"Justice, Supreme Court, Place 7",,OTHER,OTH,111
GRAYSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,4781
GRAYSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,17573
GRAYSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,788
GREGG,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,5595
GREGG,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,16758
GREGG,"Justice, Supreme Court, Place 7",,OTHER,OTH,554
GRIMES,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1056
GRIMES,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3594
GRIMES,"Justice, Supreme Court, Place 7",,OTHER,OTH,184
GUADALUPE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,8154
GUADALUPE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,20726
GUADALUPE,"Justice, Supreme Court, Place 7",,OTHER,OTH,1103
HALE,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,603
HALE,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3551
HALE,"Justice, Supreme Court, Place 7",,OTHER,OTH,106
HALL,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,79
HALL,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,470
HALL,"Justice, Supreme Court, Place 7",,OTHER,OTH,8
HAMILTON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,402
HAMILTON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1802
HAMILTON,"Justice, Supreme Court, Place 7",,OTHER,OTH,81
HANSFORD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,54
HANSFORD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1060
HANSFORD,"Justice, Supreme Court, Place 7",,OTHER,OTH,35
HARDEMAN,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,123
HARDEMAN,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,496
HARDEMAN,"Justice, Supreme Court, Place 7",,OTHER,OTH,22
HARDIN,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1480
HARDIN,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,9559
HARDIN,"Justice, Supreme Court, Place 7",,OTHER,OTH,285
HARRIS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,303865
HARRIS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,345845
HARRIS,"Justice, Supreme Court, Place 7",,OTHER,OTH,17583
HARRISON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,3852
HARRISON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,10163
HARRISON,"Justice, Supreme Court, Place 7",,OTHER,OTH,384
HARTLEY,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,79
HARTLEY,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,961
HARTLEY,"Justice, Supreme Court, Place 7",,OTHER,OTH,35
HASKELL,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,221
HASKELL,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,715
HASKELL,"Justice, Supreme Court, Place 7",,OTHER,OTH,36
HAYS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,15848
HAYS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,20235
HAYS,"Justice, Supreme Court, Place 7",,OTHER,OTH,2272
HEMPHILL,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,71
HEMPHILL,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,676
HEMPHILL,"Justice, Supreme Court, Place 7",,OTHER,OTH,27
HENDERSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,3283
HENDERSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,12980
HENDERSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,544
HIDALGO,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,52195
HIDALGO,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,22889
HIDALGO,"Justice, Supreme Court, Place 7",,OTHER,OTH,2343
HILL,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1627
HILL,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,6738
HILL,"Justice, Supreme Court, Place 7",,OTHER,OTH,311
HOCKLEY,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,472
HOCKLEY,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3031
HOCKLEY,"Justice, Supreme Court, Place 7",,OTHER,OTH,107
HOOD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,2174
HOOD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,10660
HOOD,"Justice, Supreme Court, Place 7",,OTHER,OTH,512
HOPKINS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1565
HOPKINS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,5442
HOPKINS,"Justice, Supreme Court, Place 7",,OTHER,OTH,227
HOUSTON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,889
HOUSTON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3523
HOUSTON,"Justice, Supreme Court, Place 7",,OTHER,OTH,109
HOWARD,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,728
HOWARD,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3273
HOWARD,"Justice, Supreme Court, Place 7",,OTHER,OTH,163
HUDSPETH,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,141
HUDSPETH,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,216
HUDSPETH,"Justice, Supreme Court, Place 7",,OTHER,OTH,38
HUNT,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,3164
HUNT,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,12019
HUNT,"Justice, Supreme Court, Place 7",,OTHER,OTH,631
HUTCHINSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,421
HUTCHINSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,3848
HUTCHINSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,161
IRION,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,43
IRION,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,362
IRION,"Justice, Supreme Court, Place 7",,OTHER,OTH,20
JACK,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,190
JACK,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,1442
JACK,"Justice, Supreme Court, Place 7",,OTHER,OTH,46
JACKSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,462
JACKSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,2307
JACKSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,59
JASPER,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,1442
JASPER,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,5338
JASPER,"Justice, Supreme Court, Place 7",,OTHER,OTH,149
JEFF DAVIS,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,358
JEFF DAVIS,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,516
JEFF DAVIS,"Justice, Supreme Court, Place 7",,OTHER,OTH,73
JEFFERSON,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,25587
JEFFERSON,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,25518
JEFFERSON,"Justice, Supreme Court, Place 7",,OTHER,OTH,971
