county,office,district,candidate,party,votes
CAMP,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1716
CAMP,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,69
CARSON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,178
CARSON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1518
CARSON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,64
CASS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1682
CASS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,4909
CASS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,167
CASTRO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,223
CASTRO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,820
CASTRO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,46
CHAMBERS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1311
CHAMBERS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,6622
CHAMBERS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,237
CHEROKEE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1898
CHEROKEE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,7146
CHEROKEE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,316
CHILDRESS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,126
CHILDRESS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,915
CHILDRESS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,19
CLAY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,357
CLAY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2221
CLAY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,100
COCHRAN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,76
COCHRAN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,377
COCHRAN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,17
COKE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,64
COKE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,639
COKE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,28
COLEMAN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,240
COLEMAN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1840
COLEMAN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,74
COLLIN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,49785
COLLIN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,115319
COLLIN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,5999
COLLINGSWORTH,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,122
COLLINGSWORTH,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,580
COLLINGSWORTH,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,23
COLORADO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1023
COLORADO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3737
COLORADO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,121
COMAL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,6273
COMAL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,26086
COMAL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,1365
COMANCHE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,494
COMANCHE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2366
COMANCHE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,111
CONCHO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,75
CONCHO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,476
CONCHO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,20
COOKE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1096
COOKE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,7185
COOKE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,251
CORYELL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1961
CORYELL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,6161
CORYELL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,366
COTTLE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,46
COTTLE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,264
COTTLE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,15
CRANE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,150
CRANE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,625
CRANE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,33
CROCKETT,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,205
CROCKETT,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,534
CROCKETT,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,20
CROSBY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,265
CROSBY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,691
CROSBY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,25
CULBERSON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,127
CULBERSON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,141
CULBERSON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,23
DALLAM,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,94
DALLAM,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,686
DALLAM,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,31
DALLAS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,203320
DALLAS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,178700
DALLAS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,11793
DAWSON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,364
DAWSON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1519
DAWSON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,47
DEAF SMITH,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,491
DEAF SMITH,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2055
DEAF SMITH,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,63
DELTA,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,300
DELTA,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,943
DELTA,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,60
DENTON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,41015
DENTON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,92956
DENTON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,5815
DEWITT,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,604
DEWITT,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3177
DEWITT,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,107
DICKENS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,66
DICKENS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,403
DICKENS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,17
DIMMIT,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1162
DIMMIT,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,512
DIMMIT,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,63
DONLEY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,106
DONLEY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,747
DONLEY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,49
DUVAL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,2294
DUVAL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,537
DUVAL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,109
EASTLAND,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,383
EASTLAND,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3350
EASTLAND,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,120
ECTOR,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,2494
ECTOR,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,11655
ECTOR,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,521
EDWARDS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,174
EDWARDS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,457
EDWARDS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,45
ELLIS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,7124
ELLIS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,23174
ELLIS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,1113
EL PASO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,44440
EL PASO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,29318
EL PASO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,3863
ERATH,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1096
ERATH,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,5874
ERATH,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,223
FALLS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,866
FALLS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1935
FALLS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,70
FANNIN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1284
FANNIN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,4773
FANNIN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,231
FAYETTE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1393
FAYETTE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,5439
FAYETTE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,245
FISHER,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,386
FISHER,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,669
FISHER,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,52
FLOYD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,135
FLOYD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,878
FLOYD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,19
FOARD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,110
FOARD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,170
FOARD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,8
FORT BEND,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,52925
FORT BEND,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,74142
FORT BEND,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,2982
FRANKLIN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,332
FRANKLIN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2064
FRANKLIN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,91
FREESTONE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,843
FREESTONE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3398
FREESTONE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,118
FRIO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,908
FRIO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,812
FRIO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,58
GAINES,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,253
GAINES,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2100
GAINES,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,75
GALVESTON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,21087
GALVESTON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,39905
GALVESTON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,2286
GARZA,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,87
GARZA,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,683
GARZA,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,32
GILLESPIE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1189
GILLESPIE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,6940
GILLESPIE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,363
GLASSCOCK,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,11
GLASSCOCK,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,347
GLASSCOCK,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,10
GOLIAD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,804
GOLIAD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1680
GOLIAD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,81
GONZALES,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,762
GONZALES,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,2636
GONZALES,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,138
GRAY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,269
GRAY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3285
GRAY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,105
GRAYSON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,4779
GRAYSON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,17492
GRAYSON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,772
GREGG,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,5606
GREGG,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,16781
GREGG,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,540
GRIMES,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1050
GRIMES,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3596
GRIMES,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,176
GUADALUPE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,7672
GUADALUPE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,20989
GUADALUPE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,1180
HALE,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,582
HALE,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3555
HALE,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,116
HALL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,90
HALL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,454
HALL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,12
HAMILTON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,398
HAMILTON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1783
HAMILTON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,90
HANSFORD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,52
HANSFORD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,1055
HANSFORD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,33
HARDEMAN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,136
HARDEMAN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,487
HARDEMAN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,16
HARDIN,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1491
HARDIN,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,9482
HARDIN,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,297
HARRIS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,291492
HARRIS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,353849
HARRIS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,18358
HARRISON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,3912
HARRISON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,10027
HARRISON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,410
HARTLEY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,86
HARTLEY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,946
HARTLEY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,33
HASKELL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,267
HASKELL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,696
HASKELL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,22
HAYS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,15453
HAYS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,20359
HAYS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,2283
HEMPHILL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,71
HEMPHILL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,669
HEMPHILL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,29
HENDERSON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,3316
HENDERSON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,12886
HENDERSON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,554
HIDALGO,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,48516
HIDALGO,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,24988
HIDALGO,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,2803
HILL,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1646
HILL,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,6675
HILL,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,294
HOCKLEY,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,437
HOCKLEY,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3034
HOCKLEY,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,118
HOOD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,2169
HOOD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,10609
HOOD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,508
HOPKINS,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,1587
HOPKINS,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,5352
HOPKINS,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,241
HOUSTON,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,911
HOUSTON,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3478
HOUSTON,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,114
HOWARD,"Judge, Court of Criminal Appeals Place 3",,John Granberg,DEM,698
HOWARD,"Judge, Court of Criminal Appeals Place 3",,Bert Richardson,REP,3274
HOWARD,"Judge, Court of Criminal Appeals Place 3",,OTHER,OTH,181
