county,office,district,candidate,party,votes
LIVE OAK,Lieutenant Governor,,Dan Patrick,REP,1956
LIVE OAK,Lieutenant Governor,,OTHER,OTH,54
LLANO,Lieutenant Governor,,Leticia Van de Putte,DEM,1273
LLANO,Lieutenant Governor,,Dan Patrick,REP,5500
LLANO,Lieutenant Governor,,OTHER,OTH,264
LOVING,Lieutenant Governor,,Leticia Van de Putte,DEM,6
LOVING,Lieutenant Governor,,Dan Patrick,REP,32
LOVING,Lieutenant Governor,,OTHER,OTH,1
LUBBOCK,Lieutenant Governor,,Leticia Van de Putte,DEM,10187
LUBBOCK,Lieutenant Governor,,Dan Patrick,REP,35357
LUBBOCK,Lieutenant Governor,,OTHER,OTH,1456
LYNN,Lieutenant Governor,,Leticia Van de Putte,DEM,193
LYNN,Lieutenant Governor,,Dan Patrick,REP,962
LYNN,Lieutenant Governor,,OTHER,OTH,28
MADISON,Lieutenant Governor,,Leticia Van de Putte,DEM,437
MADISON,Lieutenant Governor,,Dan Patrick,REP,1928
MADISON,Lieutenant Governor,,OTHER,OTH,56
MARION,Lieutenant Governor,,Leticia Van de Putte,DEM,687
MARION,Lieutenant Governor,,Dan Patrick,REP,1484
MARION,Lieutenant Governor,,OTHER,OTH,44
MARTIN,Lieutenant Governor,,Leticia Van de Putte,DEM,155
MARTIN,Lieutenant Governor,,Dan Patrick,REP,932
MARTIN,Lieutenant Governor,,OTHER,OTH,39
MASON,Lieutenant Governor,,Leticia Van de Putte,DEM,236
MASON,Lieutenant Governor,,Dan Patrick,REP,1075
MASON,Lieutenant Governor,,OTHER,OTH,48
MATAGORDA,Lieutenant Governor,,Leticia Van de Putte,DEM,2045
MATAGORDA,Lieutenant Governor,,Dan Patrick,REP,4654
MATAGORDA,Lieutenant Governor,,OTHER,OTH,223
MAVERICK,Lieutenant Governor,,Leticia Van de Putte,DEM,4002
MAVERICK,Lieutenant Governor,,Dan Patrick,REP,1109
MAVERICK,Lieutenant Governor,,OTHER,OTH,155
MCCULLOCH,Lieutenant Governor,,Leticia Van de Putte,DEM,248
MCCULLOCH,Lieutenant Governor,,Dan Patrick,REP,1423
MCCULLOCH,Lieutenant Governor,,OTHER,OTH,50
MCLENNAN,Lieutenant Governor,,Leticia Van de Putte,DEM,12679
MCLENNAN,Lieutenant Governor,,Dan Patrick,REP,30090
MCLENNAN,Lieutenant Governor,,OTHER,OTH,1289
MCMULLEN,Lieutenant Governor,,Leticia Van de Putte,DEM,45
MCMULLEN,Lieutenant Governor,,Dan Patrick,REP,204
MCMULLEN,Lieutenant Governor,,OTHER,OTH,6
MEDINA,Lieutenant Governor,,Leticia Van de Putte,DEM,2694
MEDINA,Lieutenant Governor,,Dan Patrick,REP,6955
MEDINA,Lieutenant Governor,,OTHER,OTH,186
MENARD,Lieutenant Governor,,Leticia Van de Putte,DEM,61
MENARD,Lieutenant Governor,,Dan Patrick,REP,398
MENARD,Lieutenant Governor,,OTHER,OTH,14
MIDLAND,Lieutenant Governor,,Leticia Van de Putte,DEM,2979
MIDLAND,Lieutenant Governor,,Dan Patrick,REP,19885
MIDLAND,Lieutenant Governor,,OTHER,OTH,610
MILAM,Lieutenant Governor,,Leticia Van de Putte,DEM,1206
MILAM,Lieutenant Governor,,Dan Patrick,REP,3535
MILAM,Lieutenant Governor,,OTHER,OTH,167
MILLS,Lieutenant Governor,,Leticia Van de Putte,DEM,127
MILLS,Lieutenant Governor,,Dan Patrick,REP,1183
MILLS,Lieutenant Governor,,OTHER,OTH,37
MITCHELL,Lieutenant Governor,,Leticia Van de Putte,DEM,188
MITCHELL,Lieutenant Governor,,Dan Patrick,REP,964
MITCHELL,Lieutenant Governor,,OTHER,OTH,35
MONTAGUE,Lieutenant Governor,,Leticia Van de Putte,DEM,806
MONTAGUE,Lieutenant Governor,,Dan Patrick,REP,5699
MONTAGUE,Lieutenant Governor,,OTHER,OTH,193
MONTGOMERY,Lieutenant Governor,,Leticia Van de Putte,DEM,18775
MONTGOMERY,Lieutenant Governor,,Dan Patrick,REP,82650
MONTGOMERY,Lieutenant Governor,,OTHER,OTH,3229
MOORE,Lieutenant Governor,,Leticia Van de Putte,DEM,275
MOORE,Lieutenant Governor,,Dan Patrick,REP,2424
MOORE,Lieutenant Governor,,OTHER,OTH,59
MORRIS,Lieutenant Governor,,Leticia Van de Putte,DEM,1003
MORRIS,Lieutenant Governor,,Dan Patrick,REP,1953
MORRIS,Lieutenant Governor,,OTHER,OTH,75
MOTLEY,Lieutenant Governor,,Leticia Van de Putte,DEM,18
MOTLEY,Lieutenant Governor,,Dan Patrick,REP,336
MOTLEY,Lieutenant Governor,,OTHER,OTH,10
NACOGDOCHES,Lieutenant Governor,,Leticia Van de Putte,DEM,2723
NACOGDOCHES,Lieutenant Governor,,Dan Patrick,REP,8906
NACOGDOCHES,Lieutenant Governor,,OTHER,OTH,315
NAVARRO,Lieutenant Governor,,Leticia Van de Putte,DEM,2235
NAVARRO,Lieutenant Governor,,Dan Patrick,REP,6954
NAVARRO,Lieutenant Governor,,OTHER,OTH,262
NEWTON,Lieutenant Governor,,Leticia Van de Putte,DEM,701
NEWTON,Lieutenant Governor,,Dan Patrick,REP,2085
NEWTON,Lieutenant Governor,,OTHER,OTH,69
NOLAN,Lieutenant Governor,,Leticia Van de Putte,DEM,488
NOLAN,Lieutenant Governor,,Dan Patrick,REP,2011
NOLAN,Lieutenant Governor,,OTHER,OTH,97
NUECES,Lieutenant Governor,,Leticia Van de Putte,DEM,25555
NUECES,Lieutenant Governor,,Dan Patrick,REP,28914
NUECES,Lieutenant Governor,,OTHER,OTH,1967
OCHILTREE,Lieutenant Governor,,Leticia Van de Putte,DEM,87
OCHILTREE,Lieutenant Governor,,Dan Patrick,REP,1467
OCHILTREE,Lieutenant Governor,,OTHER,OTH,25
OLDHAM,Lieutenant Governor,,Leticia Van de Putte,DEM,31
OLDHAM,Lieutenant Governor,,Dan Patrick,REP,516
OLDHAM,Lieutenant Governor,,OTHER,OTH,10
ORANGE,Lieutenant Governor,,Leticia Van de Putte,DEM,3541
ORANGE,Lieutenant Governor,,Dan Patrick,REP,13111
ORANGE,Lieutenant Governor,,OTHER,OTH,406
PALO PINTO,Lieutenant Governor,,Leticia Van de Putte,DEM,1071
PALO PINTO,Lieutenant Governor,,Dan Patrick,REP,4385
PALO PINTO,Lieutenant Governor,,OTHER,OTH,174
PANOLA,Lieutenant Governor,,Leticia Van de Putte,DEM,1048
PANOLA,Lieutenant Governor,,Dan Patrick,REP,4580
PANOLA,Lieutenant Governor,,OTHER,OTH,94
PARKER,Lieutenant Governor,,Leticia Van de Putte,DEM,5069
PARKER,Lieutenant Governor,,Dan Patrick,REP,25593
PARKER,Lieutenant Governor,,OTHER,OTH,1083
PARMER,Lieutenant Governor,,Leticia Van de Putte,DEM,137
PARMER,Lieutenant Governor,,Dan Patrick,REP,1238
PARMER,Lieutenant Governor,,OTHER,OTH,21
PECOS,Lieutenant Governor,,Leticia Van de Putte,DEM,957
PECOS,Lieutenant Governor,,Dan Patrick,REP,1868
PECOS,Lieutenant Governor,,OTHER,OTH,103
POLK,Lieutenant Governor,,Leticia Van de Putte,DEM,2214
POLK,Lieutenant Governor,,Dan Patrick,REP,7856
POLK,Lieutenant Governor,,OTHER,OTH,349
POTTER,Lieutenant Governor,,Leticia Van de Putte,DEM,2764
POTTER,Lieutenant Governor,,Dan Patrick,REP,10590
POTTER,Lieutenant Governor,,OTHER,OTH,381
PRESIDIO,Lieutenant Governor,,Leticia Van de Putte,DEM,579
PRESIDIO,Lieutenant Governor,,Dan Patrick,REP,306
PRESIDIO,Lieutenant Governor,,OTHER,OTH,44
RAINS,Lieutenant Governor,,Leticia Van de Putte,DEM,389
RAINS,Lieutenant Governor,,Dan Patrick,REP,1991
RAINS,Lieutenant Governor,,OTHER,OTH,62
RANDALL,Lieutenant Governor,,Leticia Van de Putte,DEM,3318
RANDALL,Lieutenant Governor,,Dan Patrick,REP,24059
RANDALL,Lieutenant Governor,,OTHER,OTH,757
REAGAN,Lieutenant Governor,,Leticia Van de Putte,DEM,64
REAGAN,Lieutenant Governor,,Dan Patrick,REP,410
REAGAN,Lieutenant Governor,,OTHER,OTH,17
REAL,Lieutenant Governor,,Leticia Van de Putte,DEM,182
REAL,Lieutenant Governor,,Dan Patrick,REP,833
REAL,Lieutenant Governor,,OTHER,OTH,30
RED RIVER,Lieutenant Governor,,Leticia Van de Putte,DEM,674
RED RIVER,Lieutenant Governor,,Dan Patrick,REP,1983
RED RIVER,Lieutenant Governor,,OTHER,OTH,66
REEVES,Lieutenant Governor,,Leticia Van de Putte,DEM,559
REEVES,Lieutenant Governor,,Dan Patrick,REP,599
REEVES,Lieutenant Governor,,OTHER,OTH,28
REFUGIO,Lieutenant Governor,,Leticia Van de Putte,DEM,759
REFUGIO,Lieutenant Governor,,Dan Patrick,REP,1173
REFUGIO,Lieutenant Governor,,OTHER,OTH,59
ROBERTS,Lieutenant Governor,,Leticia Van de Putte,DEM,12
ROBERTS,Lieutenant Governor,,Dan Patrick,REP,320
ROBERTS,Lieutenant Governor,,OTHER,OTH,11
ROBERTSON,Lieutenant Governor,,Leticia Van de Putte,DEM,1707
ROBERTSON,Lieutenant Governor,,Dan Patrick,REP,3137
ROBERTSON,Lieutenant Governor,,OTHER,OTH,129
ROCKWALL,Lieutenant Governor,,Leticia Van de Putte,DEM,4574
ROCKWALL,Lieutenant Governor,,Dan Patrick,REP,15797
ROCKWALL,Lieutenant Governor,,OTHER,OTH,578
RUNNELS,Lieutenant Governor,,Leticia Van de Putte,DEM,237
RUNNELS,Lieutenant Governor,,Dan Patrick,REP,1986
RUNNELS,Lieutenant Governor,,OTHER,OTH,70
RUSK,Lieutenant Governor,,Leticia Van de Putte,DEM,1853
RUSK,Lieutenant Governor,,Dan Patrick,REP,8403
RUSK,Lieutenant Governor,,OTHER,OTH,197
SABINE,Lieutenant Governor,,Leticia Van de Putte,DEM,341
SABINE,Lieutenant Governor,,Dan Patrick,REP,2328
SABINE,Lieutenant Governor,,OTHER,OTH,55
SAN AUGUSTINE,Lieutenant Governor,,Leticia Van de Putte,DEM,716
SAN AUGUSTINE,Lieutenant Governor,,Dan Patrick,REP,1851
SAN AUGUSTINE,Lieutenant Governor,,OTHER,OTH,86
SAN JACINTO,Lieutenant Governor,,Leticia Van de Putte,DEM,1479
SAN JACINTO,Lieutenant Governor,,Dan Patrick,REP,4644
SAN JACINTO,Lieutenant Governor,,OTHER,OTH,235
SAN PATRICIO,Lieutenant Governor,,Leticia Van de Putte,DEM,4175
SAN PATRICIO,Lieutenant Governor,,Dan Patrick,REP,6906
SAN PATRICIO,Lieutenant Governor,,OTHER,OTH,348
SAN SABA,Lieutenant Governor,,Leticia Van de Putte,DEM,147
SAN SABA,Lieutenant Governor,,Dan Patrick,REP,1253
SAN SABA,Lieutenant Governor,,OTHER,OTH,31
SCHLEICHER,Lieutenant Governor,,Leticia Van de Putte,DEM,229
SCHLEICHER,Lieutenant Governor,,Dan Patrick,REP,579
SCHLEICHER,Lieutenant Governor,,OTHER,OTH,26
SCURRY,Lieutenant Governor,,Leticia Van de Putte,DEM,310
SCURRY,Lieutenant Governor,,Dan Patrick,REP,2456
SCURRY,Lieutenant Governor,,OTHER,OTH,66
SHACKELFORD,Lieutenant Governor,,Leticia Van de Putte,DEM,43
SHACKELFORD,Lieutenant Governor,,Dan Patrick,REP,749
SHACKELFORD,Lieutenant Governor,,OTHER,OTH,11
SHELBY,Lieutenant Governor,,Leticia Van de Putte,DEM,1058
SHELBY,Lieutenant Governor,,Dan Patrick,REP,4226
SHELBY,Lieutenant Governor,,OTHER,OTH,107
SHERMAN,Lieutenant Governor,,Leticia Van de Putte,DEM,50
SHERMAN,Lieutenant Governor,,Dan Patrick,REP,518
SHERMAN,Lieutenant Governor,,OTHER,OTH,18
SMITH,Lieutenant Governor,,Leticia Van de Putte,DEM,10661
SMITH,Lieutenant Governor,,Dan Patrick,REP,36889
SMITH,Lieutenant Governor,,OTHER,OTH,1056
SOMERVELL,Lieutenant Governor,,Leticia Van de Putte,DEM,359
SOMERVELL,Lieutenant Governor,,Dan Patrick,REP,1786
SOMERVELL,Lieutenant Governor,,OTHER,OTH,74
STARR,Lieutenant Governor,,Leticia Van de Putte,DEM,4253
STARR,Lieutenant Governor,,Dan Patrick,REP,759
STARR,Lieutenant Governor,,OTHER,OTH,65
STEPHENS,Lieutenant Governor,,Leticia Van de Putte,DEM,165
STEPHENS,Lieutenant Governor,,Dan Patrick,REP,1726
STEPHENS,Lieutenant Governor,,OTHER,OTH,34
STERLING,Lieutenant Governor,,Leticia Van de Putte,DEM,33
STERLING,Lieutenant Governor,,Dan Patrick,REP,421
STERLING,Lieutenant Governor,,OTHER,OTH,9
STONEWALL,Lieutenant Governor,,Leticia Van de Putte,DEM,70
STONEWALL,Lieutenant Governor,,Dan Patrick,REP,281
STONEWALL,Lieutenant Governor,,OTHER,OTH,13
SUTTON,Lieutenant Governor,,Leticia Van de Putte,DEM,113
SUTTON,Lieutenant Governor,,Dan Patrick,REP,610
SUTTON,Lieutenant Governor,,OTHER,OTH,15
SWISHER,Lieutenant Governor,,Leticia Van de Putte,DEM,331
SWISHER,Lieutenant Governor,,Dan Patrick,REP,1025
SWISHER,Lieutenant Governor,,OTHER,OTH,40
TARRANT,Lieutenant Governor,,Leticia Van de Putte,DEM,146548
TARRANT,Lieutenant Governor,,Dan Patrick,REP,211586
TARRANT,Lieutenant Governor,,OTHER,OTH,12632
TAYLOR,Lieutenant Governor,,Leticia Van de Putte,DEM,3738
TAYLOR,Lieutenant Governor,,Dan Patrick,REP,18785
TAYLOR,Lieutenant Governor,,OTHER,OTH,730
TERRELL,Lieutenant Governor,,Leticia Van de Putte,DEM,123
TERRELL,Lieutenant Governor,,Dan Patrick,REP,247
TERRELL,Lieutenant Governor,,OTHER,OTH,16
TERRY,Lieutenant Governor,,Leticia Van de Putte,DEM,367
TERRY,Lieutenant Governor,,Dan Patrick,REP,1826
TERRY,Lieutenant Governor,,OTHER,OTH,51
THROCKMORTON,Lieutenant Governor,,Leticia Van de Putte,DEM,65
THROCKMORTON,Lieutenant Governor,,Dan Patrick,REP,451
THROCKMORTON,Lieutenant Governor,,OTHER,OTH,13
TITUS,Lieutenant Governor,,Leticia Van de Putte,DEM,1211
TITUS,Lieutenant Governor,,Dan Patrick,REP,3732
TITUS,Lieutenant Governor,,OTHER,OTH,125
TOM GREEN,Lieutenant Governor,,Leticia Van de Putte,DEM,3613
TOM GREEN,Lieutenant Governor,,Dan Patrick,REP,14220
TOM GREEN,Lieutenant Governor,,OTHER,OTH,567
TRAVIS,Lieutenant Governor,,Leticia Van de Putte,DEM,164173
TRAVIS,Lieutenant Governor,,Dan Patrick,REP,86674
TRAVIS,Lieutenant Governor,,OTHER,OTH,14956
TRINITY,Lieutenant Governor,,Leticia Van de Putte,DEM,937
TRINITY,Lieutenant Governor,,Dan Patrick,REP,2799
TRINITY,Lieutenant Governor,,OTHER,OTH,124
TYLER,Lieutenant Governor,,Leticia Van de Putte,DEM,841
TYLER,Lieutenant Governor,,Dan Patrick,REP,3670
TYLER,Lieutenant Governor,,OTHER,OTH,144
UPSHUR,Lieutenant Governor,,Leticia Van de Putte,DEM,1396
UPSHUR,Lieutenant Governor,,Dan Patrick,REP,7163
UPSHUR,Lieutenant Governor,,OTHER,OTH,222
UPTON,Lieutenant Governor,,Leticia Van de Putte,DEM,102
UPTON,Lieutenant Governor,,Dan Patrick,REP,515
UPTON,Lieutenant Governor,,OTHER,OTH,21
UVALDE,Lieutenant Governor,,Leticia Van de Putte,DEM,2152
UVALDE,Lieutenant Governor,,Dan Patrick,REP,2862
UVALDE,Lieutenant Governor,,OTHER,OTH,96
VAL VERDE,Lieutenant Governor,,Leticia Van de Putte,DEM,3825
VAL VERDE,Lieutenant Governor,,Dan Patrick,REP,3049
VAL VERDE,Lieutenant Governor,,OTHER,OTH,185
VAN ZANDT,Lieutenant Governor,,Leticia Van de Putte,DEM,1770
VAN ZANDT,Lieutenant Governor,,Dan Patrick,REP,9744
VAN ZANDT,Lieutenant Governor,,OTHER,OTH,315
VICTORIA,Lieutenant Governor,,Leticia Van de Putte,DEM,4278
VICTORIA,Lieutenant Governor,,Dan Patrick,REP,12267
VICTORIA,Lieutenant Governor,,OTHER,OTH,431
WALKER,Lieutenant Governor,,Leticia Van de Putte,DEM,3379
WALKER,Lieutenant Governor,,Dan Patrick,REP,7543
WALKER,Lieutenant Governor,,OTHER,OTH,363
WALLER,Lieutenant Governor,,Leticia Van de Putte,DEM,2634
WALLER,Lieutenant Governor,,Dan Patrick,REP,6302
WALLER,Lieutenant Governor,,OTHER,OTH,223
WARD,Lieutenant Governor,,Leticia Van de Putte,DEM,452
WARD,Lieutenant Governor,,Dan Patrick,REP,1447
WARD,Lieutenant Governor,,OTHER,OTH,45
WASHINGTON,Lieutenant Governor,,Leticia Van de Putte,DEM,1919
WASHINGTON,Lieutenant Governor,,Dan Patrick,REP,6776
WASHINGTON,Lieutenant Governor,,OTHER,OTH,250
WEBB,Lieutenant Governor,,Leticia Van de Putte,DEM,18820
WEBB,Lieutenant Governor,,Dan Patrick,REP,6018
WEBB,Lieutenant Governor,,OTHER,OTH,1103
WHARTON,Lieutenant Governor,,Leticia Van de Putte,DEM,2064
WHARTON,Lieutenant Governor,,Dan Patrick,REP,6130
WHARTON,Lieutenant Governor,,OTHER,OTH,156
WHEELER,Lieutenant Governor,,Leticia Van de Putte,DEM,101
WHEELER,Lieutenant Governor,,Dan Patrick,REP,1179
WHEELER,Lieutenant Governor,,OTHER,OTH,28
WICHITA,Lieutenant Governor,,Leticia Van de Putte,DEM,4516
WICHITA,Lieutenant Governor,,Dan Patrick,REP,16070
WICHITA,Lieutenant Governor,,OTHER,OTH,564
WILBARGER,Lieutenant Governor,,Leticia Van de Putte,DEM,508
WILBARGER,Lieutenant Governor,,Dan Patrick,REP,2099
WILBARGER,Lieutenant Governor,,OTHER,OTH,69
WILLACY,Lieutenant Governor,,Leticia Van de Putte,DEM,1357
WILLACY,Lieutenant Governor,,Dan Patrick,REP,702
WILLACY,Lieutenant Governor,,OTHER,OTH,71
WILLIAMSON,Lieutenant Governor,,Leticia Van de Putte,DEM,37711
WILLIAMSON,Lieutenant Governor,,Dan Patrick,REP,60179
WILLIAMSON,Lieutenant Governor,,OTHER,OTH,5316
WILSON,Lieutenant Governor,,Leticia Van de Putte,DEM,2867
WILSON,Lieutenant Governor,,Dan Patrick,REP,7263
WILSON,Lieutenant Governor,,OTHER,OTH,252
WINKLER,Lieutenant Governor,,Leticia Van de Putte,DEM,151
WINKLER,Lieutenant Governor,,Dan Patrick,REP,786
WINKLER,Lieutenant Governor,,OTHER,OTH,23
WISE,Lieutenant Governor,,Leticia Van de Putte,DEM,1985
WISE,Lieutenant Governor,,Dan Patrick,REP,10171
WISE,Lieutenant Governor,,OTHER,OTH,451
WOOD,Lieutenant Governor,,Leticia Van de Putte,DEM,1342
WOOD,Lieutenant Governor,,Dan Patrick,REP,9713
WOOD,Lieutenant Governor,,OTHER,OTH,209
YOAKUM,Lieutenant Governor,,Leticia Van de Putte,DEM,105
YOAKUM,Lieutenant Governor,,Dan Patrick,REP,997
YOAKUM,Lieutenant Governor,,OTHER,OTH,22
YOUNG,Lieutenant Governor,,Leticia Van de Putte,DEM,588
YOUNG,Lieutenant Governor,,Dan Patrick,REP,4468
YOUNG,Lieutenant Governor,,OTHER,OTH,195
ZAPATA,Lieutenant Governor,,Leticia Van de Putte,DEM,845
ZAPATA,Lieutenant Governor,,Dan Patrick,REP,292
ZAPATA,Lieutenant Governor,,OTHER,OTH,17
ZAVALA,Lieutenant Governor,,Leticia Van de Putte,DEM,1123
ZAVALA,Lieutenant Governor,,Dan Patrick,REP,311
ZAVALA,Lieutenant Governor,,OTHER,OTH,19
