county,office,district,candidate,party,votes
COCHRAN,Lieutenant Governor,,Leticia Van de Putte,DEM,65
COCHRAN,Lieutenant Governor,,Dan Patrick,REP,407
COCHRAN,Lieutenant Governor,,OTHER,OTH,16
COKE,Lieutenant Governor,,Leticia Van de Putte,DEM,82
COKE,Lieutenant Governor,,Dan Patrick,REP,663
COKE,Lieutenant Governor,,OTHER,OTH,20
COLEMAN,Lieutenant Governor,,Leticia Van de Putte,DEM,225
COLEMAN,Lieutenant Governor,,Dan Patrick,REP,1922
COLEMAN,Lieutenant Governor,,OTHER,OTH,58
COLLIN,Lieutenant Governor,,Leticia Van de Putte,DEM,56379
COLLIN,Lieutenant Governor,,Dan Patrick,REP,113844
COLLIN,Lieutenant Governor,,OTHER,OTH,5544
COLLINGSWORTH,Lieutenant Governor,,Leticia Van de Putte,DEM,98
COLLINGSWORTH,Lieutenant Governor,,Dan Patrick,REP,651
COLLINGSWORTH,Lieutenant Governor,,OTHER,OTH,23
COLORADO,Lieutenant Governor,,Leticia Van de Putte,DEM,1166
COLORADO,Lieutenant Governor,,Dan Patrick,REP,3825
COLORADO,Lieutenant Governor,,OTHER,OTH,119
COMAL,Lieutenant Governor,,Leticia Van de Putte,DEM,7703
COMAL,Lieutenant Governor,,Dan Patrick,REP,25939
COMAL,Lieutenant Governor,,OTHER,OTH,994
COMANCHE,Lieutenant Governor,,Leticia Van de Putte,DEM,523
COMANCHE,Lieutenant Governor,,Dan Patrick,REP,2415
COMANCHE,Lieutenant Governor,,OTHER,OTH,125
CONCHO,Lieutenant Governor,,Leticia Van de Putte,DEM,76
CONCHO,Lieutenant Governor,,Dan Patrick,REP,491
CONCHO,Lieutenant Governor,,OTHER,OTH,18
COOKE,Lieutenant Governor,,Leticia Van de Putte,DEM,1241
COOKE,Lieutenant Governor,,Dan Patrick,REP,7311
COOKE,Lieutenant Governor,,OTHER,OTH,222
CORYELL,Lieutenant Governor,,Leticia Van de Putte,DEM,1885
CORYELL,Lieutenant Governor,,Dan Patrick,REP,6459
CORYELL,Lieutenant Governor,,OTHER,OTH,284
COTTLE,Lieutenant Governor,,Leticia Van de Putte,DEM,46
COTTLE,Lieutenant Governor,,Dan Patrick,REP,295
COTTLE,Lieutenant Governor,,OTHER,OTH,5
CRANE,Lieutenant Governor,,Leticia Van de Putte,DEM,127
CRANE,Lieutenant Governor,,Dan Patrick,REP,673
CRANE,Lieutenant Governor,,OTHER,OTH,28
CROCKETT,Lieutenant Governor,,Leticia Van de Putte,DEM,208
CROCKETT,Lieutenant Governor,,Dan Patrick,REP,565
CROCKETT,Lieutenant Governor,,OTHER,OTH,24
CROSBY,Lieutenant Governor,,Leticia Van de Putte,DEM,231
CROSBY,Lieutenant Governor,,Dan Patrick,REP,773
CROSBY,Lieutenant Governor,,OTHER,OTH,34
CULBERSON,Lieutenant Governor,,Leticia Van de Putte,DEM,143
CULBERSON,Lieutenant Governor,,Dan Patrick,REP,154
CULBERSON,Lieutenant Governor,,OTHER,OTH,13
DALLAM,Lieutenant Governor,,Leticia Van de Putte,DEM,81
DALLAM,Lieutenant Governor,,Dan Patrick,REP,720
DALLAM,Lieutenant Governor,,OTHER,OTH,27
DALLAS,Lieutenant Governor,,Leticia Van de Putte,DEM,220550
DALLAS,Lieutenant Governor,,Dan Patrick,REP,172311
DALLAS,Lieutenant Governor,,OTHER,OTH,11422
DAWSON,Lieutenant Governor,,Leticia Van de Putte,DEM,363
DAWSON,Lieutenant Governor,,Dan Patrick,REP,1589
DAWSON,Lieutenant Governor,,OTHER,OTH,45
DEAF SMITH,Lieutenant Governor,,Leticia Van de Putte,DEM,497
DEAF SMITH,Lieutenant Governor,,Dan Patrick,REP,2147
DEAF SMITH,Lieutenant Governor,,OTHER,OTH,62
DELTA,Lieutenant Governor,,Leticia Van de Putte,DEM,277
DELTA,Lieutenant Governor,,Dan Patrick,REP,1024
DELTA,Lieutenant Governor,,OTHER,OTH,58
DENTON,Lieutenant Governor,,Leticia Van de Putte,DEM,45116
DENTON,Lieutenant Governor,,Dan Patrick,REP,92468
DENTON,Lieutenant Governor,,OTHER,OTH,5653
DEWITT,Lieutenant Governor,,Leticia Van de Putte,DEM,704
DEWITT,Lieutenant Governor,,Dan Patrick,REP,3208
DEWITT,Lieutenant Governor,,OTHER,OTH,80
DICKENS,Lieutenant Governor,,Leticia Van de Putte,DEM,57
DICKENS,Lieutenant Governor,,Dan Patrick,REP,440
DICKENS,Lieutenant Governor,,OTHER,OTH,12
DIMMIT,Lieutenant Governor,,Leticia Van de Putte,DEM,1283
DIMMIT,Lieutenant Governor,,Dan Patrick,REP,524
DIMMIT,Lieutenant Governor,,OTHER,OTH,43
DONLEY,Lieutenant Governor,,Leticia Van de Putte,DEM,102
DONLEY,Lieutenant Governor,,Dan Patrick,REP,797
DONLEY,Lieutenant Governor,,OTHER,OTH,29
DUVAL,Lieutenant Governor,,Leticia Van de Putte,DEM,2337
DUVAL,Lieutenant Governor,,Dan Patrick,REP,569
DUVAL,Lieutenant Governor,,OTHER,OTH,102
EASTLAND,Lieutenant Governor,,Leticia Van de Putte,DEM,359
EASTLAND,Lieutenant Governor,,Dan Patrick,REP,3439
EASTLAND,Lieutenant Governor,,OTHER,OTH,123
ECTOR,Lieutenant Governor,,Leticia Van de Putte,DEM,2429
ECTOR,Lieutenant Governor,,Dan Patrick,REP,12000
ECTOR,Lieutenant Governor,,OTHER,OTH,375
EDWARDS,Lieutenant Governor,,Leticia Van de Putte,DEM,210
EDWARDS,Lieutenant Governor,,Dan Patrick,REP,512
EDWARDS,Lieutenant Governor,,OTHER,OTH,26
ELLIS,Lieutenant Governor,,Leticia Van de Putte,DEM,7589
ELLIS,Lieutenant Governor,,Dan Patrick,REP,23386
ELLIS,Lieutenant Governor,,OTHER,OTH,999
EL PASO,Lieutenant Governor,,Leticia Van de Putte,DEM,47665
EL PASO,Lieutenant Governor,,Dan Patrick,REP,29025
EL PASO,Lieutenant Governor,,OTHER,OTH,3020
ERATH,Lieutenant Governor,,Leticia Van de Putte,DEM,1194
ERATH,Lieutenant Governor,,Dan Patrick,REP,5924
ERATH,Lieutenant Governor,,OTHER,OTH,235
FALLS,Lieutenant Governor,,Leticia Van de Putte,DEM,842
FALLS,Lieutenant Governor,,Dan Patrick,REP,2106
FALLS,Lieutenant Governor,,OTHER,OTH,83
FANNIN,Lieutenant Governor,,Leticia Van de Putte,DEM,1291
FANNIN,Lieutenant Governor,,Dan Patrick,REP,4900
FANNIN,Lieutenant Governor,,OTHER,OTH,238
FAYETTE,Lieutenant Governor,,Leticia Van de Putte,DEM,1402
FAYETTE,Lieutenant Governor,,Dan Patrick,REP,5831
FAYETTE,Lieutenant Governor,,OTHER,OTH,196
FISHER,Lieutenant Governor,,Leticia Van de Putte,DEM,349
FISHER,Lieutenant Governor,,Dan Patrick,REP,798
FISHER,Lieutenant Governor,,OTHER,OTH,47
FLOYD,Lieutenant Governor,,Leticia Van de Putte,DEM,135
FLOYD,Lieutenant Governor,,Dan Patrick,REP,925
FLOYD,Lieutenant Governor,,OTHER,OTH,24
FOARD,Lieutenant Governor,,Leticia Van de Putte,DEM,81
FOARD,Lieutenant Governor,,Dan Patrick,REP,213
FOARD,Lieutenant Governor,,OTHER,OTH,6
FORT BEND,Lieutenant Governor,,Leticia Van de Putte,DEM,56204
FORT BEND,Lieutenant Governor,,Dan Patrick,REP,72120
FORT BEND,Lieutenant Governor,,OTHER,OTH,3435
FRANKLIN,Lieutenant Governor,,Leticia Van de Putte,DEM,353
FRANKLIN,Lieutenant Governor,,Dan Patrick,REP,2161
FRANKLIN,Lieutenant Governor,,OTHER,OTH,58
FREESTONE,Lieutenant Governor,,Leticia Van de Putte,DEM,898
FREESTONE,Lieutenant Governor,,Dan Patrick,REP,3427
FREESTONE,Lieutenant Governor,,OTHER,OTH,99
FRIO,Lieutenant Governor,,Leticia Van de Putte,DEM,970
FRIO,Lieutenant Governor,,Dan Patrick,REP,841
FRIO,Lieutenant Governor,,OTHER,OTH,28
GAINES,Lieutenant Governor,,Leticia Van de Putte,DEM,254
GAINES,Lieutenant Governor,,Dan Patrick,REP,2161
GAINES,Lieutenant Governor,,OTHER,OTH,73
GALVESTON,Lieutenant Governor,,Leticia Van de Putte,DEM,22577
GALVESTON,Lieutenant Governor,,Dan Patrick,REP,39864
GALVESTON,Lieutenant Governor,,OTHER,OTH,2186
GARZA,Lieutenant Governor,,Leticia Van de Putte,DEM,86
GARZA,Lieutenant Governor,,Dan Patrick,REP,729
GARZA,Lieutenant Governor,,OTHER,OTH,16
GILLESPIE,Lieutenant Governor,,Leticia Van de Putte,DEM,1455
GILLESPIE,Lieutenant Governor,,Dan Patrick,REP,7078
GILLESPIE,Lieutenant Governor,,OTHER,OTH,273
GLASSCOCK,Lieutenant Governor,,Leticia Van de Putte,DEM,18
GLASSCOCK,Lieutenant Governor,,Dan Patrick,REP,367
GLASSCOCK,Lieutenant Governor,,OTHER,OTH,7
GOLIAD,Lieutenant Governor,,Leticia Van de Putte,DEM,865
GOLIAD,Lieutenant Governor,,Dan Patrick,REP,1791
GOLIAD,Lieutenant Governor,,OTHER,OTH,60
GONZALES,Lieutenant Governor,,Leticia Van de Putte,DEM,883
GONZALES,Lieutenant Governor,,Dan Patrick,REP,2698
GONZALES,Lieutenant Governor,,OTHER,OTH,87
GRAY,Lieutenant Governor,,Leticia Van de Putte,DEM,248
GRAY,Lieutenant Governor,,Dan Patrick,REP,3375
GRAY,Lieutenant Governor,,OTHER,OTH,88
GRAYSON,Lieutenant Governor,,Leticia Van de Putte,DEM,4922
GRAYSON,Lieutenant Governor,,Dan Patrick,REP,17832
GRAYSON,Lieutenant Governor,,OTHER,OTH,667
GREGG,Lieutenant Governor,,Leticia Van de Putte,DEM,5824
GREGG,Lieutenant Governor,,Dan Patrick,REP,16786
GREGG,Lieutenant Governor,,OTHER,OTH,519
GRIMES,Lieutenant Governor,,Leticia Van de Putte,DEM,1110
GRIMES,Lieutenant Governor,,Dan Patrick,REP,3670
GRIMES,Lieutenant Governor,,OTHER,OTH,163
GUADALUPE,Lieutenant Governor,,Leticia Van de Putte,DEM,8955
GUADALUPE,Lieutenant Governor,,Dan Patrick,REP,20776
GUADALUPE,Lieutenant Governor,,OTHER,OTH,767
HALE,Lieutenant Governor,,Leticia Van de Putte,DEM,593
HALE,Lieutenant Governor,,Dan Patrick,REP,3643
HALE,Lieutenant Governor,,OTHER,OTH,76
HALL,Lieutenant Governor,,Leticia Van de Putte,DEM,68
HALL,Lieutenant Governor,,Dan Patrick,REP,493
HALL,Lieutenant Governor,,OTHER,OTH,7
HAMILTON,Lieutenant Governor,,Leticia Van de Putte,DEM,435
HAMILTON,Lieutenant Governor,,Dan Patrick,REP,1890
HAMILTON,Lieutenant Governor,,OTHER,OTH,66
HANSFORD,Lieutenant Governor,,Leticia Van de Putte,DEM,55
HANSFORD,Lieutenant Governor,,Dan Patrick,REP,1124
HANSFORD,Lieutenant Governor,,OTHER,OTH,21
HARDEMAN,Lieutenant Governor,,Leticia Van de Putte,DEM,121
HARDEMAN,Lieutenant Governor,,Dan Patrick,REP,514
HARDEMAN,Lieutenant Governor,,OTHER,OTH,24
HARDIN,Lieutenant Governor,,Leticia Van de Putte,DEM,1456
HARDIN,Lieutenant Governor,,Dan Patrick,REP,9735
HARDIN,Lieutenant Governor,,OTHER,OTH,274
HARRIS,Lieutenant Governor,,Leticia Van de Putte,DEM,317241
HARRIS,Lieutenant Governor,,Dan Patrick,REP,340808
HARRIS,Lieutenant Governor,,OTHER,OTH,19147
HARRISON,Lieutenant Governor,,Leticia Van de Putte,DEM,3929
HARRISON,Lieutenant Governor,,Dan Patrick,REP,10269
HARRISON,Lieutenant Governor,,OTHER,OTH,340
HARTLEY,Lieutenant Governor,,Leticia Van de Putte,DEM,75
HARTLEY,Lieutenant Governor,,Dan Patrick,REP,1004
HARTLEY,Lieutenant Governor,,OTHER,OTH,25
HASKELL,Lieutenant Governor,,Leticia Van de Putte,DEM,223
HASKELL,Lieutenant Governor,,Dan Patrick,REP,787
HASKELL,Lieutenant Governor,,OTHER,OTH,28
HAYS,Lieutenant Governor,,Leticia Van de Putte,DEM,16713
HAYS,Lieutenant Governor,,Dan Patrick,REP,20456
HAYS,Lieutenant Governor,,OTHER,OTH,1902
HEMPHILL,Lieutenant Governor,,Leticia Van de Putte,DEM,88
HEMPHILL,Lieutenant Governor,,Dan Patrick,REP,708
HEMPHILL,Lieutenant Governor,,OTHER,OTH,24
HENDERSON,Lieutenant Governor,,Leticia Van de Putte,DEM,3456
HENDERSON,Lieutenant Governor,,Dan Patrick,REP,13097
HENDERSON,Lieutenant Governor,,OTHER,OTH,491
HIDALGO,Lieutenant Governor,,Leticia Van de Putte,DEM,53040
HIDALGO,Lieutenant Governor,,Dan Patrick,REP,23376
HIDALGO,Lieutenant Governor,,OTHER,OTH,2080
HILL,Lieutenant Governor,,Leticia Van de Putte,DEM,1763
HILL,Lieutenant Governor,,Dan Patrick,REP,6880
HILL,Lieutenant Governor,,OTHER,OTH,227
HOCKLEY,Lieutenant Governor,,Leticia Van de Putte,DEM,450
HOCKLEY,Lieutenant Governor,,Dan Patrick,REP,3137
HOCKLEY,Lieutenant Governor,,OTHER,OTH,84
HOOD,Lieutenant Governor,,Leticia Van de Putte,DEM,2451
HOOD,Lieutenant Governor,,Dan Patrick,REP,10700
HOOD,Lieutenant Governor,,OTHER,OTH,441
HOPKINS,Lieutenant Governor,,Leticia Van de Putte,DEM,1602
HOPKINS,Lieutenant Governor,,Dan Patrick,REP,5720
HOPKINS,Lieutenant Governor,,OTHER,OTH,204
HOUSTON,Lieutenant Governor,,Leticia Van de Putte,DEM,867
HOUSTON,Lieutenant Governor,,Dan Patrick,REP,3657
HOUSTON,Lieutenant Governor,,OTHER,OTH,93
HOWARD,Lieutenant Governor,,Leticia Van de Putte,DEM,691
HOWARD,Lieutenant Governor,,Dan Patrick,REP,3422
HOWARD,Lieutenant Governor,,OTHER,OTH,130
HUDSPETH,Lieutenant Governor,,Leticia Van de Putte,DEM,142
HUDSPETH,Lieutenant Governor,,Dan Patrick,REP,245
HUDSPETH,Lieutenant Governor,,OTHER,OTH,25
HUNT,Lieutenant Governor,,Leticia Van de Putte,DEM,3384
HUNT,Lieutenant Governor,,Dan Patrick,REP,12325
HUNT,Lieutenant Governor,,OTHER,OTH,541
HUTCHINSON,Lieutenant Governor,,Leticia Van de Putte,DEM,409
HUTCHINSON,Lieutenant Governor,,Dan Patrick,REP,3966
HUTCHINSON,Lieutenant Governor,,OTHER,OTH,110
IRION,Lieutenant Governor,,Leticia Van de Putte,DEM,45
IRION,Lieutenant Governor,,Dan Patrick,REP,371
IRION,Lieutenant Governor,,OTHER,OTH,15
JACK,Lieutenant Governor,,Leticia Van de Putte,DEM,218
JACK,Lieutenant Governor,,Dan Patrick,REP,1447
JACK,Lieutenant Governor,,OTHER,OTH,46
JACKSON,Lieutenant Governor,,Leticia Van de Putte,DEM,497
JACKSON,Lieutenant Governor,,Dan Patrick,REP,2356
JACKSON,Lieutenant Governor,,OTHER,OTH,61
JASPER,Lieutenant Governor,,Leticia Van de Putte,DEM,1406
JASPER,Lieutenant Governor,,Dan Patrick,REP,5502
JASPER,Lieutenant Governor,,OTHER,OTH,141
JEFF DAVIS,Lieutenant Governor,,Leticia Van de Putte,DEM,375
JEFF DAVIS,Lieutenant Governor,,Dan Patrick,REP,560
JEFF DAVIS,Lieutenant Governor,,OTHER,OTH,54
JEFFERSON,Lieutenant Governor,,Leticia Van de Putte,DEM,25405
JEFFERSON,Lieutenant Governor,,Dan Patrick,REP,26122
JEFFERSON,Lieutenant Governor,,OTHER,OTH,930
JIM HOGG,Lieutenant Governor,,Leticia Van de Putte,DEM,557
JIM HOGG,Lieutenant Governor,,Dan Patrick,REP,149
JIM HOGG,Lieutenant Governor,,OTHER,OTH,8
JIM WELLS,Lieutenant Governor,,Leticia Van de Putte,DEM,3084
JIM WELLS,Lieutenant Governor,,Dan Patrick,REP,2398
JIM WELLS,Lieutenant Governor,,OTHER,OTH,124
JOHNSON,Lieutenant Governor,,Leticia Van de Putte,DEM,5462
JOHNSON,Lieutenant Governor,,Dan Patrick,REP,22658
JOHNSON,Lieutenant Governor,,OTHER,OTH,1010
JONES,Lieutenant Governor,,Leticia Van de Putte,DEM,556
JONES,Lieutenant Governor,,Dan Patrick,REP,2651
JONES,Lieutenant Governor,,OTHER,OTH,97
KARNES,Lieutenant Governor,,Leticia Van de Putte,DEM,748
KARNES,Lieutenant Governor,,Dan Patrick,REP,1679
KARNES,Lieutenant Governor,,OTHER,OTH,61
KAUFMAN,Lieutenant Governor,,Leticia Van de Putte,DEM,5162
KAUFMAN,Lieutenant Governor,,Dan Patrick,REP,14547
KAUFMAN,Lieutenant Governor,,OTHER,OTH,580
KENDALL,Lieutenant Governor,,Leticia Van de Putte,DEM,2132
KENDALL,Lieutenant Governor,,Dan Patrick,REP,9396
KENDALL,Lieutenant Governor,,OTHER,OTH,304
KENEDY,Lieutenant Governor,,Leticia Van de Putte,DEM,61
KENEDY,Lieutenant Governor,,Dan Patrick,REP,53
KENEDY,Lieutenant Governor,,OTHER,OTH,4
KENT,Lieutenant Governor,,Leticia Van de Putte,DEM,45
KENT,Lieutenant Governor,,Dan Patrick,REP,243
KENT,Lieutenant Governor,,OTHER,OTH,9
KERR,Lieutenant Governor,,Leticia Van de Putte,DEM,2976
KERR,Lieutenant Governor,,Dan Patrick,REP,11437
KERR,Lieutenant Governor,,OTHER,OTH,461
KIMBLE,Lieutenant Governor,,Leticia Van de Putte,DEM,121
KIMBLE,Lieutenant Governor,,Dan Patrick,REP,1072
KIMBLE,Lieutenant Governor,,OTHER,OTH,22
KING,Lieutenant Governor,,Leticia Van de Putte,DEM,1
KING,Lieutenant Governor,,Dan Patrick,REP,84
KING,Lieutenant Governor,,OTHER,OTH,4
KINNEY,Lieutenant Governor,,Leticia Van de Putte,DEM,371
KINNEY,Lieutenant Governor,,Dan Patrick,REP,708
KINNEY,Lieutenant Governor,,OTHER,OTH,40
KLEBERG,Lieutenant Governor,,Leticia Van de Putte,DEM,2948
KLEBERG,Lieutenant Governor,,Dan Patrick,REP,2562
KLEBERG,Lieutenant Governor,,OTHER,OTH,148
KNOX,Lieutenant Governor,,Leticia Van de Putte,DEM,155
KNOX,Lieutenant Governor,,Dan Patrick,REP,687
KNOX,Lieutenant Governor,,OTHER,OTH,26
LAMAR,Lieutenant Governor,,Leticia Van de Putte,DEM,2588
LAMAR,Lieutenant Governor,,Dan Patrick,REP,7847
LAMAR,Lieutenant Governor,,OTHER,OTH,319
LAMB,Lieutenant Governor,,Leticia Van de Putte,DEM,272
LAMB,Lieutenant Governor,,Dan Patrick,REP,1780
LAMB,Lieutenant Governor,,OTHER,OTH,42
LAMPASAS,Lieutenant Governor,,Leticia Van de Putte,DEM,755
LAMPASAS,Lieutenant Governor,,Dan Patrick,REP,3698
LAMPASAS,Lieutenant Governor,,OTHER,OTH,150
LA SALLE,Lieutenant Governor,,Leticia Van de Putte,DEM,448
LA SALLE,Lieutenant Governor,,Dan Patrick,REP,396
LA SALLE,Lieutenant Governor,,OTHER,OTH,13
LAVACA,Lieutenant Governor,,Leticia Van de Putte,DEM,791
LAVACA,Lieutenant Governor,,Dan Patrick,REP,4109
LAVACA,Lieutenant Governor,,OTHER,OTH,85
LEE,Lieutenant Governor,,Leticia Van de Putte,DEM,877
LEE,Lieutenant Governor,,Dan Patrick,REP,3166
LEE,Lieutenant Governor,,OTHER,OTH,171
LEON,Lieutenant Governor,,Leticia Van de Putte,DEM,488
LEON,Lieutenant Governor,,Dan Patrick,REP,3675
LEON,Lieutenant Governor,,OTHER,OTH,70
LIBERTY,Lieutenant Governor,,Leticia Van de Putte,DEM,2523
LIBERTY,Lieutenant Governor,,Dan Patrick,REP,9554
LIBERTY,Lieutenant Governor,,OTHER,OTH,361
LIMESTONE,Lieutenant Governor,,Leticia Van de Putte,DEM,943
LIMESTONE,Lieutenant Governor,,Dan Patrick,REP,3255
LIMESTONE,Lieutenant Governor,,OTHER,OTH,92
LIPSCOMB,Lieutenant Governor,,Leticia Van de Putte,DEM,83
LIPSCOMB,Lieutenant Governor,,Dan Patrick,REP,749
LIPSCOMB,Lieutenant Governor,,OTHER,OTH,16
LIVE OAK,Lieutenant Governor,,Leticia Van de Putte,DEM,433
