county,office,district,candidate,party,votes
LIBERTY,Commissioner of the General Land Office,,George P. Bush,REP,9485
LIBERTY,Commissioner of the General Land Office,,OTHER,OTH,432
LIMESTONE,Commissioner of the General Land Office,,John Cook,DEM,1017
LIMESTONE,Commissioner of the General Land Office,,George P. Bush,REP,3144
LIMESTONE,Commissioner of the General Land Office,,OTHER,OTH,108
LIPSCOMB,Commissioner of the General Land Office,,John Cook,DEM,84
LIPSCOMB,Commissioner of the General Land Office,,George P. Bush,REP,733
LIPSCOMB,Commissioner of the General Land Office,,OTHER,OTH,25
LIVE OAK,Commissioner of the General Land Office,,John Cook,DEM,362
LIVE OAK,Commissioner of the General Land Office,,George P. Bush,REP,1986
LIVE OAK,Commissioner of the General Land Office,,OTHER,OTH,82
LLANO,Commissioner of the General Land Office,,John Cook,DEM,1124
LLANO,Commissioner of the General Land Office,,George P. Bush,REP,5599
LLANO,Commissioner of the General Land Office,,OTHER,OTH,281
LOVING,Commissioner of the General Land Office,,John Cook,DEM,7
LOVING,Commissioner of the General Land Office,,George P. Bush,REP,30
LOVING,Commissioner of the General Land Office,,OTHER,OTH,3
LUBBOCK,Commissioner of the General Land Office,,John Cook,DEM,9516
LUBBOCK,Commissioner of the General Land Office,,George P. Bush,REP,35412
LUBBOCK,Commissioner of the General Land Office,,OTHER,OTH,1886
LYNN,Commissioner of the General Land Office,,John Cook,DEM,198
LYNN,Commissioner of the General Land Office,,George P. Bush,REP,952
LYNN,Commissioner of the General Land Office,,OTHER,OTH,36
MADISON,Commissioner of the General Land Office,,John Cook,DEM,459
MADISON,Commissioner of the General Land Office,,George P. Bush,REP,1880
MADISON,Commissioner of the General Land Office,,OTHER,OTH,72
MARION,Commissioner of the General Land Office,,John Cook,DEM,695
MARION,Commissioner of the General Land Office,,George P. Bush,REP,1465
MARION,Commissioner of the General Land Office,,OTHER,OTH,60
MARTIN,Commissioner of the General Land Office,,John Cook,DEM,135
MARTIN,Commissioner of the General Land Office,,George P. Bush,REP,960
MARTIN,Commissioner of the General Land Office,,OTHER,OTH,39
MASON,Commissioner of the General Land Office,,John Cook,DEM,211
MASON,Commissioner of the General Land Office,,George P. Bush,REP,1084
MASON,Commissioner of the General Land Office,,OTHER,OTH,61
MATAGORDA,Commissioner of the General Land Office,,John Cook,DEM,1903
MATAGORDA,Commissioner of the General Land Office,,George P. Bush,REP,4734
MATAGORDA,Commissioner of the General Land Office,,OTHER,OTH,250
MAVERICK,Commissioner of the General Land Office,,John Cook,DEM,3392
MAVERICK,Commissioner of the General Land Office,,George P. Bush,REP,1483
MAVERICK,Commissioner of the General Land Office,,OTHER,OTH,302
MCCULLOCH,Commissioner of the General Land Office,,John Cook,DEM,240
MCCULLOCH,Commissioner of the General Land Office,,George P. Bush,REP,1417
MCCULLOCH,Commissioner of the General Land Office,,OTHER,OTH,76
MCLENNAN,Commissioner of the General Land Office,,John Cook,DEM,12330
MCLENNAN,Commissioner of the General Land Office,,George P. Bush,REP,29934
MCLENNAN,Commissioner of the General Land Office,,OTHER,OTH,1490
MCMULLEN,Commissioner of the General Land Office,,John Cook,DEM,21
MCMULLEN,Commissioner of the General Land Office,,George P. Bush,REP,219
MCMULLEN,Commissioner of the General Land Office,,OTHER,OTH,11
MEDINA,Commissioner of the General Land Office,,John Cook,DEM,2151
MEDINA,Commissioner of the General Land Office,,George P. Bush,REP,7266
MEDINA,Commissioner of the General Land Office,,OTHER,OTH,363
MENARD,Commissioner of the General Land Office,,John Cook,DEM,53
MENARD,Commissioner of the General Land Office,,George P. Bush,REP,407
MENARD,Commissioner of the General Land Office,,OTHER,OTH,13
MIDLAND,Commissioner of the General Land Office,,John Cook,DEM,2763
MIDLAND,Commissioner of the General Land Office,,George P. Bush,REP,19709
MIDLAND,Commissioner of the General Land Office,,OTHER,OTH,941
MILAM,Commissioner of the General Land Office,,John Cook,DEM,1278
MILAM,Commissioner of the General Land Office,,George P. Bush,REP,3437
MILAM,Commissioner of the General Land Office,,OTHER,OTH,178
MILLS,Commissioner of the General Land Office,,John Cook,DEM,144
MILLS,Commissioner of the General Land Office,,George P. Bush,REP,1135
MILLS,Commissioner of the General Land Office,,OTHER,OTH,48
MITCHELL,Commissioner of the General Land Office,,John Cook,DEM,210
MITCHELL,Commissioner of the General Land Office,,George P. Bush,REP,928
MITCHELL,Commissioner of the General Land Office,,OTHER,OTH,44
MONTAGUE,Commissioner of the General Land Office,,John Cook,DEM,800
MONTAGUE,Commissioner of the General Land Office,,George P. Bush,REP,5629
MONTAGUE,Commissioner of the General Land Office,,OTHER,OTH,263
MONTGOMERY,Commissioner of the General Land Office,,John Cook,DEM,15809
MONTGOMERY,Commissioner of the General Land Office,,George P. Bush,REP,84658
MONTGOMERY,Commissioner of the General Land Office,,OTHER,OTH,3606
MOORE,Commissioner of the General Land Office,,John Cook,DEM,279
MOORE,Commissioner of the General Land Office,,George P. Bush,REP,2397
MOORE,Commissioner of the General Land Office,,OTHER,OTH,88
MORRIS,Commissioner of the General Land Office,,John Cook,DEM,1024
MORRIS,Commissioner of the General Land Office,,George P. Bush,REP,1917
MORRIS,Commissioner of the General Land Office,,OTHER,OTH,94
MOTLEY,Commissioner of the General Land Office,,John Cook,DEM,17
MOTLEY,Commissioner of the General Land Office,,George P. Bush,REP,327
MOTLEY,Commissioner of the General Land Office,,OTHER,OTH,12
NACOGDOCHES,Commissioner of the General Land Office,,John Cook,DEM,2718
NACOGDOCHES,Commissioner of the General Land Office,,George P. Bush,REP,8735
NACOGDOCHES,Commissioner of the General Land Office,,OTHER,OTH,407
NAVARRO,Commissioner of the General Land Office,,John Cook,DEM,2155
NAVARRO,Commissioner of the General Land Office,,George P. Bush,REP,7045
NAVARRO,Commissioner of the General Land Office,,OTHER,OTH,265
NEWTON,Commissioner of the General Land Office,,John Cook,DEM,763
NEWTON,Commissioner of the General Land Office,,George P. Bush,REP,1987
NEWTON,Commissioner of the General Land Office,,OTHER,OTH,91
NOLAN,Commissioner of the General Land Office,,John Cook,DEM,481
NOLAN,Commissioner of the General Land Office,,George P. Bush,REP,2015
NOLAN,Commissioner of the General Land Office,,OTHER,OTH,104
NUECES,Commissioner of the General Land Office,,John Cook,DEM,22199
NUECES,Commissioner of the General Land Office,,George P. Bush,REP,31565
NUECES,Commissioner of the General Land Office,,OTHER,OTH,2431
OCHILTREE,Commissioner of the General Land Office,,John Cook,DEM,64
OCHILTREE,Commissioner of the General Land Office,,George P. Bush,REP,1455
OCHILTREE,Commissioner of the General Land Office,,OTHER,OTH,47
OLDHAM,Commissioner of the General Land Office,,John Cook,DEM,39
OLDHAM,Commissioner of the General Land Office,,George P. Bush,REP,499
OLDHAM,Commissioner of the General Land Office,,OTHER,OTH,15
ORANGE,Commissioner of the General Land Office,,John Cook,DEM,3656
ORANGE,Commissioner of the General Land Office,,George P. Bush,REP,12844
ORANGE,Commissioner of the General Land Office,,OTHER,OTH,512
PALO PINTO,Commissioner of the General Land Office,,John Cook,DEM,993
PALO PINTO,Commissioner of the General Land Office,,George P. Bush,REP,4463
PALO PINTO,Commissioner of the General Land Office,,OTHER,OTH,170
PANOLA,Commissioner of the General Land Office,,John Cook,DEM,1081
PANOLA,Commissioner of the General Land Office,,George P. Bush,REP,4514
PANOLA,Commissioner of the General Land Office,,OTHER,OTH,123
PARKER,Commissioner of the General Land Office,,John Cook,DEM,4521
PARKER,Commissioner of the General Land Office,,George P. Bush,REP,25902
PARKER,Commissioner of the General Land Office,,OTHER,OTH,1242
PARMER,Commissioner of the General Land Office,,John Cook,DEM,148
PARMER,Commissioner of the General Land Office,,George P. Bush,REP,1207
PARMER,Commissioner of the General Land Office,,OTHER,OTH,30
PECOS,Commissioner of the General Land Office,,John Cook,DEM,924
PECOS,Commissioner of the General Land Office,,George P. Bush,REP,1883
PECOS,Commissioner of the General Land Office,,OTHER,OTH,115
POLK,Commissioner of the General Land Office,,John Cook,DEM,2041
POLK,Commissioner of the General Land Office,,George P. Bush,REP,7904
POLK,Commissioner of the General Land Office,,OTHER,OTH,393
POTTER,Commissioner of the General Land Office,,John Cook,DEM,2688
POTTER,Commissioner of the General Land Office,,George P. Bush,REP,10365
POTTER,Commissioner of the General Land Office,,OTHER,OTH,638
PRESIDIO,Commissioner of the General Land Office,,John Cook,DEM,578
PRESIDIO,Commissioner of the General Land Office,,George P. Bush,REP,306
PRESIDIO,Commissioner of the General Land Office,,OTHER,OTH,50
RAINS,Commissioner of the General Land Office,,John Cook,DEM,387
RAINS,Commissioner of the General Land Office,,George P. Bush,REP,1967
RAINS,Commissioner of the General Land Office,,OTHER,OTH,75
RANDALL,Commissioner of the General Land Office,,John Cook,DEM,3234
RANDALL,Commissioner of the General Land Office,,George P. Bush,REP,23712
RANDALL,Commissioner of the General Land Office,,OTHER,OTH,1070
REAGAN,Commissioner of the General Land Office,,John Cook,DEM,64
REAGAN,Commissioner of the General Land Office,,George P. Bush,REP,411
REAGAN,Commissioner of the General Land Office,,OTHER,OTH,14
REAL,Commissioner of the General Land Office,,John Cook,DEM,137
REAL,Commissioner of the General Land Office,,George P. Bush,REP,855
REAL,Commissioner of the General Land Office,,OTHER,OTH,39
RED RIVER,Commissioner of the General Land Office,,John Cook,DEM,667
RED RIVER,Commissioner of the General Land Office,,George P. Bush,REP,1935
RED RIVER,Commissioner of the General Land Office,,OTHER,OTH,75
REEVES,Commissioner of the General Land Office,,John Cook,DEM,554
REEVES,Commissioner of the General Land Office,,George P. Bush,REP,497
REEVES,Commissioner of the General Land Office,,OTHER,OTH,33
REFUGIO,Commissioner of the General Land Office,,John Cook,DEM,702
REFUGIO,Commissioner of the General Land Office,,George P. Bush,REP,1242
REFUGIO,Commissioner of the General Land Office,,OTHER,OTH,58
ROBERTS,Commissioner of the General Land Office,,John Cook,DEM,18
ROBERTS,Commissioner of the General Land Office,,George P. Bush,REP,311
ROBERTS,Commissioner of the General Land Office,,OTHER,OTH,7
ROBERTSON,Commissioner of the General Land Office,,John Cook,DEM,1793
ROBERTSON,Commissioner of the General Land Office,,George P. Bush,REP,3006
ROBERTSON,Commissioner of the General Land Office,,OTHER,OTH,149
ROCKWALL,Commissioner of the General Land Office,,John Cook,DEM,3835
ROCKWALL,Commissioner of the General Land Office,,George P. Bush,REP,16381
ROCKWALL,Commissioner of the General Land Office,,OTHER,OTH,677
RUNNELS,Commissioner of the General Land Office,,John Cook,DEM,241
RUNNELS,Commissioner of the General Land Office,,George P. Bush,REP,1986
RUNNELS,Commissioner of the General Land Office,,OTHER,OTH,69
RUSK,Commissioner of the General Land Office,,John Cook,DEM,1853
RUSK,Commissioner of the General Land Office,,George P. Bush,REP,8306
RUSK,Commissioner of the General Land Office,,OTHER,OTH,257
SABINE,Commissioner of the General Land Office,,John Cook,DEM,407
SABINE,Commissioner of the General Land Office,,George P. Bush,REP,2227
SABINE,Commissioner of the General Land Office,,OTHER,OTH,74
SAN AUGUSTINE,Commissioner of the General Land Office,,John Cook,DEM,823
SAN AUGUSTINE,Commissioner of the General Land Office,,George P. Bush,REP,1704
SAN AUGUSTINE,Commissioner of the General Land Office,,OTHER,OTH,75
SAN JACINTO,Commissioner of the General Land Office,,John Cook,DEM,1501
SAN JACINTO,Commissioner of the General Land Office,,George P. Bush,REP,4547
SAN JACINTO,Commissioner of the General Land Office,,OTHER,OTH,224
SAN PATRICIO,Commissioner of the General Land Office,,John Cook,DEM,3730
SAN PATRICIO,Commissioner of the General Land Office,,George P. Bush,REP,7220
SAN PATRICIO,Commissioner of the General Land Office,,OTHER,OTH,432
SAN SABA,Commissioner of the General Land Office,,John Cook,DEM,146
SAN SABA,Commissioner of the General Land Office,,George P. Bush,REP,1227
SAN SABA,Commissioner of the General Land Office,,OTHER,OTH,43
SCHLEICHER,Commissioner of the General Land Office,,John Cook,DEM,212
SCHLEICHER,Commissioner of the General Land Office,,George P. Bush,REP,599
SCHLEICHER,Commissioner of the General Land Office,,OTHER,OTH,21
SCURRY,Commissioner of the General Land Office,,John Cook,DEM,322
SCURRY,Commissioner of the General Land Office,,George P. Bush,REP,2440
SCURRY,Commissioner of the General Land Office,,OTHER,OTH,77
SHACKELFORD,Commissioner of the General Land Office,,John Cook,DEM,50
SHACKELFORD,Commissioner of the General Land Office,,George P. Bush,REP,744
SHACKELFORD,Commissioner of the General Land Office,,OTHER,OTH,13
SHELBY,Commissioner of the General Land Office,,John Cook,DEM,1160
SHELBY,Commissioner of the General Land Office,,George P. Bush,REP,4105
SHELBY,Commissioner of the General Land Office,,OTHER,OTH,119
SHERMAN,Commissioner of the General Land Office,,John Cook,DEM,39
SHERMAN,Commissioner of the General Land Office,,George P. Bush,REP,516
SHERMAN,Commissioner of the General Land Office,,OTHER,OTH,22
SMITH,Commissioner of the General Land Office,,John Cook,DEM,10490
SMITH,Commissioner of the General Land Office,,George P. Bush,REP,36349
SMITH,Commissioner of the General Land Office,,OTHER,OTH,1504
SOMERVELL,Commissioner of the General Land Office,,John Cook,DEM,315
SOMERVELL,Commissioner of the General Land Office,,George P. Bush,REP,1820
SOMERVELL,Commissioner of the General Land Office,,OTHER,OTH,75
STARR,Commissioner of the General Land Office,,John Cook,DEM,3761
STARR,Commissioner of the General Land Office,,George P. Bush,REP,1077
STARR,Commissioner of the General Land Office,,OTHER,OTH,128
STEPHENS,Commissioner of the General Land Office,,John Cook,DEM,203
STEPHENS,Commissioner of the General Land Office,,George P. Bush,REP,1669
STEPHENS,Commissioner of the General Land Office,,OTHER,OTH,39
STERLING,Commissioner of the General Land Office,,John Cook,DEM,34
STERLING,Commissioner of the General Land Office,,George P. Bush,REP,420
STERLING,Commissioner of the General Land Office,,OTHER,OTH,5
STONEWALL,Commissioner of the General Land Office,,John Cook,DEM,98
STONEWALL,Commissioner of the General Land Office,,George P. Bush,REP,260
STONEWALL,Commissioner of the General Land Office,,OTHER,OTH,12
SUTTON,Commissioner of the General Land Office,,John Cook,DEM,99
SUTTON,Commissioner of the General Land Office,,George P. Bush,REP,618
SUTTON,Commissioner of the General Land Office,,OTHER,OTH,20
SWISHER,Commissioner of the General Land Office,,John Cook,DEM,357
SWISHER,Commissioner of the General Land Office,,George P. Bush,REP,971
SWISHER,Commissioner of the General Land Office,,OTHER,OTH,60
TARRANT,Commissioner of the General Land Office,,John Cook,DEM,134567
TARRANT,Commissioner of the General Land Office,,George P. Bush,REP,219702
TARRANT,Commissioner of the General Land Office,,OTHER,OTH,14472
TAYLOR,Commissioner of the General Land Office,,John Cook,DEM,3608
TAYLOR,Commissioner of the General Land Office,,George P. Bush,REP,18762
TAYLOR,Commissioner of the General Land Office,,OTHER,OTH,900
TERRELL,Commissioner of the General Land Office,,John Cook,DEM,138
TERRELL,Commissioner of the General Land Office,,George P. Bush,REP,213
TERRELL,Commissioner of the General Land Office,,OTHER,OTH,31
TERRY,Commissioner of the General Land Office,,John Cook,DEM,377
TERRY,Commissioner of the General Land Office,,George P. Bush,REP,1785
TERRY,Commissioner of the General Land Office,,OTHER,OTH,69
THROCKMORTON,Commissioner of the General Land Office,,John Cook,DEM,74
THROCKMORTON,Commissioner of the General Land Office,,George P. Bush,REP,438
THROCKMORTON,Commissioner of the General Land Office,,OTHER,OTH,14
TITUS,Commissioner of the General Land Office,,John Cook,DEM,1300
TITUS,Commissioner of the General Land Office,,George P. Bush,REP,3610
TITUS,Commissioner of the General Land Office,,OTHER,OTH,148
TOM GREEN,Commissioner of the General Land Office,,John Cook,DEM,3196
TOM GREEN,Commissioner of the General Land Office,,George P. Bush,REP,14469
TOM GREEN,Commissioner of the General Land Office,,OTHER,OTH,729
TRAVIS,Commissioner of the General Land Office,,John Cook,DEM,148961
TRAVIS,Commissioner of the General Land Office,,George P. Bush,REP,94797
TRAVIS,Commissioner of the General Land Office,,OTHER,OTH,18756
TRINITY,Commissioner of the General Land Office,,John Cook,DEM,936
TRINITY,Commissioner of the General Land Office,,George P. Bush,REP,2786
TRINITY,Commissioner of the General Land Office,,OTHER,OTH,112
TYLER,Commissioner of the General Land Office,,John Cook,DEM,935
TYLER,Commissioner of the General Land Office,,George P. Bush,REP,3518
TYLER,Commissioner of the General Land Office,,OTHER,OTH,175
UPSHUR,Commissioner of the General Land Office,,John Cook,DEM,1437
UPSHUR,Commissioner of the General Land Office,,George P. Bush,REP,6909
UPSHUR,Commissioner of the General Land Office,,OTHER,OTH,355
UPTON,Commissioner of the General Land Office,,John Cook,DEM,99
UPTON,Commissioner of the General Land Office,,George P. Bush,REP,518
UPTON,Commissioner of the General Land Office,,OTHER,OTH,29
UVALDE,Commissioner of the General Land Office,,John Cook,DEM,1923
UVALDE,Commissioner of the General Land Office,,George P. Bush,REP,2956
UVALDE,Commissioner of the General Land Office,,OTHER,OTH,176
VAL VERDE,Commissioner of the General Land Office,,John Cook,DEM,3290
VAL VERDE,Commissioner of the General Land Office,,George P. Bush,REP,3403
VAL VERDE,Commissioner of the General Land Office,,OTHER,OTH,298
VAN ZANDT,Commissioner of the General Land Office,,John Cook,DEM,1671
VAN ZANDT,Commissioner of the General Land Office,,George P. Bush,REP,9702
VAN ZANDT,Commissioner of the General Land Office,,OTHER,OTH,394
VICTORIA,Commissioner of the General Land Office,,John Cook,DEM,3916
VICTORIA,Commissioner of the General Land Office,,George P. Bush,REP,12656
VICTORIA,Commissioner of the General Land Office,,OTHER,OTH,483
WALKER,Commissioner of the General Land Office,,John Cook,DEM,2975
WALKER,Commissioner of the General Land Office,,George P. Bush,REP,7785
WALKER,Commissioner of the General Land Office,,OTHER,OTH,476
WALLER,Commissioner of the General Land Office,,John Cook,DEM,2519
WALLER,Commissioner of the General Land Office,,George P. Bush,REP,6372
WALLER,Commissioner of the General Land Office,,OTHER,OTH,244
WARD,Commissioner of the General Land Office,,John Cook,DEM,462
WARD,Commissioner of the General Land Office,,George P. Bush,REP,1406
WARD,Commissioner of the General Land Office,,OTHER,OTH,78
WASHINGTON,Commissioner of the General Land Office,,John Cook,DEM,1721
WASHINGTON,Commissioner of the General Land Office,,George P. Bush,REP,6901
WASHINGTON,Commissioner of the General Land Office,,OTHER,OTH,280
WEBB,Commissioner of the General Land Office,,John Cook,DEM,15741
WEBB,Commissioner of the General Land Office,,George P. Bush,REP,8269
WEBB,Commissioner of the General Land Office,,OTHER,OTH,1825
WHARTON,Commissioner of the General Land Office,,John Cook,DEM,1930
WHARTON,Commissioner of the General Land Office,,George P. Bush,REP,6232
WHARTON,Commissioner of the General Land Office,,OTHER,OTH,177
WHEELER,Commissioner of the General Land Office,,John Cook,DEM,121
WHEELER,Commissioner of the General Land Office,,George P. Bush,REP,1138
WHEELER,Commissioner of the General Land Office,,OTHER,OTH,37
WICHITA,Commissioner of the General Land Office,,John Cook,DEM,4487
WICHITA,Commissioner of the General Land Office,,George P. Bush,REP,15840
WICHITA,Commissioner of the General Land Office,,OTHER,OTH,739
WILBARGER,Commissioner of the General Land Office,,John Cook,DEM,532
WILBARGER,Commissioner of the General Land Office,,George P. Bush,REP,2083
WILBARGER,Commissioner of the General Land Office,,OTHER,OTH,85
WILLACY,Commissioner of the General Land Office,,John Cook,DEM,1148
WILLACY,Commissioner of the General Land Office,,George P. Bush,REP,856
WILLACY,Commissioner of the General Land Office,,OTHER,OTH,94
WILLIAMSON,Commissioner of the General Land Office,,John Cook,DEM,34660
WILLIAMSON,Commissioner of the General Land Office,,George P. Bush,REP,61601
WILLIAMSON,Commissioner of the General Land Office,,OTHER,OTH,6256
WILSON,Commissioner of the General Land Office,,John Cook,DEM,2357
WILSON,Commissioner of the General Land Office,,George P. Bush,REP,7510
WILSON,Commissioner of the General Land Office,,OTHER,OTH,410
WINKLER,Commissioner of the General Land Office,,John Cook,DEM,154
WINKLER,Commissioner of the General Land Office,,George P. Bush,REP,763
WINKLER,Commissioner of the General Land Office,,OTHER,OTH,39
WISE,Commissioner of the General Land Office,,John Cook,DEM,1813
WISE,Commissioner of the General Land Office,,George P. Bush,REP,10242
WISE,Commissioner of the General Land Office,,OTHER,OTH,516
WOOD,Commissioner of the General Land Office,,John Cook,DEM,1370
WOOD,Commissioner of the General Land Office,,George P. Bush,REP,9514
WOOD,Commissioner of the General Land Office,,OTHER,OTH,350
YOAKUM,Commissioner of the General Land Office,,John Cook,DEM,99
YOAKUM,Commissioner of the General Land Office,,George P. Bush,REP,997
YOAKUM,Commissioner of the General Land Office,,OTHER,OTH,31
YOUNG,Commissioner of the General Land Office,,John Cook,DEM,630
YOUNG,Commissioner of the General Land Office,,George P. Bush,REP,4435
YOUNG,Commissioner of the General Land Office,,OTHER,OTH,180
ZAPATA,Commissioner of the General Land Office,,John Cook,DEM,724
ZAPATA,Commissioner of the General Land Office,,George P. Bush,REP,383
ZAPATA,Commissioner of the General Land Office,,OTHER,OTH,37
ZAVALA,Commissioner of the General Land Office,,John Cook,DEM,1942
ZAVALA,Commissioner of the General Land Office,,George P. Bush,REP,333
ZAVALA,Commissioner of the General Land Office,,OTHER,OTH,56
