county,office,district,candidate,party,votes
BEXAR,Commissioner of the General Land Office,,George P. Bush,REP,156652
BEXAR,Commissioner of the General Land Office,,OTHER,OTH,13959
BLANCO,Commissioner of the General Land Office,,John Cook,DEM,728
BLANCO,Commissioner of the General Land Office,,George P. Bush,REP,2621
BLANCO,Commissioner of the General Land Office,,OTHER,OTH,215
BORDEN,Commissioner of the General Land Office,,John Cook,DEM,16
BORDEN,Commissioner of the General Land Office,,George P. Bush,REP,226
BORDEN,Commissioner of the General Land Office,,OTHER,OTH,6
BOSQUE,Commissioner of the General Land Office,,John Cook,DEM,823
BOSQUE,Commissioner of the General Land Office,,George P. Bush,REP,3803
BOSQUE,Commissioner of the General Land Office,,OTHER,OTH,197
BOWIE,Commissioner of the General Land Office,,John Cook,DEM,5264
BOWIE,Commissioner of the General Land Office,,George P. Bush,REP,14985
BOWIE,Commissioner of the General Land Office,,OTHER,OTH,782
BRAZORIA,Commissioner of the General Land Office,,John Cook,DEM,17645
BRAZORIA,Commissioner of the General Land Office,,George P. Bush,REP,41821
BRAZORIA,Commissioner of the General Land Office,,OTHER,OTH,2298
BRAZOS,Commissioner of the General Land Office,,John Cook,DEM,7833
BRAZOS,Commissioner of the General Land Office,,George P. Bush,REP,21805
BRAZOS,Commissioner of the General Land Office,,OTHER,OTH,1431
BREWSTER,Commissioner of the General Land Office,,John Cook,DEM,1238
BREWSTER,Commissioner of the General Land Office,,George P. Bush,REP,1386
BREWSTER,Commissioner of the General Land Office,,OTHER,OTH,223
BRISCOE,Commissioner of the General Land Office,,John Cook,DEM,78
BRISCOE,Commissioner of the General Land Office,,George P. Bush,REP,417
BRISCOE,Commissioner of the General Land Office,,OTHER,OTH,7
BROOKS,Commissioner of the General Land Office,,John Cook,DEM,1393
BROOKS,Commissioner of the General Land Office,,George P. Bush,REP,527
BROOKS,Commissioner of the General Land Office,,OTHER,OTH,127
BROWN,Commissioner of the General Land Office,,John Cook,DEM,905
BROWN,Commissioner of the General Land Office,,George P. Bush,REP,6935
BROWN,Commissioner of the General Land Office,,OTHER,OTH,275
BURLESON,Commissioner of the General Land Office,,John Cook,DEM,983
BURLESON,Commissioner of the General Land Office,,George P. Bush,REP,3063
BURLESON,Commissioner of the General Land Office,,OTHER,OTH,110
BURNET,Commissioner of the General Land Office,,John Cook,DEM,2177
BURNET,Commissioner of the General Land Office,,George P. Bush,REP,9065
BURNET,Commissioner of the General Land Office,,OTHER,OTH,541
CALDWELL,Commissioner of the General Land Office,,John Cook,DEM,3295
CALDWELL,Commissioner of the General Land Office,,George P. Bush,REP,4928
CALDWELL,Commissioner of the General Land Office,,OTHER,OTH,491
CALHOUN,Commissioner of the General Land Office,,John Cook,DEM,1213
CALHOUN,Commissioner of the General Land Office,,George P. Bush,REP,2709
CALHOUN,Commissioner of the General Land Office,,OTHER,OTH,147
CALLAHAN,Commissioner of the General Land Office,,John Cook,DEM,296
CALLAHAN,Commissioner of the General Land Office,,George P. Bush,REP,2546
CALLAHAN,Commissioner of the General Land Office,,OTHER,OTH,117
CAMERON,Commissioner of the General Land Office,,John Cook,DEM,19858
CAMERON,Commissioner of the General Land Office,,George P. Bush,REP,16724
CAMERON,Commissioner of the General Land Office,,OTHER,OTH,1859
CAMP,Commissioner of the General Land Office,,John Cook,DEM,756
CAMP,Commissioner of the General Land Office,,George P. Bush,REP,1760
CAMP,Commissioner of the General Land Office,,OTHER,OTH,70
CARSON,Commissioner of the General Land Office,,John Cook,DEM,207
CARSON,Commissioner of the General Land Office,,George P. Bush,REP,1555
CARSON,Commissioner of the General Land Office,,OTHER,OTH,56
CASS,Commissioner of the General Land Office,,John Cook,DEM,1686
CASS,Commissioner of the General Land Office,,George P. Bush,REP,5014
CASS,Commissioner of the General Land Office,,OTHER,OTH,182
CASTRO,Commissioner of the General Land Office,,John Cook,DEM,228
CASTRO,Commissioner of the General Land Office,,George P. Bush,REP,858
CASTRO,Commissioner of the General Land Office,,OTHER,OTH,45
CHAMBERS,Commissioner of the General Land Office,,John Cook,DEM,1315
CHAMBERS,Commissioner of the General Land Office,,George P. Bush,REP,6794
CHAMBERS,Commissioner of the General Land Office,,OTHER,OTH,255
CHEROKEE,Commissioner of the General Land Office,,John Cook,DEM,1891
CHEROKEE,Commissioner of the General Land Office,,George P. Bush,REP,7330
CHEROKEE,Commissioner of the General Land Office,,OTHER,OTH,321
CHILDRESS,Commissioner of the General Land Office,,John Cook,DEM,126
CHILDRESS,Commissioner of the General Land Office,,George P. Bush,REP,933
CHILDRESS,Commissioner of the General Land Office,,OTHER,OTH,23
CLAY,Commissioner of the General Land Office,,John Cook,DEM,371
CLAY,Commissioner of the General Land Office,,George P. Bush,REP,2296
CLAY,Commissioner of the General Land Office,,OTHER,OTH,111
COCHRAN,Commissioner of the General Land Office,,John Cook,DEM,72
COCHRAN,Commissioner of the General Land Office,,George P. Bush,REP,391
COCHRAN,Commissioner of the General Land Office,,OTHER,OTH,21
COKE,Commissioner of the General Land Office,,John Cook,DEM,65
COKE,Commissioner of the General Land Office,,George P. Bush,REP,668
COKE,Commissioner of the General Land Office,,OTHER,OTH,25
COLEMAN,Commissioner of the General Land Office,,John Cook,DEM,227
COLEMAN,Commissioner of the General Land Office,,George P. Bush,REP,1895
COLEMAN,Commissioner of the General Land Office,,OTHER,OTH,86
COLLIN,Commissioner of the General Land Office,,John Cook,DEM,48905
COLLIN,Commissioner of the General Land Office,,George P. Bush,REP,118611
COLLIN,Commissioner of the General Land Office,,OTHER,OTH,6798
COLLINGSWORTH,Commissioner of the General Land Office,,John Cook,DEM,123
COLLINGSWORTH,Commissioner of the General Land Office,,George P. Bush,REP,619
COLLINGSWORTH,Commissioner of the General Land Office,,OTHER,OTH,23
COLORADO,Commissioner of the General Land Office,,John Cook,DEM,1092
COLORADO,Commissioner of the General Land Office,,George P. Bush,REP,3882
COLORADO,Commissioner of the General Land Office,,OTHER,OTH,104
COMAL,Commissioner of the General Land Office,,John Cook,DEM,6208
COMAL,Commissioner of the General Land Office,,George P. Bush,REP,26757
COMAL,Commissioner of the General Land Office,,OTHER,OTH,1523
COMANCHE,Commissioner of the General Land Office,,John Cook,DEM,487
COMANCHE,Commissioner of the General Land Office,,George P. Bush,REP,2427
COMANCHE,Commissioner of the General Land Office,,OTHER,OTH,132
CONCHO,Commissioner of the General Land Office,,John Cook,DEM,81
CONCHO,Commissioner of the General Land Office,,George P. Bush,REP,489
CONCHO,Commissioner of the General Land Office,,OTHER,OTH,20
COOKE,Commissioner of the General Land Office,,John Cook,DEM,1107
COOKE,Commissioner of the General Land Office,,George P. Bush,REP,7325
COOKE,Commissioner of the General Land Office,,OTHER,OTH,304
CORYELL,Commissioner of the General Land Office,,John Cook,DEM,1938
CORYELL,Commissioner of the General Land Office,,George P. Bush,REP,6315
CORYELL,Commissioner of the General Land Office,,OTHER,OTH,350
COTTLE,Commissioner of the General Land Office,,John Cook,DEM,50
COTTLE,Commissioner of the General Land Office,,George P. Bush,REP,282
COTTLE,Commissioner of the General Land Office,,OTHER,OTH,14
CRANE,Commissioner of the General Land Office,,John Cook,DEM,131
CRANE,Commissioner of the General Land Office,,George P. Bush,REP,663
CRANE,Commissioner of the General Land Office,,OTHER,OTH,36
CROCKETT,Commissioner of the General Land Office,,John Cook,DEM,187
CROCKETT,Commissioner of the General Land Office,,George P. Bush,REP,601
CROCKETT,Commissioner of the General Land Office,,OTHER,OTH,22
CROSBY,Commissioner of the General Land Office,,John Cook,DEM,252
CROSBY,Commissioner of the General Land Office,,George P. Bush,REP,756
CROSBY,Commissioner of the General Land Office,,OTHER,OTH,30
CULBERSON,Commissioner of the General Land Office,,John Cook,DEM,133
CULBERSON,Commissioner of the General Land Office,,George P. Bush,REP,161
CULBERSON,Commissioner of the General Land Office,,OTHER,OTH,12
DALLAM,Commissioner of the General Land Office,,John Cook,DEM,97
DALLAM,Commissioner of the General Land Office,,George P. Bush,REP,687
DALLAM,Commissioner of the General Land Office,,OTHER,OTH,49
DALLAS,Commissioner of the General Land Office,,John Cook,DEM,200454
DALLAS,Commissioner of the General Land Office,,George P. Bush,REP,187214
DALLAS,Commissioner of the General Land Office,,OTHER,OTH,13932
DAWSON,Commissioner of the General Land Office,,John Cook,DEM,362
DAWSON,Commissioner of the General Land Office,,George P. Bush,REP,1597
DAWSON,Commissioner of the General Land Office,,OTHER,OTH,42
DEAF SMITH,Commissioner of the General Land Office,,John Cook,DEM,484
DEAF SMITH,Commissioner of the General Land Office,,George P. Bush,REP,2105
DEAF SMITH,Commissioner of the General Land Office,,OTHER,OTH,92
DELTA,Commissioner of the General Land Office,,John Cook,DEM,281
DELTA,Commissioner of the General Land Office,,George P. Bush,REP,1024
DELTA,Commissioner of the General Land Office,,OTHER,OTH,50
DENTON,Commissioner of the General Land Office,,John Cook,DEM,39838
DENTON,Commissioner of the General Land Office,,George P. Bush,REP,95314
DENTON,Commissioner of the General Land Office,,OTHER,OTH,7017
DEWITT,Commissioner of the General Land Office,,John Cook,DEM,577
DEWITT,Commissioner of the General Land Office,,George P. Bush,REP,3303
DEWITT,Commissioner of the General Land Office,,OTHER,OTH,99
DICKENS,Commissioner of the General Land Office,,John Cook,DEM,65
DICKENS,Commissioner of the General Land Office,,George P. Bush,REP,423
DICKENS,Commissioner of the General Land Office,,OTHER,OTH,17
DIMMIT,Commissioner of the General Land Office,,John Cook,DEM,1134
DIMMIT,Commissioner of the General Land Office,,George P. Bush,REP,580
DIMMIT,Commissioner of the General Land Office,,OTHER,OTH,82
DONLEY,Commissioner of the General Land Office,,John Cook,DEM,101
DONLEY,Commissioner of the General Land Office,,George P. Bush,REP,786
DONLEY,Commissioner of the General Land Office,,OTHER,OTH,39
DUVAL,Commissioner of the General Land Office,,John Cook,DEM,2242
DUVAL,Commissioner of the General Land Office,,George P. Bush,REP,668
DUVAL,Commissioner of the General Land Office,,OTHER,OTH,101
EASTLAND,Commissioner of the General Land Office,,John Cook,DEM,409
EASTLAND,Commissioner of the General Land Office,,George P. Bush,REP,3374
EASTLAND,Commissioner of the General Land Office,,OTHER,OTH,129
ECTOR,Commissioner of the General Land Office,,John Cook,DEM,2441
ECTOR,Commissioner of the General Land Office,,George P. Bush,REP,11751
ECTOR,Commissioner of the General Land Office,,OTHER,OTH,564
EDWARDS,Commissioner of the General Land Office,,John Cook,DEM,170
EDWARDS,Commissioner of the General Land Office,,George P. Bush,REP,511
EDWARDS,Commissioner of the General Land Office,,OTHER,OTH,43
ELLIS,Commissioner of the General Land Office,,John Cook,DEM,6903
ELLIS,Commissioner of the General Land Office,,George P. Bush,REP,23835
ELLIS,Commissioner of the General Land Office,,OTHER,OTH,1070
EL PASO,Commissioner of the General Land Office,,John Cook,DEM,46454
EL PASO,Commissioner of the General Land Office,,George P. Bush,REP,29052
EL PASO,Commissioner of the General Land Office,,OTHER,OTH,4293
ERATH,Commissioner of the General Land Office,,John Cook,DEM,1052
ERATH,Commissioner of the General Land Office,,George P. Bush,REP,6038
ERATH,Commissioner of the General Land Office,,OTHER,OTH,250
FALLS,Commissioner of the General Land Office,,John Cook,DEM,880
FALLS,Commissioner of the General Land Office,,George P. Bush,REP,2003
FALLS,Commissioner of the General Land Office,,OTHER,OTH,102
FANNIN,Commissioner of the General Land Office,,John Cook,DEM,1282
FANNIN,Commissioner of the General Land Office,,George P. Bush,REP,4878
FANNIN,Commissioner of the General Land Office,,OTHER,OTH,253
FAYETTE,Commissioner of the General Land Office,,John Cook,DEM,1527
FAYETTE,Commissioner of the General Land Office,,George P. Bush,REP,5643
FAYETTE,Commissioner of the General Land Office,,OTHER,OTH,206
FISHER,Commissioner of the General Land Office,,John Cook,DEM,401
FISHER,Commissioner of the General Land Office,,George P. Bush,REP,745
FISHER,Commissioner of the General Land Office,,OTHER,OTH,45
FLOYD,Commissioner of the General Land Office,,John Cook,DEM,129
FLOYD,Commissioner of the General Land Office,,George P. Bush,REP,931
FLOYD,Commissioner of the General Land Office,,OTHER,OTH,18
FOARD,Commissioner of the General Land Office,,John Cook,DEM,106
FOARD,Commissioner of the General Land Office,,George P. Bush,REP,190
FOARD,Commissioner of the General Land Office,,OTHER,OTH,6
FORT BEND,Commissioner of the General Land Office,,John Cook,DEM,52318
FORT BEND,Commissioner of the General Land Office,,George P. Bush,REP,75472
FORT BEND,Commissioner of the General Land Office,,OTHER,OTH,3737
FRANKLIN,Commissioner of the General Land Office,,John Cook,DEM,352
FRANKLIN,Commissioner of the General Land Office,,George P. Bush,REP,2112
FRANKLIN,Commissioner of the General Land Office,,OTHER,OTH,94
FREESTONE,Commissioner of the General Land Office,,John Cook,DEM,866
FREESTONE,Commissioner of the General Land Office,,George P. Bush,REP,3423
FREESTONE,Commissioner of the General Land Office,,OTHER,OTH,119
FRIO,Commissioner of the General Land Office,,John Cook,DEM,896
FRIO,Commissioner of the General Land Office,,George P. Bush,REP,878
FRIO,Commissioner of the General Land Office,,OTHER,OTH,51
GAINES,Commissioner of the General Land Office,,John Cook,DEM,234
GAINES,Commissioner of the General Land Office,,George P. Bush,REP,2165
GAINES,Commissioner of the General Land Office,,OTHER,OTH,82
GALVESTON,Commissioner of the General Land Office,,John Cook,DEM,20573
GALVESTON,Commissioner of the General Land Office,,George P. Bush,REP,41169
GALVESTON,Commissioner of the General Land Office,,OTHER,OTH,2550
GARZA,Commissioner of the General Land Office,,John Cook,DEM,90
GARZA,Commissioner of the General Land Office,,George P. Bush,REP,711
GARZA,Commissioner of the General Land Office,,OTHER,OTH,27
GILLESPIE,Commissioner of the General Land Office,,John Cook,DEM,1209
GILLESPIE,Commissioner of the General Land Office,,George P. Bush,REP,7124
GILLESPIE,Commissioner of the General Land Office,,OTHER,OTH,390
GLASSCOCK,Commissioner of the General Land Office,,John Cook,DEM,12
GLASSCOCK,Commissioner of the General Land Office,,George P. Bush,REP,364
GLASSCOCK,Commissioner of the General Land Office,,OTHER,OTH,11
GOLIAD,Commissioner of the General Land Office,,John Cook,DEM,769
GOLIAD,Commissioner of the General Land Office,,George P. Bush,REP,1870
GOLIAD,Commissioner of the General Land Office,,OTHER,OTH,77
GONZALES,Commissioner of the General Land Office,,John Cook,DEM,783
GONZALES,Commissioner of the General Land Office,,George P. Bush,REP,2761
GONZALES,Commissioner of the General Land Office,,OTHER,OTH,101
GRAY,Commissioner of the General Land Office,,John Cook,DEM,268
GRAY,Commissioner of the General Land Office,,George P. Bush,REP,3305
GRAY,Commissioner of the General Land Office,,OTHER,OTH,134
GRAYSON,Commissioner of the General Land Office,,John Cook,DEM,4797
GRAYSON,Commissioner of the General Land Office,,George P. Bush,REP,17721
GRAYSON,Commissioner of the General Land Office,,OTHER,OTH,822
GREGG,Commissioner of the General Land Office,,John Cook,DEM,5554
GREGG,Commissioner of the General Land Office,,George P. Bush,REP,16969
GREGG,Commissioner of the General Land Office,,OTHER,OTH,565
GRIMES,Commissioner of the General Land Office,,John Cook,DEM,1055
GRIMES,Commissioner of the General Land Office,,George P. Bush,REP,3682
GRIMES,Commissioner of the General Land Office,,OTHER,OTH,192
GUADALUPE,Commissioner of the General Land Office,,John Cook,DEM,7543
GUADALUPE,Commissioner of the General Land Office,,George P. Bush,REP,21500
GUADALUPE,Commissioner of the General Land Office,,OTHER,OTH,1214
HALE,Commissioner of the General Land Office,,John Cook,DEM,559
HALE,Commissioner of the General Land Office,,George P. Bush,REP,3621
HALE,Commissioner of the General Land Office,,OTHER,OTH,112
HALL,Commissioner of the General Land Office,,John Cook,DEM,88
HALL,Commissioner of the General Land Office,,George P. Bush,REP,473
HALL,Commissioner of the General Land Office,,OTHER,OTH,14
HAMILTON,Commissioner of the General Land Office,,John Cook,DEM,407
HAMILTON,Commissioner of the General Land Office,,George P. Bush,REP,1859
HAMILTON,Commissioner of the General Land Office,,OTHER,OTH,93
HANSFORD,Commissioner of the General Land Office,,John Cook,DEM,57
HANSFORD,Commissioner of the General Land Office,,George P. Bush,REP,1081
HANSFORD,Commissioner of the General Land Office,,OTHER,OTH,39
HARDEMAN,Commissioner of the General Land Office,,John Cook,DEM,129
HARDEMAN,Commissioner of the General Land Office,,George P. Bush,REP,502
HARDEMAN,Commissioner of the General Land Office,,OTHER,OTH,20
HARDIN,Commissioner of the General Land Office,,John Cook,DEM,1499
HARDIN,Commissioner of the General Land Office,,George P. Bush,REP,9620
HARDIN,Commissioner of the General Land Office,,OTHER,OTH,327
HARRIS,Commissioner of the General Land Office,,John Cook,DEM,287790
HARRIS,Commissioner of the General Land Office,,George P. Bush,REP,364796
HARRIS,Commissioner of the General Land Office,,OTHER,OTH,21302
HARRISON,Commissioner of the General Land Office,,John Cook,DEM,3981
HARRISON,Commissioner of the General Land Office,,George P. Bush,REP,10111
HARRISON,Commissioner of the General Land Office,,OTHER,OTH,427
HARTLEY,Commissioner of the General Land Office,,John Cook,DEM,91
HARTLEY,Commissioner of the General Land Office,,George P. Bush,REP,973
HARTLEY,Commissioner of the General Land Office,,OTHER,OTH,34
HASKELL,Commissioner of the General Land Office,,John Cook,DEM,267
HASKELL,Commissioner of the General Land Office,,George P. Bush,REP,745
HASKELL,Commissioner of the General Land Office,,OTHER,OTH,25
HAYS,Commissioner of the General Land Office,,John Cook,DEM,15230
HAYS,Commissioner of the General Land Office,,George P. Bush,REP,20946
HAYS,Commissioner of the General Land Office,,OTHER,OTH,2549
HEMPHILL,Commissioner of the General Land Office,,John Cook,DEM,72
HEMPHILL,Commissioner of the General Land Office,,George P. Bush,REP,701
HEMPHILL,Commissioner of the General Land Office,,OTHER,OTH,33
HENDERSON,Commissioner of the General Land Office,,John Cook,DEM,3238
HENDERSON,Commissioner of the General Land Office,,George P. Bush,REP,13246
HENDERSON,Commissioner of the General Land Office,,OTHER,OTH,523
HIDALGO,Commissioner of the General Land Office,,John Cook,DEM,46630
HIDALGO,Commissioner of the General Land Office,,George P. Bush,REP,28054
HIDALGO,Commissioner of the General Land Office,,OTHER,OTH,3264
HILL,Commissioner of the General Land Office,,John Cook,DEM,1670
HILL,Commissioner of the General Land Office,,George P. Bush,REP,6884
HILL,Commissioner of the General Land Office,,OTHER,OTH,283
HOCKLEY,Commissioner of the General Land Office,,John Cook,DEM,420
HOCKLEY,Commissioner of the General Land Office,,George P. Bush,REP,3130
HOCKLEY,Commissioner of the General Land Office,,OTHER,OTH,113
HOOD,Commissioner of the General Land Office,,John Cook,DEM,2083
HOOD,Commissioner of the General Land Office,,George P. Bush,REP,11018
HOOD,Commissioner of the General Land Office,,OTHER,OTH,477
HOPKINS,Commissioner of the General Land Office,,John Cook,DEM,1578
HOPKINS,Commissioner of the General Land Office,,George P. Bush,REP,5703
HOPKINS,Commissioner of the General Land Office,,OTHER,OTH,204
HOUSTON,Commissioner of the General Land Office,,John Cook,DEM,932
HOUSTON,Commissioner of the General Land Office,,George P. Bush,REP,3559
HOUSTON,Commissioner of the General Land Office,,OTHER,OTH,110
HOWARD,Commissioner of the General Land Office,,John Cook,DEM,702
HOWARD,Commissioner of the General Land Office,,George P. Bush,REP,3361
HOWARD,Commissioner of the General Land Office,,OTHER,OTH,176
HUDSPETH,Commissioner of the General Land Office,,John Cook,DEM,148
HUDSPETH,Commissioner of the General Land Office,,George P. Bush,REP,237
HUDSPETH,Commissioner of the General Land Office,,OTHER,OTH,30
HUNT,Commissioner of the General Land Office,,John Cook,DEM,3071
HUNT,Commissioner of the General Land Office,,George P. Bush,REP,12444
HUNT,Commissioner of the General Land Office,,OTHER,OTH,619
HUTCHINSON,Commissioner of the General Land Office,,John Cook,DEM,441
HUTCHINSON,Commissioner of the General Land Office,,George P. Bush,REP,3871
HUTCHINSON,Commissioner of the General Land Office,,OTHER,OTH,156
IRION,Commissioner of the General Land Office,,John Cook,DEM,44
IRION,Commissioner of the General Land Office,,George P. Bush,REP,368
IRION,Commissioner of the General Land Office,,OTHER,OTH,19
JACK,Commissioner of the General Land Office,,John Cook,DEM,208
JACK,Commissioner of the General Land Office,,George P. Bush,REP,1469
JACK,Commissioner of the General Land Office,,OTHER,OTH,39
JACKSON,Commissioner of the General Land Office,,John Cook,DEM,451
JACKSON,Commissioner of the General Land Office,,George P. Bush,REP,2389
JACKSON,Commissioner of the General Land Office,,OTHER,OTH,61
JASPER,Commissioner of the General Land Office,,John Cook,DEM,1510
JASPER,Commissioner of the General Land Office,,George P. Bush,REP,5363
JASPER,Commissioner of the General Land Office,,OTHER,OTH,178
JEFF DAVIS,Commissioner of the General Land Office,,John Cook,DEM,352
JEFF DAVIS,Commissioner of the General Land Office,,George P. Bush,REP,561
JEFF DAVIS,Commissioner of the General Land Office,,OTHER,OTH,73
JEFFERSON,Commissioner of the General Land Office,,John Cook,DEM,25393
JEFFERSON,Commissioner of the General Land Office,,George P. Bush,REP,26191
JEFFERSON,Commissioner of the General Land Office,,OTHER,OTH,1012
JIM HOGG,Commissioner of the General Land Office,,John Cook,DEM,510
JIM HOGG,Commissioner of the General Land Office,,George P. Bush,REP,187
JIM HOGG,Commissioner of the General Land Office,,OTHER,OTH,17
JIM WELLS,Commissioner of the General Land Office,,John Cook,DEM,2812
JIM WELLS,Commissioner of the General Land Office,,George P. Bush,REP,2596
JIM WELLS,Commissioner of the General Land Office,,OTHER,OTH,182
JOHNSON,Commissioner of the General Land Office,,John Cook,DEM,5088
JOHNSON,Commissioner of the General Land Office,,George P. Bush,REP,22786
JOHNSON,Commissioner of the General Land Office,,OTHER,OTH,1185
JONES,Commissioner of the General Land Office,,John Cook,DEM,577
JONES,Commissioner of the General Land Office,,George P. Bush,REP,2581
JONES,Commissioner of the General Land Office,,OTHER,OTH,135
KARNES,Commissioner of the General Land Office,,John Cook,DEM,620
KARNES,Commissioner of the General Land Office,,George P. Bush,REP,1782
KARNES,Commissioner of the General Land Office,,OTHER,OTH,62
KAUFMAN,Commissioner of the General Land Office,,John Cook,DEM,4761
KAUFMAN,Commissioner of the General Land Office,,George P. Bush,REP,14819
KAUFMAN,Commissioner of the General Land Office,,OTHER,OTH,641
KENDALL,Commissioner of the General Land Office,,John Cook,DEM,1549
KENDALL,Commissioner of the General Land Office,,George P. Bush,REP,9740
KENDALL,Commissioner of the General Land Office,,OTHER,OTH,490
KENEDY,Commissioner of the General Land Office,,John Cook,DEM,50
KENEDY,Commissioner of the General Land Office,,George P. Bush,REP,54
KENEDY,Commissioner of the General Land Office,,OTHER,OTH,5
KENT,Commissioner of the General Land Office,,John Cook,DEM,48
KENT,Commissioner of the General Land Office,,George P. Bush,REP,236
KENT,Commissioner of the General Land Office,,OTHER,OTH,13
KERR,Commissioner of the General Land Office,,John Cook,DEM,2359
KERR,Commissioner of the General Land Office,,George P. Bush,REP,11678
KERR,Commissioner of the General Land Office,,OTHER,OTH,728
KIMBLE,Commissioner of the General Land Office,,John Cook,DEM,99
KIMBLE,Commissioner of the General Land Office,,George P. Bush,REP,1074
KIMBLE,Commissioner of the General Land Office,,OTHER,OTH,28
KING,Commissioner of the General Land Office,,John Cook,DEM,3
KING,Commissioner of the General Land Office,,George P. Bush,REP,83
KING,Commissioner of the General Land Office,,OTHER,OTH,4
KINNEY,Commissioner of the General Land Office,,John Cook,DEM,315
KINNEY,Commissioner of the General Land Office,,George P. Bush,REP,712
KINNEY,Commissioner of the General Land Office,,OTHER,OTH,78
KLEBERG,Commissioner of the General Land Office,,John Cook,DEM,2462
KLEBERG,Commissioner of the General Land Office,,George P. Bush,REP,2947
KLEBERG,Commissioner of the General Land Office,,OTHER,OTH,246
KNOX,Commissioner of the General Land Office,,John Cook,DEM,167
KNOX,Commissioner of the General Land Office,,George P. Bush,REP,685
KNOX,Commissioner of the General Land Office,,OTHER,OTH,27
LAMAR,Commissioner of the General Land Office,,John Cook,DEM,2551
LAMAR,Commissioner of the General Land Office,,George P. Bush,REP,7761
LAMAR,Commissioner of the General Land Office,,OTHER,OTH,355
LAMB,Commissioner of the General Land Office,,John Cook,DEM,286
LAMB,Commissioner of the General Land Office,,George P. Bush,REP,1748
LAMB,Commissioner of the General Land Office,,OTHER,OTH,48
LAMPASAS,Commissioner of the General Land Office,,John Cook,DEM,753
LAMPASAS,Commissioner of the General Land Office,,George P. Bush,REP,3671
LAMPASAS,Commissioner of the General Land Office,,OTHER,OTH,174
LA SALLE,Commissioner of the General Land Office,,John Cook,DEM,397
LA SALLE,Commissioner of the General Land Office,,George P. Bush,REP,400
LA SALLE,Commissioner of the General Land Office,,OTHER,OTH,30
LAVACA,Commissioner of the General Land Office,,John Cook,DEM,728
LAVACA,Commissioner of the General Land Office,,George P. Bush,REP,4146
LAVACA,Commissioner of the General Land Office,,OTHER,OTH,112
LEE,Commissioner of the General Land Office,,John Cook,DEM,989
LEE,Commissioner of the General Land Office,,George P. Bush,REP,2984
LEE,Commissioner of the General Land Office,,OTHER,OTH,183
LEON,Commissioner of the General Land Office,,John Cook,DEM,476
LEON,Commissioner of the General Land Office,,George P. Bush,REP,3662
LEON,Commissioner of the General Land Office,,OTHER,OTH,98
LIBERTY,Commissioner of the General Land Office,,John Cook,DEM,2433
