county,office,district,candidate,party,votes
AUSTIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,142
BAILEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,137
BAILEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,768
BAILEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,19
BANDERA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1050
BANDERA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,4858
BANDERA,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,313
BASTROP,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,6024
BASTROP,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,9395
BASTROP,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1001
BAYLOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,120
BAYLOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,619
BAYLOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,26
BEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,2061
BEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2775
BEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,146
BELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,13661
BELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,27695
BELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1523
BEXAR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,130892
BEXAR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,151740
BEXAR,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,9510
BLANCO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,763
BLANCO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2588
BLANCO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,170
BORDEN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,12
BORDEN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,230
BORDEN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,5
BOSQUE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,817
BOSQUE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3769
BOSQUE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,169
BOWIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,5137
BOWIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,14987
BOWIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,625
BRAZORIA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,17808
BRAZORIA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,41585
BRAZORIA,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1722
BRAZOS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,7885
BRAZOS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,21524
BRAZOS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1193
BREWSTER,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1271
BREWSTER,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1327
BREWSTER,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,178
BRISCOE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,71
BRISCOE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,408
BRISCOE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,8
BROOKS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1465
BROOKS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,445
BROOKS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,77
BROWN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,873
BROWN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,6870
BROWN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,229
BURLESON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,933
BURLESON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3055
BURLESON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,95
BURNET,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,2185
BURNET,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,8982
BURNET,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,500
CALDWELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,3327
CALDWELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,4773
CALDWELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,455
CALHOUN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1264
CALHOUN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2541
CALHOUN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,128
CALLAHAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,275
CALLAHAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2534
CALLAHAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,101
CAMERON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,20791
CAMERON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,15370
CAMERON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1452
CAMP,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,732
CAMP,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1744
CAMP,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,62
CARSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,175
CARSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1547
CARSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,60
CASS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1679
CASS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,4981
CASS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,144
CASTRO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,222
CASTRO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,854
CASTRO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,32
CHAMBERS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1311
CHAMBERS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,6673
CHAMBERS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,194
CHEROKEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1894
CHEROKEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,7248
CHEROKEE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,266
CHILDRESS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,129
CHILDRESS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,918
CHILDRESS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,17
CLAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,344
CLAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2250
CLAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,100
COCHRAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,71
COCHRAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,390
COCHRAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,13
COKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,60
COKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,653
COKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,24
COLEMAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,231
COLEMAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1857
COLEMAN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,66
COLLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,50061
COLLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,116126
COLLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,5691
COLLINGSWORTH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,126
COLLINGSWORTH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,579
COLLINGSWORTH,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,30
COLORADO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1020
COLORADO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3785
COLORADO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,97
COMAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,6193
COMAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,26321
COMAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,1225
COMANCHE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,485
COMANCHE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2411
COMANCHE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,90
CONCHO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,79
CONCHO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,485
CONCHO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,13
COOKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1082
COOKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,7292
COOKE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,214
CORYELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1963
CORYELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,6222
CORYELL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,309
COTTLE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,47
COTTLE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,268
COTTLE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,12
CRANE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,143
CRANE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,634
CRANE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,30
CROCKETT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,203
CROCKETT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,547
CROCKETT,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,23
CROSBY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,257
CROSBY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,715
CROSBY,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,17
CULBERSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,128
CULBERSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,148
CULBERSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,13
DALLAM,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,82
DALLAM,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,705
DALLAM,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,30
DALLAS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,204130
DALLAS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,181273
DALLAS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,10357
DAWSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,332
DAWSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1562
DAWSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,49
DEAF SMITH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,474
DEAF SMITH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2095
DEAF SMITH,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,58
DELTA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,293
DELTA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,983
DELTA,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,40
DENTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,41246
DENTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,93829
DENTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,5644
DEWITT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,594
DEWITT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3222
DEWITT,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,93
DICKENS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,63
DICKENS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,407
DICKENS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,15
DIMMIT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1165
DIMMIT,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,533
DIMMIT,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,54
DONLEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,105
DONLEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,764
DONLEY,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,41
DUVAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,2309
DUVAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,575
DUVAL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,69
EASTLAND,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,385
EASTLAND,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3368
EASTLAND,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,111
ECTOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,2501
ECTOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,11721
ECTOR,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,444
EDWARDS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,180
EDWARDS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,477
EDWARDS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,31
ELLIS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,6958
ELLIS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,23477
ELLIS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,968
EL PASO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,45149
EL PASO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,29573
EL PASO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,3128
ERATH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1084
ERATH,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,5910
ERATH,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,233
FALLS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,883
FALLS,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1958
FALLS,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,73
FANNIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1277
FANNIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,4862
FANNIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,204
FAYETTE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1381
FAYETTE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,5553
FAYETTE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,204
FISHER,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,383
FISHER,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,710
FISHER,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,33
FLOYD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,124
FLOYD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,894
FLOYD,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,20
FOARD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,102
FOARD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,180
FOARD,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,6
FORT BEND,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,53224
FORT BEND,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,74777
FORT BEND,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,2700
FRANKLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,321
FRANKLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2092
FRANKLIN,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,78
FREESTONE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,860
FREESTONE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3402
FREESTONE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,101
FRIO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,900
FRIO,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,840
FRIO,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,50
GAINES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,258
GAINES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2115
GAINES,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,59
GALVESTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,21048
GALVESTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,40610
GALVESTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,2027
GARZA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,86
GARZA,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,692
GARZA,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,31
GILLESPIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1186
GILLESPIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,7045
GILLESPIE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,327
GLASSCOCK,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,9
GLASSCOCK,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,355
GLASSCOCK,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,9
GOLIAD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,805
GOLIAD,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1704
GOLIAD,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,72
GONZALES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,770
GONZALES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,2699
GONZALES,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,87
GRAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,263
GRAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3306
GRAY,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,98
GRAYSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,4740
GRAYSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,17708
GRAYSON,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,683
GREGG,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,5628
GREGG,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,16824
GREGG,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,468
GRIMES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,1050
GRIMES,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3621
GRIMES,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,165
GUADALUPE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,7751
GUADALUPE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,21144
GUADALUPE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,999
HALE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,586
HALE,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,3578
HALE,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,89
HALL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,53
HALL,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,462
HALL,"Justice, Supreme Court, Place 6 - Unexpired Term",,OTHER,OTH,5
HAMILTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Lawrence Edward Meyers,DEM,404
HAMILTON,"Justice, Supreme Court, Place 6 - Unexpired Term",,Jeff Brown,REP,1826
