county,office,district,candidate,party,votes
NUECES,Attorney General,,Ken Paxton,REP,29204
NUECES,Attorney General,,OTHER,OTH,2176
OCHILTREE,Attorney General,,Sam Houston,DEM,87
OCHILTREE,Attorney General,,Ken Paxton,REP,1460
OCHILTREE,Attorney General,,OTHER,OTH,25
OLDHAM,Attorney General,,Sam Houston,DEM,50
OLDHAM,Attorney General,,Ken Paxton,REP,502
OLDHAM,Attorney General,,OTHER,OTH,5
ORANGE,Attorney General,,Sam Houston,DEM,3912
ORANGE,Attorney General,,Ken Paxton,REP,12786
ORANGE,Attorney General,,OTHER,OTH,325
PALO PINTO,Attorney General,,Sam Houston,DEM,1080
PALO PINTO,Attorney General,,Ken Paxton,REP,4395
PALO PINTO,Attorney General,,OTHER,OTH,135
PANOLA,Attorney General,,Sam Houston,DEM,1145
PANOLA,Attorney General,,Ken Paxton,REP,4502
PANOLA,Attorney General,,OTHER,OTH,70
PARKER,Attorney General,,Sam Houston,DEM,4985
PARKER,Attorney General,,Ken Paxton,REP,25895
PARKER,Attorney General,,OTHER,OTH,886
PARMER,Attorney General,,Sam Houston,DEM,161
PARMER,Attorney General,,Ken Paxton,REP,1217
PARMER,Attorney General,,OTHER,OTH,14
PECOS,Attorney General,,Sam Houston,DEM,1086
PECOS,Attorney General,,Ken Paxton,REP,1685
PECOS,Attorney General,,OTHER,OTH,123
POLK,Attorney General,,Sam Houston,DEM,2298
POLK,Attorney General,,Ken Paxton,REP,7798
POLK,Attorney General,,OTHER,OTH,244
POTTER,Attorney General,,Sam Houston,DEM,2917
POTTER,Attorney General,,Ken Paxton,REP,10430
POTTER,Attorney General,,OTHER,OTH,354
PRESIDIO,Attorney General,,Sam Houston,DEM,615
PRESIDIO,Attorney General,,Ken Paxton,REP,259
PRESIDIO,Attorney General,,OTHER,OTH,51
RAINS,Attorney General,,Sam Houston,DEM,412
RAINS,Attorney General,,Ken Paxton,REP,1972
RAINS,Attorney General,,OTHER,OTH,47
RANDALL,Attorney General,,Sam Houston,DEM,3613
RANDALL,Attorney General,,Ken Paxton,REP,23865
RANDALL,Attorney General,,OTHER,OTH,661
REAGAN,Attorney General,,Sam Houston,DEM,70
REAGAN,Attorney General,,Ken Paxton,REP,404
REAGAN,Attorney General,,OTHER,OTH,16
REAL,Attorney General,,Sam Houston,DEM,171
REAL,Attorney General,,Ken Paxton,REP,839
REAL,Attorney General,,OTHER,OTH,25
RED RIVER,Attorney General,,Sam Houston,DEM,716
RED RIVER,Attorney General,,Ken Paxton,REP,1929
RED RIVER,Attorney General,,OTHER,OTH,44
REEVES,Attorney General,,Sam Houston,DEM,607
REEVES,Attorney General,,Ken Paxton,REP,537
REEVES,Attorney General,,OTHER,OTH,31
REFUGIO,Attorney General,,Sam Houston,DEM,774
REFUGIO,Attorney General,,Ken Paxton,REP,1143
REFUGIO,Attorney General,,OTHER,OTH,70
ROBERTS,Attorney General,,Sam Houston,DEM,18
ROBERTS,Attorney General,,Ken Paxton,REP,312
ROBERTS,Attorney General,,OTHER,OTH,7
ROBERTSON,Attorney General,,Sam Houston,DEM,1874
ROBERTSON,Attorney General,,Ken Paxton,REP,2956
ROBERTSON,Attorney General,,OTHER,OTH,110
ROCKWALL,Attorney General,,Sam Houston,DEM,4371
ROCKWALL,Attorney General,,Ken Paxton,REP,16051
ROCKWALL,Attorney General,,OTHER,OTH,459
RUNNELS,Attorney General,,Sam Houston,DEM,268
RUNNELS,Attorney General,,Ken Paxton,REP,1957
RUNNELS,Attorney General,,OTHER,OTH,63
RUSK,Attorney General,,Sam Houston,DEM,1945
RUSK,Attorney General,,Ken Paxton,REP,8285
RUSK,Attorney General,,OTHER,OTH,164
SABINE,Attorney General,,Sam Houston,DEM,447
SABINE,Attorney General,,Ken Paxton,REP,2232
SABINE,Attorney General,,OTHER,OTH,36
SAN AUGUSTINE,Attorney General,,Sam Houston,DEM,857
SAN AUGUSTINE,Attorney General,,Ken Paxton,REP,1713
SAN AUGUSTINE,Attorney General,,OTHER,OTH,46
SAN JACINTO,Attorney General,,Sam Houston,DEM,1764
SAN JACINTO,Attorney General,,Ken Paxton,REP,4426
SAN JACINTO,Attorney General,,OTHER,OTH,121
SAN PATRICIO,Attorney General,,Sam Houston,DEM,4131
SAN PATRICIO,Attorney General,,Ken Paxton,REP,6868
SAN PATRICIO,Attorney General,,OTHER,OTH,369
SAN SABA,Attorney General,,Sam Houston,DEM,167
SAN SABA,Attorney General,,Ken Paxton,REP,1232
SAN SABA,Attorney General,,OTHER,OTH,24
SCHLEICHER,Attorney General,,Sam Houston,DEM,252
SCHLEICHER,Attorney General,,Ken Paxton,REP,556
SCHLEICHER,Attorney General,,OTHER,OTH,23
SCURRY,Attorney General,,Sam Houston,DEM,396
SCURRY,Attorney General,,Ken Paxton,REP,2380
SCURRY,Attorney General,,OTHER,OTH,57
SHACKELFORD,Attorney General,,Sam Houston,DEM,59
SHACKELFORD,Attorney General,,Ken Paxton,REP,735
SHACKELFORD,Attorney General,,OTHER,OTH,10
SHELBY,Attorney General,,Sam Houston,DEM,1259
SHELBY,Attorney General,,Ken Paxton,REP,4037
SHELBY,Attorney General,,OTHER,OTH,73
SHERMAN,Attorney General,,Sam Houston,DEM,58
SHERMAN,Attorney General,,Ken Paxton,REP,510
SHERMAN,Attorney General,,OTHER,OTH,14
SMITH,Attorney General,,Sam Houston,DEM,10923
SMITH,Attorney General,,Ken Paxton,REP,36596
SMITH,Attorney General,,OTHER,OTH,915
SOMERVELL,Attorney General,,Sam Houston,DEM,381
SOMERVELL,Attorney General,,Ken Paxton,REP,1782
SOMERVELL,Attorney General,,OTHER,OTH,45
STARR,Attorney General,,Sam Houston,DEM,3989
STARR,Attorney General,,Ken Paxton,REP,799
STARR,Attorney General,,OTHER,OTH,152
STEPHENS,Attorney General,,Sam Houston,DEM,210
STEPHENS,Attorney General,,Ken Paxton,REP,1688
STEPHENS,Attorney General,,OTHER,OTH,22
STERLING,Attorney General,,Sam Houston,DEM,45
STERLING,Attorney General,,Ken Paxton,REP,415
STERLING,Attorney General,,OTHER,OTH,6
STONEWALL,Attorney General,,Sam Houston,DEM,102
STONEWALL,Attorney General,,Ken Paxton,REP,258
STONEWALL,Attorney General,,OTHER,OTH,5
SUTTON,Attorney General,,Sam Houston,DEM,125
SUTTON,Attorney General,,Ken Paxton,REP,602
SUTTON,Attorney General,,OTHER,OTH,9
SWISHER,Attorney General,,Sam Houston,DEM,392
SWISHER,Attorney General,,Ken Paxton,REP,969
SWISHER,Attorney General,,OTHER,OTH,26
TARRANT,Attorney General,,Sam Houston,DEM,143632
TARRANT,Attorney General,,Ken Paxton,REP,214529
TARRANT,Attorney General,,OTHER,OTH,10931
TAYLOR,Attorney General,,Sam Houston,DEM,4133
TAYLOR,Attorney General,,Ken Paxton,REP,18463
TAYLOR,Attorney General,,OTHER,OTH,608
TERRELL,Attorney General,,Sam Houston,DEM,141
TERRELL,Attorney General,,Ken Paxton,REP,213
TERRELL,Attorney General,,OTHER,OTH,27
TERRY,Attorney General,,Sam Houston,DEM,436
TERRY,Attorney General,,Ken Paxton,REP,1742
TERRY,Attorney General,,OTHER,OTH,58
THROCKMORTON,Attorney General,,Sam Houston,DEM,85
THROCKMORTON,Attorney General,,Ken Paxton,REP,431
THROCKMORTON,Attorney General,,OTHER,OTH,11
TITUS,Attorney General,,Sam Houston,DEM,1412
TITUS,Attorney General,,Ken Paxton,REP,3545
TITUS,Attorney General,,OTHER,OTH,89
TOM GREEN,Attorney General,,Sam Houston,DEM,3756
TOM GREEN,Attorney General,,Ken Paxton,REP,14079
TOM GREEN,Attorney General,,OTHER,OTH,537
TRAVIS,Attorney General,,Sam Houston,DEM,158115
TRAVIS,Attorney General,,Ken Paxton,REP,87310
TRAVIS,Attorney General,,OTHER,OTH,18491
TRINITY,Attorney General,,Sam Houston,DEM,1011
TRINITY,Attorney General,,Ken Paxton,REP,2747
TRINITY,Attorney General,,OTHER,OTH,76
TYLER,Attorney General,,Sam Houston,DEM,1013
TYLER,Attorney General,,Ken Paxton,REP,3530
TYLER,Attorney General,,OTHER,OTH,107
UPSHUR,Attorney General,,Sam Houston,DEM,1540
UPSHUR,Attorney General,,Ken Paxton,REP,7019
UPSHUR,Attorney General,,OTHER,OTH,186
UPTON,Attorney General,,Sam Houston,DEM,110
UPTON,Attorney General,,Ken Paxton,REP,500
UPTON,Attorney General,,OTHER,OTH,28
UVALDE,Attorney General,,Sam Houston,DEM,2069
UVALDE,Attorney General,,Ken Paxton,REP,2867
UVALDE,Attorney General,,OTHER,OTH,123
VAL VERDE,Attorney General,,Sam Houston,DEM,3639
VAL VERDE,Attorney General,,Ken Paxton,REP,3029
VAL VERDE,Attorney General,,OTHER,OTH,280
VAN ZANDT,Attorney General,,Sam Houston,DEM,1871
VAN ZANDT,Attorney General,,Ken Paxton,REP,9667
VAN ZANDT,Attorney General,,OTHER,OTH,246
VICTORIA,Attorney General,,Sam Houston,DEM,4444
VICTORIA,Attorney General,,Ken Paxton,REP,12085
VICTORIA,Attorney General,,OTHER,OTH,386
WALKER,Attorney General,,Sam Houston,DEM,3317
WALKER,Attorney General,,Ken Paxton,REP,7586
WALKER,Attorney General,,OTHER,OTH,319
WALLER,Attorney General,,Sam Houston,DEM,2589
WALLER,Attorney General,,Ken Paxton,REP,6350
WALLER,Attorney General,,OTHER,OTH,156
WARD,Attorney General,,Sam Houston,DEM,510
WARD,Attorney General,,Ken Paxton,REP,1378
WARD,Attorney General,,OTHER,OTH,49
WASHINGTON,Attorney General,,Sam Houston,DEM,1891
WASHINGTON,Attorney General,,Ken Paxton,REP,6819
WASHINGTON,Attorney General,,OTHER,OTH,211
WEBB,Attorney General,,Sam Houston,DEM,18304
WEBB,Attorney General,,Ken Paxton,REP,5611
WEBB,Attorney General,,OTHER,OTH,1748
WHARTON,Attorney General,,Sam Houston,DEM,2011
WHARTON,Attorney General,,Ken Paxton,REP,6136
WHARTON,Attorney General,,OTHER,OTH,136
WHEELER,Attorney General,,Sam Houston,DEM,142
WHEELER,Attorney General,,Ken Paxton,REP,1147
WHEELER,Attorney General,,OTHER,OTH,16
WICHITA,Attorney General,,Sam Houston,DEM,4908
WICHITA,Attorney General,,Ken Paxton,REP,15706
WICHITA,Attorney General,,OTHER,OTH,522
WILBARGER,Attorney General,,Sam Houston,DEM,622
WILBARGER,Attorney General,,Ken Paxton,REP,1962
WILBARGER,Attorney General,,OTHER,OTH,53
WILLACY,Attorney General,,Sam Houston,DEM,1237
WILLACY,Attorney General,,Ken Paxton,REP,715
WILLACY,Attorney General,,OTHER,OTH,135
WILLIAMSON,Attorney General,,Sam Houston,DEM,36973
WILLIAMSON,Attorney General,,Ken Paxton,REP,59998
WILLIAMSON,Attorney General,,OTHER,OTH,5899
WILSON,Attorney General,,Sam Houston,DEM,2526
WILSON,Attorney General,,Ken Paxton,REP,7454
WILSON,Attorney General,,OTHER,OTH,289
WINKLER,Attorney General,,Sam Houston,DEM,184
WINKLER,Attorney General,,Ken Paxton,REP,747
WINKLER,Attorney General,,OTHER,OTH,26
WISE,Attorney General,,Sam Houston,DEM,2020
WISE,Attorney General,,Ken Paxton,REP,10171
WISE,Attorney General,,OTHER,OTH,334
WOOD,Attorney General,,Sam Houston,DEM,1464
WOOD,Attorney General,,Ken Paxton,REP,9638
WOOD,Attorney General,,OTHER,OTH,203
YOAKUM,Attorney General,,Sam Houston,DEM,123
YOAKUM,Attorney General,,Ken Paxton,REP,981
YOAKUM,Attorney General,,OTHER,OTH,18
YOUNG,Attorney General,,Sam Houston,DEM,687
YOUNG,Attorney General,,Ken Paxton,REP,4444
YOUNG,Attorney General,,OTHER,OTH,140
ZAPATA,Attorney General,,Sam Houston,DEM,806
ZAPATA,Attorney General,,Ken Paxton,REP,290
ZAPATA,Attorney General,,OTHER,OTH,34
ZAVALA,Attorney General,,Sam Houston,DEM,1077
ZAVALA,Attorney General,,Ken Paxton,REP,287
ZAVALA,Attorney General,,OTHER,OTH,58
