county,office,district,candidate,party,votes
LIBERTY,Commissioner of Agriculture,,Sid Miller,REP,9138
LIBERTY,Commissioner of Agriculture,,OTHER,OTH,416
LIMESTONE,Commissioner of Agriculture,,Jim Hogan,DEM,1045
LIMESTONE,Commissioner of Agriculture,,Sid Miller,REP,3073
LIMESTONE,Commissioner of Agriculture,,OTHER,OTH,118
LIPSCOMB,Commissioner of Agriculture,,Jim Hogan,DEM,84
LIPSCOMB,Commissioner of Agriculture,,Sid Miller,REP,715
LIPSCOMB,Commissioner of Agriculture,,OTHER,OTH,27
LIVE OAK,Commissioner of Agriculture,,Jim Hogan,DEM,405
LIVE OAK,Commissioner of Agriculture,,Sid Miller,REP,1930
LIVE OAK,Commissioner of Agriculture,,OTHER,OTH,81
LLANO,Commissioner of Agriculture,,Jim Hogan,DEM,1220
LLANO,Commissioner of Agriculture,,Sid Miller,REP,5472
LLANO,Commissioner of Agriculture,,OTHER,OTH,298
LOVING,Commissioner of Agriculture,,Jim Hogan,DEM,8
LOVING,Commissioner of Agriculture,,Sid Miller,REP,31
LOVING,Commissioner of Agriculture,,OTHER,OTH,1
LUBBOCK,Commissioner of Agriculture,,Jim Hogan,DEM,10281
LUBBOCK,Commissioner of Agriculture,,Sid Miller,REP,34311
LUBBOCK,Commissioner of Agriculture,,OTHER,OTH,1889
LYNN,Commissioner of Agriculture,,Jim Hogan,DEM,236
LYNN,Commissioner of Agriculture,,Sid Miller,REP,883
LYNN,Commissioner of Agriculture,,OTHER,OTH,39
MADISON,Commissioner of Agriculture,,Jim Hogan,DEM,481
MADISON,Commissioner of Agriculture,,Sid Miller,REP,1864
MADISON,Commissioner of Agriculture,,OTHER,OTH,52
MARION,Commissioner of Agriculture,,Jim Hogan,DEM,710
MARION,Commissioner of Agriculture,,Sid Miller,REP,1430
MARION,Commissioner of Agriculture,,OTHER,OTH,73
MARTIN,Commissioner of Agriculture,,Jim Hogan,DEM,166
MARTIN,Commissioner of Agriculture,,Sid Miller,REP,903
MARTIN,Commissioner of Agriculture,,OTHER,OTH,40
MASON,Commissioner of Agriculture,,Jim Hogan,DEM,226
MASON,Commissioner of Agriculture,,Sid Miller,REP,1053
MASON,Commissioner of Agriculture,,OTHER,OTH,68
MATAGORDA,Commissioner of Agriculture,,Jim Hogan,DEM,2074
MATAGORDA,Commissioner of Agriculture,,Sid Miller,REP,4446
MATAGORDA,Commissioner of Agriculture,,OTHER,OTH,257
MAVERICK,Commissioner of Agriculture,,Jim Hogan,DEM,3666
MAVERICK,Commissioner of Agriculture,,Sid Miller,REP,1084
MAVERICK,Commissioner of Agriculture,,OTHER,OTH,317
MCCULLOCH,Commissioner of Agriculture,,Jim Hogan,DEM,236
MCCULLOCH,Commissioner of Agriculture,,Sid Miller,REP,1419
MCCULLOCH,Commissioner of Agriculture,,OTHER,OTH,66
MCLENNAN,Commissioner of Agriculture,,Jim Hogan,DEM,12823
MCLENNAN,Commissioner of Agriculture,,Sid Miller,REP,28954
MCLENNAN,Commissioner of Agriculture,,OTHER,OTH,1633
MCMULLEN,Commissioner of Agriculture,,Jim Hogan,DEM,36
MCMULLEN,Commissioner of Agriculture,,Sid Miller,REP,198
MCMULLEN,Commissioner of Agriculture,,OTHER,OTH,4
MEDINA,Commissioner of Agriculture,,Jim Hogan,DEM,2296
MEDINA,Commissioner of Agriculture,,Sid Miller,REP,6963
MEDINA,Commissioner of Agriculture,,OTHER,OTH,456
MENARD,Commissioner of Agriculture,,Jim Hogan,DEM,62
MENARD,Commissioner of Agriculture,,Sid Miller,REP,389
MENARD,Commissioner of Agriculture,,OTHER,OTH,16
MIDLAND,Commissioner of Agriculture,,Jim Hogan,DEM,2917
MIDLAND,Commissioner of Agriculture,,Sid Miller,REP,19417
MIDLAND,Commissioner of Agriculture,,OTHER,OTH,877
MILAM,Commissioner of Agriculture,,Jim Hogan,DEM,1354
MILAM,Commissioner of Agriculture,,Sid Miller,REP,3304
MILAM,Commissioner of Agriculture,,OTHER,OTH,191
MILLS,Commissioner of Agriculture,,Jim Hogan,DEM,188
MILLS,Commissioner of Agriculture,,Sid Miller,REP,1090
MILLS,Commissioner of Agriculture,,OTHER,OTH,56
MITCHELL,Commissioner of Agriculture,,Jim Hogan,DEM,240
MITCHELL,Commissioner of Agriculture,,Sid Miller,REP,889
MITCHELL,Commissioner of Agriculture,,OTHER,OTH,36
MONTAGUE,Commissioner of Agriculture,,Jim Hogan,DEM,902
MONTAGUE,Commissioner of Agriculture,,Sid Miller,REP,5443
MONTAGUE,Commissioner of Agriculture,,OTHER,OTH,259
MONTGOMERY,Commissioner of Agriculture,,Jim Hogan,DEM,16458
MONTGOMERY,Commissioner of Agriculture,,Sid Miller,REP,83445
MONTGOMERY,Commissioner of Agriculture,,OTHER,OTH,3747
MOORE,Commissioner of Agriculture,,Jim Hogan,DEM,322
MOORE,Commissioner of Agriculture,,Sid Miller,REP,2314
MOORE,Commissioner of Agriculture,,OTHER,OTH,101
MORRIS,Commissioner of Agriculture,,Jim Hogan,DEM,1081
MORRIS,Commissioner of Agriculture,,Sid Miller,REP,1815
MORRIS,Commissioner of Agriculture,,OTHER,OTH,94
MOTLEY,Commissioner of Agriculture,,Jim Hogan,DEM,22
MOTLEY,Commissioner of Agriculture,,Sid Miller,REP,320
MOTLEY,Commissioner of Agriculture,,OTHER,OTH,9
NACOGDOCHES,Commissioner of Agriculture,,Jim Hogan,DEM,2763
NACOGDOCHES,Commissioner of Agriculture,,Sid Miller,REP,8517
NACOGDOCHES,Commissioner of Agriculture,,OTHER,OTH,414
NAVARRO,Commissioner of Agriculture,,Jim Hogan,DEM,2244
NAVARRO,Commissioner of Agriculture,,Sid Miller,REP,6849
NAVARRO,Commissioner of Agriculture,,OTHER,OTH,267
NEWTON,Commissioner of Agriculture,,Jim Hogan,DEM,859
NEWTON,Commissioner of Agriculture,,Sid Miller,REP,1864
NEWTON,Commissioner of Agriculture,,OTHER,OTH,90
NOLAN,Commissioner of Agriculture,,Jim Hogan,DEM,575
NOLAN,Commissioner of Agriculture,,Sid Miller,REP,1813
NOLAN,Commissioner of Agriculture,,OTHER,OTH,157
NUECES,Commissioner of Agriculture,,Jim Hogan,DEM,23694
NUECES,Commissioner of Agriculture,,Sid Miller,REP,28600
NUECES,Commissioner of Agriculture,,OTHER,OTH,2929
OCHILTREE,Commissioner of Agriculture,,Jim Hogan,DEM,74
OCHILTREE,Commissioner of Agriculture,,Sid Miller,REP,1428
OCHILTREE,Commissioner of Agriculture,,OTHER,OTH,49
OLDHAM,Commissioner of Agriculture,,Jim Hogan,DEM,41
OLDHAM,Commissioner of Agriculture,,Sid Miller,REP,491
OLDHAM,Commissioner of Agriculture,,OTHER,OTH,15
ORANGE,Commissioner of Agriculture,,Jim Hogan,DEM,3988
ORANGE,Commissioner of Agriculture,,Sid Miller,REP,12323
ORANGE,Commissioner of Agriculture,,OTHER,OTH,558
PALO PINTO,Commissioner of Agriculture,,Jim Hogan,DEM,1023
PALO PINTO,Commissioner of Agriculture,,Sid Miller,REP,4332
PALO PINTO,Commissioner of Agriculture,,OTHER,OTH,225
PANOLA,Commissioner of Agriculture,,Jim Hogan,DEM,1122
PANOLA,Commissioner of Agriculture,,Sid Miller,REP,4440
PANOLA,Commissioner of Agriculture,,OTHER,OTH,133
PARKER,Commissioner of Agriculture,,Jim Hogan,DEM,4867
PARKER,Commissioner of Agriculture,,Sid Miller,REP,25278
PARKER,Commissioner of Agriculture,,OTHER,OTH,1296
PARMER,Commissioner of Agriculture,,Jim Hogan,DEM,158
PARMER,Commissioner of Agriculture,,Sid Miller,REP,1190
PARMER,Commissioner of Agriculture,,OTHER,OTH,37
PECOS,Commissioner of Agriculture,,Jim Hogan,DEM,1118
PECOS,Commissioner of Agriculture,,Sid Miller,REP,1574
PECOS,Commissioner of Agriculture,,OTHER,OTH,150
POLK,Commissioner of Agriculture,,Jim Hogan,DEM,2138
POLK,Commissioner of Agriculture,,Sid Miller,REP,7509
POLK,Commissioner of Agriculture,,OTHER,OTH,529
POTTER,Commissioner of Agriculture,,Jim Hogan,DEM,2787
POTTER,Commissioner of Agriculture,,Sid Miller,REP,10160
POTTER,Commissioner of Agriculture,,OTHER,OTH,657
PRESIDIO,Commissioner of Agriculture,,Jim Hogan,DEM,585
PRESIDIO,Commissioner of Agriculture,,Sid Miller,REP,253
PRESIDIO,Commissioner of Agriculture,,OTHER,OTH,62
RAINS,Commissioner of Agriculture,,Jim Hogan,DEM,413
RAINS,Commissioner of Agriculture,,Sid Miller,REP,1905
RAINS,Commissioner of Agriculture,,OTHER,OTH,87
RANDALL,Commissioner of Agriculture,,Jim Hogan,DEM,3369
RANDALL,Commissioner of Agriculture,,Sid Miller,REP,23443
RANDALL,Commissioner of Agriculture,,OTHER,OTH,1054
REAGAN,Commissioner of Agriculture,,Jim Hogan,DEM,71
REAGAN,Commissioner of Agriculture,,Sid Miller,REP,391
REAGAN,Commissioner of Agriculture,,OTHER,OTH,19
REAL,Commissioner of Agriculture,,Jim Hogan,DEM,146
REAL,Commissioner of Agriculture,,Sid Miller,REP,818
REAL,Commissioner of Agriculture,,OTHER,OTH,47
RED RIVER,Commissioner of Agriculture,,Jim Hogan,DEM,721
RED RIVER,Commissioner of Agriculture,,Sid Miller,REP,1826
RED RIVER,Commissioner of Agriculture,,OTHER,OTH,75
REEVES,Commissioner of Agriculture,,Jim Hogan,DEM,598
REEVES,Commissioner of Agriculture,,Sid Miller,REP,573
REEVES,Commissioner of Agriculture,,OTHER,OTH,52
REFUGIO,Commissioner of Agriculture,,Jim Hogan,DEM,776
REFUGIO,Commissioner of Agriculture,,Sid Miller,REP,1094
REFUGIO,Commissioner of Agriculture,,OTHER,OTH,77
ROBERTS,Commissioner of Agriculture,,Jim Hogan,DEM,21
ROBERTS,Commissioner of Agriculture,,Sid Miller,REP,301
ROBERTS,Commissioner of Agriculture,,OTHER,OTH,11
ROBERTSON,Commissioner of Agriculture,,Jim Hogan,DEM,1963
ROBERTSON,Commissioner of Agriculture,,Sid Miller,REP,2781
ROBERTSON,Commissioner of Agriculture,,OTHER,OTH,144
ROCKWALL,Commissioner of Agriculture,,Jim Hogan,DEM,4050
ROCKWALL,Commissioner of Agriculture,,Sid Miller,REP,15874
ROCKWALL,Commissioner of Agriculture,,OTHER,OTH,721
RUNNELS,Commissioner of Agriculture,,Jim Hogan,DEM,278
RUNNELS,Commissioner of Agriculture,,Sid Miller,REP,1910
RUNNELS,Commissioner of Agriculture,,OTHER,OTH,76
RUSK,Commissioner of Agriculture,,Jim Hogan,DEM,1958
RUSK,Commissioner of Agriculture,,Sid Miller,REP,8097
RUSK,Commissioner of Agriculture,,OTHER,OTH,266
SABINE,Commissioner of Agriculture,,Jim Hogan,DEM,434
SABINE,Commissioner of Agriculture,,Sid Miller,REP,2173
SABINE,Commissioner of Agriculture,,OTHER,OTH,66
SAN AUGUSTINE,Commissioner of Agriculture,,Jim Hogan,DEM,882
SAN AUGUSTINE,Commissioner of Agriculture,,Sid Miller,REP,1598
SAN AUGUSTINE,Commissioner of Agriculture,,OTHER,OTH,84
SAN JACINTO,Commissioner of Agriculture,,Jim Hogan,DEM,1654
SAN JACINTO,Commissioner of Agriculture,,Sid Miller,REP,4262
SAN JACINTO,Commissioner of Agriculture,,OTHER,OTH,288
SAN PATRICIO,Commissioner of Agriculture,,Jim Hogan,DEM,3993
SAN PATRICIO,Commissioner of Agriculture,,Sid Miller,REP,6757
SAN PATRICIO,Commissioner of Agriculture,,OTHER,OTH,464
SAN SABA,Commissioner of Agriculture,,Jim Hogan,DEM,152
SAN SABA,Commissioner of Agriculture,,Sid Miller,REP,1216
SAN SABA,Commissioner of Agriculture,,OTHER,OTH,44
SCHLEICHER,Commissioner of Agriculture,,Jim Hogan,DEM,234
SCHLEICHER,Commissioner of Agriculture,,Sid Miller,REP,555
SCHLEICHER,Commissioner of Agriculture,,OTHER,OTH,28
SCURRY,Commissioner of Agriculture,,Jim Hogan,DEM,379
SCURRY,Commissioner of Agriculture,,Sid Miller,REP,2361
SCURRY,Commissioner of Agriculture,,OTHER,OTH,74
SHACKELFORD,Commissioner of Agriculture,,Jim Hogan,DEM,59
SHACKELFORD,Commissioner of Agriculture,,Sid Miller,REP,720
SHACKELFORD,Commissioner of Agriculture,,OTHER,OTH,17
SHELBY,Commissioner of Agriculture,,Jim Hogan,DEM,1228
SHELBY,Commissioner of Agriculture,,Sid Miller,REP,3980
SHELBY,Commissioner of Agriculture,,OTHER,OTH,105
SHERMAN,Commissioner of Agriculture,,Jim Hogan,DEM,50
SHERMAN,Commissioner of Agriculture,,Sid Miller,REP,473
SHERMAN,Commissioner of Agriculture,,OTHER,OTH,41
SMITH,Commissioner of Agriculture,,Jim Hogan,DEM,10797
SMITH,Commissioner of Agriculture,,Sid Miller,REP,35770
SMITH,Commissioner of Agriculture,,OTHER,OTH,1471
SOMERVELL,Commissioner of Agriculture,,Jim Hogan,DEM,365
SOMERVELL,Commissioner of Agriculture,,Sid Miller,REP,1765
SOMERVELL,Commissioner of Agriculture,,OTHER,OTH,81
STARR,Commissioner of Agriculture,,Jim Hogan,DEM,3953
STARR,Commissioner of Agriculture,,Sid Miller,REP,797
STARR,Commissioner of Agriculture,,OTHER,OTH,147
STEPHENS,Commissioner of Agriculture,,Jim Hogan,DEM,210
STEPHENS,Commissioner of Agriculture,,Sid Miller,REP,1649
STEPHENS,Commissioner of Agriculture,,OTHER,OTH,43
STERLING,Commissioner of Agriculture,,Jim Hogan,DEM,36
STERLING,Commissioner of Agriculture,,Sid Miller,REP,404
STERLING,Commissioner of Agriculture,,OTHER,OTH,13
STONEWALL,Commissioner of Agriculture,,Jim Hogan,DEM,107
STONEWALL,Commissioner of Agriculture,,Sid Miller,REP,243
STONEWALL,Commissioner of Agriculture,,OTHER,OTH,12
SUTTON,Commissioner of Agriculture,,Jim Hogan,DEM,106
SUTTON,Commissioner of Agriculture,,Sid Miller,REP,606
SUTTON,Commissioner of Agriculture,,OTHER,OTH,21
SWISHER,Commissioner of Agriculture,,Jim Hogan,DEM,411
SWISHER,Commissioner of Agriculture,,Sid Miller,REP,912
SWISHER,Commissioner of Agriculture,,OTHER,OTH,48
TARRANT,Commissioner of Agriculture,,Jim Hogan,DEM,139204
TARRANT,Commissioner of Agriculture,,Sid Miller,REP,209666
TARRANT,Commissioner of Agriculture,,OTHER,OTH,16083
TAYLOR,Commissioner of Agriculture,,Jim Hogan,DEM,3869
TAYLOR,Commissioner of Agriculture,,Sid Miller,REP,18135
TAYLOR,Commissioner of Agriculture,,OTHER,OTH,978
TERRELL,Commissioner of Agriculture,,Jim Hogan,DEM,142
TERRELL,Commissioner of Agriculture,,Sid Miller,REP,199
TERRELL,Commissioner of Agriculture,,OTHER,OTH,31
TERRY,Commissioner of Agriculture,,Jim Hogan,DEM,476
TERRY,Commissioner of Agriculture,,Sid Miller,REP,1636
TERRY,Commissioner of Agriculture,,OTHER,OTH,78
THROCKMORTON,Commissioner of Agriculture,,Jim Hogan,DEM,78
THROCKMORTON,Commissioner of Agriculture,,Sid Miller,REP,430
THROCKMORTON,Commissioner of Agriculture,,OTHER,OTH,11
TITUS,Commissioner of Agriculture,,Jim Hogan,DEM,1385
TITUS,Commissioner of Agriculture,,Sid Miller,REP,3482
TITUS,Commissioner of Agriculture,,OTHER,OTH,118
TOM GREEN,Commissioner of Agriculture,,Jim Hogan,DEM,3470
TOM GREEN,Commissioner of Agriculture,,Sid Miller,REP,14050
TOM GREEN,Commissioner of Agriculture,,OTHER,OTH,746
TRAVIS,Commissioner of Agriculture,,Jim Hogan,DEM,146975
TRAVIS,Commissioner of Agriculture,,Sid Miller,REP,87349
TRAVIS,Commissioner of Agriculture,,OTHER,OTH,24071
TRINITY,Commissioner of Agriculture,,Jim Hogan,DEM,1012
TRINITY,Commissioner of Agriculture,,Sid Miller,REP,2630
TRINITY,Commissioner of Agriculture,,OTHER,OTH,137
TYLER,Commissioner of Agriculture,,Jim Hogan,DEM,1037
TYLER,Commissioner of Agriculture,,Sid Miller,REP,3348
TYLER,Commissioner of Agriculture,,OTHER,OTH,186
UPSHUR,Commissioner of Agriculture,,Jim Hogan,DEM,1506
UPSHUR,Commissioner of Agriculture,,Sid Miller,REP,6740
UPSHUR,Commissioner of Agriculture,,OTHER,OTH,358
UPTON,Commissioner of Agriculture,,Jim Hogan,DEM,118
UPTON,Commissioner of Agriculture,,Sid Miller,REP,469
UPTON,Commissioner of Agriculture,,OTHER,OTH,34
UVALDE,Commissioner of Agriculture,,Jim Hogan,DEM,2050
UVALDE,Commissioner of Agriculture,,Sid Miller,REP,2720
UVALDE,Commissioner of Agriculture,,OTHER,OTH,201
VAL VERDE,Commissioner of Agriculture,,Jim Hogan,DEM,3638
VAL VERDE,Commissioner of Agriculture,,Sid Miller,REP,2882
VAL VERDE,Commissioner of Agriculture,,OTHER,OTH,346
VAN ZANDT,Commissioner of Agriculture,,Jim Hogan,DEM,1860
VAN ZANDT,Commissioner of Agriculture,,Sid Miller,REP,9418
VAN ZANDT,Commissioner of Agriculture,,OTHER,OTH,395
VICTORIA,Commissioner of Agriculture,,Jim Hogan,DEM,4292
VICTORIA,Commissioner of Agriculture,,Sid Miller,REP,11948
VICTORIA,Commissioner of Agriculture,,OTHER,OTH,564
WALKER,Commissioner of Agriculture,,Jim Hogan,DEM,3153
WALKER,Commissioner of Agriculture,,Sid Miller,REP,7388
WALKER,Commissioner of Agriculture,,OTHER,OTH,525
WALLER,Commissioner of Agriculture,,Jim Hogan,DEM,2604
WALLER,Commissioner of Agriculture,,Sid Miller,REP,6243
WALLER,Commissioner of Agriculture,,OTHER,OTH,222
WARD,Commissioner of Agriculture,,Jim Hogan,DEM,506
WARD,Commissioner of Agriculture,,Sid Miller,REP,1307
WARD,Commissioner of Agriculture,,OTHER,OTH,85
WASHINGTON,Commissioner of Agriculture,,Jim Hogan,DEM,1833
WASHINGTON,Commissioner of Agriculture,,Sid Miller,REP,6670
WASHINGTON,Commissioner of Agriculture,,OTHER,OTH,311
WEBB,Commissioner of Agriculture,,Jim Hogan,DEM,18050
WEBB,Commissioner of Agriculture,,Sid Miller,REP,5414
WEBB,Commissioner of Agriculture,,OTHER,OTH,1984
WHARTON,Commissioner of Agriculture,,Jim Hogan,DEM,2150
WHARTON,Commissioner of Agriculture,,Sid Miller,REP,5853
WHARTON,Commissioner of Agriculture,,OTHER,OTH,207
WHEELER,Commissioner of Agriculture,,Jim Hogan,DEM,133
WHEELER,Commissioner of Agriculture,,Sid Miller,REP,1108
WHEELER,Commissioner of Agriculture,,OTHER,OTH,42
WICHITA,Commissioner of Agriculture,,Jim Hogan,DEM,4897
WICHITA,Commissioner of Agriculture,,Sid Miller,REP,15201
WICHITA,Commissioner of Agriculture,,OTHER,OTH,782
WILBARGER,Commissioner of Agriculture,,Jim Hogan,DEM,591
WILBARGER,Commissioner of Agriculture,,Sid Miller,REP,1936
WILBARGER,Commissioner of Agriculture,,OTHER,OTH,81
WILLACY,Commissioner of Agriculture,,Jim Hogan,DEM,1269
WILLACY,Commissioner of Agriculture,,Sid Miller,REP,677
WILLACY,Commissioner of Agriculture,,OTHER,OTH,111
WILLIAMSON,Commissioner of Agriculture,,Jim Hogan,DEM,35326
WILLIAMSON,Commissioner of Agriculture,,Sid Miller,REP,59109
WILLIAMSON,Commissioner of Agriculture,,OTHER,OTH,7002
WILSON,Commissioner of Agriculture,,Jim Hogan,DEM,2610
WILSON,Commissioner of Agriculture,,Sid Miller,REP,7128
WILSON,Commissioner of Agriculture,,OTHER,OTH,428
WINKLER,Commissioner of Agriculture,,Jim Hogan,DEM,190
WINKLER,Commissioner of Agriculture,,Sid Miller,REP,702
WINKLER,Commissioner of Agriculture,,OTHER,OTH,42
WISE,Commissioner of Agriculture,,Jim Hogan,DEM,1974
WISE,Commissioner of Agriculture,,Sid Miller,REP,9944
WISE,Commissioner of Agriculture,,OTHER,OTH,493
WOOD,Commissioner of Agriculture,,Jim Hogan,DEM,1458
WOOD,Commissioner of Agriculture,,Sid Miller,REP,9401
WOOD,Commissioner of Agriculture,,OTHER,OTH,324
YOAKUM,Commissioner of Agriculture,,Jim Hogan,DEM,114
YOAKUM,Commissioner of Agriculture,,Sid Miller,REP,955
YOAKUM,Commissioner of Agriculture,,OTHER,OTH,36
YOUNG,Commissioner of Agriculture,,Jim Hogan,DEM,690
YOUNG,Commissioner of Agriculture,,Sid Miller,REP,4306
YOUNG,Commissioner of Agriculture,,OTHER,OTH,199
ZAPATA,Commissioner of Agriculture,,Jim Hogan,DEM,804
ZAPATA,Commissioner of Agriculture,,Sid Miller,REP,278
ZAPATA,Commissioner of Agriculture,,OTHER,OTH,34
ZAVALA,Commissioner of Agriculture,,Jim Hogan,DEM,1094
ZAVALA,Commissioner of Agriculture,,Sid Miller,REP,265
ZAVALA,Commissioner of Agriculture,,OTHER,OTH,46
