county,office,district,candidate,party,votes
CULBERSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,74
DALLAM,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,689
DALLAM,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,103
DALLAS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,189227
DALLAS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,85800
DAWSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1554
DAWSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,195
DEAF SMITH,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2092
DEAF SMITH,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,334
DELTA,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1014
DELTA,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,164
DENTON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,96522
DENTON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,29148
DEWITT,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3269
DEWITT,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,362
DICKENS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,407
DICKENS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,47
DIMMIT,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,624
DIMMIT,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,384
DONLEY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,752
DONLEY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,118
DUVAL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,704
DUVAL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,589
EASTLAND,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3250
EASTLAND,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,467
ECTOR,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,11877
ECTOR,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1729
EDWARDS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,480
EDWARDS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,114
ELLIS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,23717
ELLIS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,4198
EL PASO,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,33547
EL PASO,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,25572
ERATH,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,5882
ERATH,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,935
FALLS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2003
FALLS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,377
FANNIN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,4918
FANNIN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,788
FAYETTE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,5766
FAYETTE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,821
FISHER,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,686
FISHER,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,239
FLOYD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,901
FLOYD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,86
FOARD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,180
FOARD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,58
FORT BEND,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,79067
FORT BEND,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,21760
FRANKLIN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2119
FRANKLIN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,202
FREESTONE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3430
FREESTONE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,458
FRIO,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,894
FRIO,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,297
GAINES,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2100
GAINES,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,232
GALVESTON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,41964
GALVESTON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,10468
GARZA,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,689
GARZA,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,85
GILLESPIE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,7053
GILLESPIE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,969
GLASSCOCK,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,345
GLASSCOCK,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,21
GOLIAD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1811
GOLIAD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,351
GONZALES,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2767
GONZALES,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,416
GRAY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3285
GRAY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,275
GRAYSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,17847
GRAYSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,2995
GREGG,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,17028
GREGG,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,2348
GRIMES,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3701
GRIMES,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,561
GUADALUPE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,21787
GUADALUPE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,5359
HALE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3589
HALE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,416
HALL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,461
HALL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,53
HAMILTON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1806
HAMILTON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,318
HANSFORD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1065
HANSFORD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,74
HARDEMAN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,481
HARDEMAN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,90
HARDIN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,9780
HARDIN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,848
HARRIS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,374995
HARRIS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,120776
HARRISON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,10498
HARRISON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1599
HARTLEY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,950
HARTLEY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,93
HASKELL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,726
HASKELL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,170
HAYS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,21698
HAYS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,11216
HEMPHILL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,665
HEMPHILL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,80
HENDERSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,13176
HENDERSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1726
HIDALGO,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,30349
HIDALGO,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,19858
HILL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,6890
HILL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1052
HOCKLEY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3076
HOCKLEY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,373
HOOD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,10737
HOOD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1747
HOPKINS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,5568
HOPKINS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,818
HOUSTON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3553
HOUSTON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,403
HOWARD,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3269
HOWARD,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,593
HUDSPETH,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,231
HUDSPETH,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,103
HUNT,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,12259
HUNT,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1838
HUTCHINSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3813
HUTCHINSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,439
IRION,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,360
IRION,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,44
JACK,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1432
JACK,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,146
JACKSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2373
JACKSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,242
JASPER,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,5469
JASPER,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,651
JEFF DAVIS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,548
JEFF DAVIS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,303
JEFFERSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,27481
JEFFERSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,6477
JIM HOGG,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,196
JIM HOGG,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,161
JIM WELLS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2697
JIM WELLS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1152
JOHNSON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,22728
JOHNSON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,3610
JONES,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2395
JONES,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,676
KARNES,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1746
KARNES,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,296
KAUFMAN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,14821
KAUFMAN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,2315
KENDALL,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,9656
KENDALL,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1414
KENEDY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,58
KENEDY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,13
KENT,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,201
KENT,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,59
KERR,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,11638
KERR,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1927
KIMBLE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1029
KIMBLE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,95
KING,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,78
KING,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,9
KINNEY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,721
KINNEY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,216
KLEBERG,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3022
KLEBERG,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1360
KNOX,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,608
KNOX,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,148
LAMAR,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,7770
LAMAR,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1341
LAMB,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1728
LAMB,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,173
LAMPASAS,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3689
LAMPASAS,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,517
LA SALLE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,405
LA SALLE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,121
LAVACA,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,4138
LAVACA,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,396
LEE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3056
LEE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,571
LEON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3640
LEON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,293
LIBERTY,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,9612
LIBERTY,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1298
LIMESTONE,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,3152
LIMESTONE,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,524
LIPSCOMB,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,709
LIPSCOMB,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,77
LIVE OAK,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,2004
LIVE OAK,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,218
LLANO,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,5618
LLANO,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,800
LOVING,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,31
LOVING,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,5
LUBBOCK,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,35210
LUBBOCK,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,7336
LYNN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,877
LYNN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,152
MADISON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1931
MADISON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,186
MARION,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1491
MARION,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,229
MARTIN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,912
MARTIN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,121
MASON,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1060
MASON,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,145
MATAGORDA,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,4764
MATAGORDA,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,947
MAVERICK,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1655
MAVERICK,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,1823
MCCULLOCH,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,1394
MCCULLOCH,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,200
MCLENNAN,"Judge, Court of Criminal Appeals Place 4",,Kevin Patrick Yeary,REP,30541
MCLENNAN,"Judge, Court of Criminal Appeals Place 4",,OTHER,OTH,6771
