county,office,district,candidate,party,votes
BEE,Comptroller of Public Accounts,,Glenn Hegar,REP,2708
BEE,Comptroller of Public Accounts,,OTHER,OTH,195
BELL,Comptroller of Public Accounts,,Mike Collier,DEM,14097
BELL,Comptroller of Public Accounts,,Glenn Hegar,REP,27258
BELL,Comptroller of Public Accounts,,OTHER,OTH,1831
BEXAR,Comptroller of Public Accounts,,Mike Collier,DEM,136751
BEXAR,Comptroller of Public Accounts,,Glenn Hegar,REP,143280
BEXAR,Comptroller of Public Accounts,,OTHER,OTH,13145
BLANCO,Comptroller of Public Accounts,,Mike Collier,DEM,790
BLANCO,Comptroller of Public Accounts,,Glenn Hegar,REP,2544
BLANCO,Comptroller of Public Accounts,,OTHER,OTH,220
BORDEN,Comptroller of Public Accounts,,Mike Collier,DEM,21
BORDEN,Comptroller of Public Accounts,,Glenn Hegar,REP,222
BORDEN,Comptroller of Public Accounts,,OTHER,OTH,6
BOSQUE,Comptroller of Public Accounts,,Mike Collier,DEM,877
BOSQUE,Comptroller of Public Accounts,,Glenn Hegar,REP,3720
BOSQUE,Comptroller of Public Accounts,,OTHER,OTH,190
BOWIE,Comptroller of Public Accounts,,Mike Collier,DEM,5613
BOWIE,Comptroller of Public Accounts,,Glenn Hegar,REP,14290
BOWIE,Comptroller of Public Accounts,,OTHER,OTH,815
BRAZORIA,Comptroller of Public Accounts,,Mike Collier,DEM,18771
BRAZORIA,Comptroller of Public Accounts,,Glenn Hegar,REP,40436
BRAZORIA,Comptroller of Public Accounts,,OTHER,OTH,2180
BRAZOS,Comptroller of Public Accounts,,Mike Collier,DEM,8518
BRAZOS,Comptroller of Public Accounts,,Glenn Hegar,REP,20733
BRAZOS,Comptroller of Public Accounts,,OTHER,OTH,1458
BREWSTER,Comptroller of Public Accounts,,Mike Collier,DEM,1261
BREWSTER,Comptroller of Public Accounts,,Glenn Hegar,REP,1329
BREWSTER,Comptroller of Public Accounts,,OTHER,OTH,223
BRISCOE,Comptroller of Public Accounts,,Mike Collier,DEM,80
BRISCOE,Comptroller of Public Accounts,,Glenn Hegar,REP,400
BRISCOE,Comptroller of Public Accounts,,OTHER,OTH,14
BROOKS,Comptroller of Public Accounts,,Mike Collier,DEM,1450
BROOKS,Comptroller of Public Accounts,,Glenn Hegar,REP,400
BROOKS,Comptroller of Public Accounts,,OTHER,OTH,150
BROWN,Comptroller of Public Accounts,,Mike Collier,DEM,1036
BROWN,Comptroller of Public Accounts,,Glenn Hegar,REP,6768
BROWN,Comptroller of Public Accounts,,OTHER,OTH,243
BURLESON,Comptroller of Public Accounts,,Mike Collier,DEM,975
BURLESON,Comptroller of Public Accounts,,Glenn Hegar,REP,3037
BURLESON,Comptroller of Public Accounts,,OTHER,OTH,111
BURNET,Comptroller of Public Accounts,,Mike Collier,DEM,2424
BURNET,Comptroller of Public Accounts,,Glenn Hegar,REP,8763
BURNET,Comptroller of Public Accounts,,OTHER,OTH,534
CALDWELL,Comptroller of Public Accounts,,Mike Collier,DEM,3450
CALDWELL,Comptroller of Public Accounts,,Glenn Hegar,REP,4759
CALDWELL,Comptroller of Public Accounts,,OTHER,OTH,476
CALHOUN,Comptroller of Public Accounts,,Mike Collier,DEM,1261
CALHOUN,Comptroller of Public Accounts,,Glenn Hegar,REP,2584
CALHOUN,Comptroller of Public Accounts,,OTHER,OTH,155
CALLAHAN,Comptroller of Public Accounts,,Mike Collier,DEM,321
CALLAHAN,Comptroller of Public Accounts,,Glenn Hegar,REP,2489
CALLAHAN,Comptroller of Public Accounts,,OTHER,OTH,124
CAMERON,Comptroller of Public Accounts,,Mike Collier,DEM,21110
CAMERON,Comptroller of Public Accounts,,Glenn Hegar,REP,14308
CAMERON,Comptroller of Public Accounts,,OTHER,OTH,2210
CAMP,Comptroller of Public Accounts,,Mike Collier,DEM,764
CAMP,Comptroller of Public Accounts,,Glenn Hegar,REP,1720
CAMP,Comptroller of Public Accounts,,OTHER,OTH,77
CARSON,Comptroller of Public Accounts,,Mike Collier,DEM,219
CARSON,Comptroller of Public Accounts,,Glenn Hegar,REP,1515
CARSON,Comptroller of Public Accounts,,OTHER,OTH,64
CASS,Comptroller of Public Accounts,,Mike Collier,DEM,1766
CASS,Comptroller of Public Accounts,,Glenn Hegar,REP,4863
CASS,Comptroller of Public Accounts,,OTHER,OTH,209
CASTRO,Comptroller of Public Accounts,,Mike Collier,DEM,248
CASTRO,Comptroller of Public Accounts,,Glenn Hegar,REP,832
CASTRO,Comptroller of Public Accounts,,OTHER,OTH,43
CHAMBERS,Comptroller of Public Accounts,,Mike Collier,DEM,1433
CHAMBERS,Comptroller of Public Accounts,,Glenn Hegar,REP,6641
CHAMBERS,Comptroller of Public Accounts,,OTHER,OTH,240
CHEROKEE,Comptroller of Public Accounts,,Mike Collier,DEM,1964
CHEROKEE,Comptroller of Public Accounts,,Glenn Hegar,REP,7190
CHEROKEE,Comptroller of Public Accounts,,OTHER,OTH,312
CHILDRESS,Comptroller of Public Accounts,,Mike Collier,DEM,131
CHILDRESS,Comptroller of Public Accounts,,Glenn Hegar,REP,911
CHILDRESS,Comptroller of Public Accounts,,OTHER,OTH,29
CLAY,Comptroller of Public Accounts,,Mike Collier,DEM,393
CLAY,Comptroller of Public Accounts,,Glenn Hegar,REP,2241
CLAY,Comptroller of Public Accounts,,OTHER,OTH,104
COCHRAN,Comptroller of Public Accounts,,Mike Collier,DEM,77
COCHRAN,Comptroller of Public Accounts,,Glenn Hegar,REP,384
COCHRAN,Comptroller of Public Accounts,,OTHER,OTH,19
COKE,Comptroller of Public Accounts,,Mike Collier,DEM,89
COKE,Comptroller of Public Accounts,,Glenn Hegar,REP,633
COKE,Comptroller of Public Accounts,,OTHER,OTH,28
COLEMAN,Comptroller of Public Accounts,,Mike Collier,DEM,259
COLEMAN,Comptroller of Public Accounts,,Glenn Hegar,REP,1862
COLEMAN,Comptroller of Public Accounts,,OTHER,OTH,62
COLLIN,Comptroller of Public Accounts,,Mike Collier,DEM,52492
COLLIN,Comptroller of Public Accounts,,Glenn Hegar,REP,113744
COLLIN,Comptroller of Public Accounts,,OTHER,OTH,6567
COLLINGSWORTH,Comptroller of Public Accounts,,Mike Collier,DEM,143
COLLINGSWORTH,Comptroller of Public Accounts,,Glenn Hegar,REP,575
COLLINGSWORTH,Comptroller of Public Accounts,,OTHER,OTH,31
COLORADO,Comptroller of Public Accounts,,Mike Collier,DEM,1066
COLORADO,Comptroller of Public Accounts,,Glenn Hegar,REP,3892
COLORADO,Comptroller of Public Accounts,,OTHER,OTH,115
COMAL,Comptroller of Public Accounts,,Mike Collier,DEM,6683
COMAL,Comptroller of Public Accounts,,Glenn Hegar,REP,26120
COMAL,Comptroller of Public Accounts,,OTHER,OTH,1506
COMANCHE,Comptroller of Public Accounts,,Mike Collier,DEM,536
COMANCHE,Comptroller of Public Accounts,,Glenn Hegar,REP,2374
COMANCHE,Comptroller of Public Accounts,,OTHER,OTH,109
CONCHO,Comptroller of Public Accounts,,Mike Collier,DEM,81
CONCHO,Comptroller of Public Accounts,,Glenn Hegar,REP,480
CONCHO,Comptroller of Public Accounts,,OTHER,OTH,22
COOKE,Comptroller of Public Accounts,,Mike Collier,DEM,1198
COOKE,Comptroller of Public Accounts,,Glenn Hegar,REP,7157
COOKE,Comptroller of Public Accounts,,OTHER,OTH,289
CORYELL,Comptroller of Public Accounts,,Mike Collier,DEM,2037
CORYELL,Comptroller of Public Accounts,,Glenn Hegar,REP,6098
CORYELL,Comptroller of Public Accounts,,OTHER,OTH,392
COTTLE,Comptroller of Public Accounts,,Mike Collier,DEM,50
COTTLE,Comptroller of Public Accounts,,Glenn Hegar,REP,276
COTTLE,Comptroller of Public Accounts,,OTHER,OTH,12
CRANE,Comptroller of Public Accounts,,Mike Collier,DEM,160
CRANE,Comptroller of Public Accounts,,Glenn Hegar,REP,618
CRANE,Comptroller of Public Accounts,,OTHER,OTH,36
CROCKETT,Comptroller of Public Accounts,,Mike Collier,DEM,210
CROCKETT,Comptroller of Public Accounts,,Glenn Hegar,REP,538
CROCKETT,Comptroller of Public Accounts,,OTHER,OTH,34
CROSBY,Comptroller of Public Accounts,,Mike Collier,DEM,299
CROSBY,Comptroller of Public Accounts,,Glenn Hegar,REP,680
CROSBY,Comptroller of Public Accounts,,OTHER,OTH,30
CULBERSON,Comptroller of Public Accounts,,Mike Collier,DEM,132
CULBERSON,Comptroller of Public Accounts,,Glenn Hegar,REP,133
CULBERSON,Comptroller of Public Accounts,,OTHER,OTH,26
DALLAM,Comptroller of Public Accounts,,Mike Collier,DEM,100
DALLAM,Comptroller of Public Accounts,,Glenn Hegar,REP,682
DALLAM,Comptroller of Public Accounts,,OTHER,OTH,39
DALLAS,Comptroller of Public Accounts,,Mike Collier,DEM,211116
DALLAS,Comptroller of Public Accounts,,Glenn Hegar,REP,172907
DALLAS,Comptroller of Public Accounts,,OTHER,OTH,13638
DAWSON,Comptroller of Public Accounts,,Mike Collier,DEM,395
DAWSON,Comptroller of Public Accounts,,Glenn Hegar,REP,1505
DAWSON,Comptroller of Public Accounts,,OTHER,OTH,53
DEAF SMITH,Comptroller of Public Accounts,,Mike Collier,DEM,536
DEAF SMITH,Comptroller of Public Accounts,,Glenn Hegar,REP,2049
DEAF SMITH,Comptroller of Public Accounts,,OTHER,OTH,77
DELTA,Comptroller of Public Accounts,,Mike Collier,DEM,320
DELTA,Comptroller of Public Accounts,,Glenn Hegar,REP,957
DELTA,Comptroller of Public Accounts,,OTHER,OTH,60
DENTON,Comptroller of Public Accounts,,Mike Collier,DEM,42367
DENTON,Comptroller of Public Accounts,,Glenn Hegar,REP,92237
DENTON,Comptroller of Public Accounts,,OTHER,OTH,6892
DEWITT,Comptroller of Public Accounts,,Mike Collier,DEM,569
DEWITT,Comptroller of Public Accounts,,Glenn Hegar,REP,3308
DEWITT,Comptroller of Public Accounts,,OTHER,OTH,87
DICKENS,Comptroller of Public Accounts,,Mike Collier,DEM,76
DICKENS,Comptroller of Public Accounts,,Glenn Hegar,REP,405
DICKENS,Comptroller of Public Accounts,,OTHER,OTH,21
DIMMIT,Comptroller of Public Accounts,,Mike Collier,DEM,1194
DIMMIT,Comptroller of Public Accounts,,Glenn Hegar,REP,490
DIMMIT,Comptroller of Public Accounts,,OTHER,OTH,72
DONLEY,Comptroller of Public Accounts,,Mike Collier,DEM,118
DONLEY,Comptroller of Public Accounts,,Glenn Hegar,REP,748
DONLEY,Comptroller of Public Accounts,,OTHER,OTH,46
DUVAL,Comptroller of Public Accounts,,Mike Collier,DEM,2308
DUVAL,Comptroller of Public Accounts,,Glenn Hegar,REP,528
DUVAL,Comptroller of Public Accounts,,OTHER,OTH,130
EASTLAND,Comptroller of Public Accounts,,Mike Collier,DEM,459
EASTLAND,Comptroller of Public Accounts,,Glenn Hegar,REP,3313
EASTLAND,Comptroller of Public Accounts,,OTHER,OTH,121
ECTOR,Comptroller of Public Accounts,,Mike Collier,DEM,2663
ECTOR,Comptroller of Public Accounts,,Glenn Hegar,REP,11601
ECTOR,Comptroller of Public Accounts,,OTHER,OTH,499
EDWARDS,Comptroller of Public Accounts,,Mike Collier,DEM,180
EDWARDS,Comptroller of Public Accounts,,Glenn Hegar,REP,487
EDWARDS,Comptroller of Public Accounts,,OTHER,OTH,37
ELLIS,Comptroller of Public Accounts,,Mike Collier,DEM,7417
ELLIS,Comptroller of Public Accounts,,Glenn Hegar,REP,22868
ELLIS,Comptroller of Public Accounts,,OTHER,OTH,1188
EL PASO,Comptroller of Public Accounts,,Mike Collier,DEM,44991
EL PASO,Comptroller of Public Accounts,,Glenn Hegar,REP,28151
EL PASO,Comptroller of Public Accounts,,OTHER,OTH,4830
ERATH,Comptroller of Public Accounts,,Mike Collier,DEM,1216
ERATH,Comptroller of Public Accounts,,Glenn Hegar,REP,5790
ERATH,Comptroller of Public Accounts,,OTHER,OTH,252
FALLS,Comptroller of Public Accounts,,Mike Collier,DEM,933
FALLS,Comptroller of Public Accounts,,Glenn Hegar,REP,1937
FALLS,Comptroller of Public Accounts,,OTHER,OTH,81
FANNIN,Comptroller of Public Accounts,,Mike Collier,DEM,1356
FANNIN,Comptroller of Public Accounts,,Glenn Hegar,REP,4738
FANNIN,Comptroller of Public Accounts,,OTHER,OTH,253
FAYETTE,Comptroller of Public Accounts,,Mike Collier,DEM,1308
FAYETTE,Comptroller of Public Accounts,,Glenn Hegar,REP,5882
FAYETTE,Comptroller of Public Accounts,,OTHER,OTH,195
FISHER,Comptroller of Public Accounts,,Mike Collier,DEM,417
FISHER,Comptroller of Public Accounts,,Glenn Hegar,REP,697
FISHER,Comptroller of Public Accounts,,OTHER,OTH,41
FLOYD,Comptroller of Public Accounts,,Mike Collier,DEM,159
FLOYD,Comptroller of Public Accounts,,Glenn Hegar,REP,882
FLOYD,Comptroller of Public Accounts,,OTHER,OTH,22
FOARD,Comptroller of Public Accounts,,Mike Collier,DEM,116
FOARD,Comptroller of Public Accounts,,Glenn Hegar,REP,173
FOARD,Comptroller of Public Accounts,,OTHER,OTH,4
FORT BEND,Comptroller of Public Accounts,,Mike Collier,DEM,54154
FORT BEND,Comptroller of Public Accounts,,Glenn Hegar,REP,73852
FORT BEND,Comptroller of Public Accounts,,OTHER,OTH,3081
FRANKLIN,Comptroller of Public Accounts,,Mike Collier,DEM,371
FRANKLIN,Comptroller of Public Accounts,,Glenn Hegar,REP,2071
FRANKLIN,Comptroller of Public Accounts,,OTHER,OTH,84
FREESTONE,Comptroller of Public Accounts,,Mike Collier,DEM,898
FREESTONE,Comptroller of Public Accounts,,Glenn Hegar,REP,3345
FREESTONE,Comptroller of Public Accounts,,OTHER,OTH,133
FRIO,Comptroller of Public Accounts,,Mike Collier,DEM,924
FRIO,Comptroller of Public Accounts,,Glenn Hegar,REP,812
FRIO,Comptroller of Public Accounts,,OTHER,OTH,59
GAINES,Comptroller of Public Accounts,,Mike Collier,DEM,288
GAINES,Comptroller of Public Accounts,,Glenn Hegar,REP,2083
GAINES,Comptroller of Public Accounts,,OTHER,OTH,72
GALVESTON,Comptroller of Public Accounts,,Mike Collier,DEM,22111
GALVESTON,Comptroller of Public Accounts,,Glenn Hegar,REP,39511
GALVESTON,Comptroller of Public Accounts,,OTHER,OTH,2423
GARZA,Comptroller of Public Accounts,,Mike Collier,DEM,114
GARZA,Comptroller of Public Accounts,,Glenn Hegar,REP,676
GARZA,Comptroller of Public Accounts,,OTHER,OTH,28
GILLESPIE,Comptroller of Public Accounts,,Mike Collier,DEM,1381
GILLESPIE,Comptroller of Public Accounts,,Glenn Hegar,REP,6934
GILLESPIE,Comptroller of Public Accounts,,OTHER,OTH,375
GLASSCOCK,Comptroller of Public Accounts,,Mike Collier,DEM,20
GLASSCOCK,Comptroller of Public Accounts,,Glenn Hegar,REP,354
GLASSCOCK,Comptroller of Public Accounts,,OTHER,OTH,8
GOLIAD,Comptroller of Public Accounts,,Mike Collier,DEM,789
GOLIAD,Comptroller of Public Accounts,,Glenn Hegar,REP,1823
GOLIAD,Comptroller of Public Accounts,,OTHER,OTH,67
GONZALES,Comptroller of Public Accounts,,Mike Collier,DEM,764
GONZALES,Comptroller of Public Accounts,,Glenn Hegar,REP,2738
GONZALES,Comptroller of Public Accounts,,OTHER,OTH,102
GRAY,Comptroller of Public Accounts,,Mike Collier,DEM,277
GRAY,Comptroller of Public Accounts,,Glenn Hegar,REP,3280
GRAY,Comptroller of Public Accounts,,OTHER,OTH,126
GRAYSON,Comptroller of Public Accounts,,Mike Collier,DEM,5009
GRAYSON,Comptroller of Public Accounts,,Glenn Hegar,REP,17262
GRAYSON,Comptroller of Public Accounts,,OTHER,OTH,875
GREGG,Comptroller of Public Accounts,,Mike Collier,DEM,5908
GREGG,Comptroller of Public Accounts,,Glenn Hegar,REP,16449
GREGG,Comptroller of Public Accounts,,OTHER,OTH,587
GRIMES,Comptroller of Public Accounts,,Mike Collier,DEM,1101
GRIMES,Comptroller of Public Accounts,,Glenn Hegar,REP,3610
GRIMES,Comptroller of Public Accounts,,OTHER,OTH,187
GUADALUPE,Comptroller of Public Accounts,,Mike Collier,DEM,7987
GUADALUPE,Comptroller of Public Accounts,,Glenn Hegar,REP,20755
GUADALUPE,Comptroller of Public Accounts,,OTHER,OTH,1217
HALE,Comptroller of Public Accounts,,Mike Collier,DEM,656
HALE,Comptroller of Public Accounts,,Glenn Hegar,REP,3500
HALE,Comptroller of Public Accounts,,OTHER,OTH,116
HALL,Comptroller of Public Accounts,,Mike Collier,DEM,91
HALL,Comptroller of Public Accounts,,Glenn Hegar,REP,453
HALL,Comptroller of Public Accounts,,OTHER,OTH,12
HAMILTON,Comptroller of Public Accounts,,Mike Collier,DEM,462
HAMILTON,Comptroller of Public Accounts,,Glenn Hegar,REP,1774
HAMILTON,Comptroller of Public Accounts,,OTHER,OTH,82
HANSFORD,Comptroller of Public Accounts,,Mike Collier,DEM,57
HANSFORD,Comptroller of Public Accounts,,Glenn Hegar,REP,1074
HANSFORD,Comptroller of Public Accounts,,OTHER,OTH,37
HARDEMAN,Comptroller of Public Accounts,,Mike Collier,DEM,146
HARDEMAN,Comptroller of Public Accounts,,Glenn Hegar,REP,483
HARDEMAN,Comptroller of Public Accounts,,OTHER,OTH,15
HARDIN,Comptroller of Public Accounts,,Mike Collier,DEM,1667
HARDIN,Comptroller of Public Accounts,,Glenn Hegar,REP,9340
HARDIN,Comptroller of Public Accounts,,OTHER,OTH,309
HARRIS,Comptroller of Public Accounts,,Mike Collier,DEM,307588
HARRIS,Comptroller of Public Accounts,,Glenn Hegar,REP,344535
HARRIS,Comptroller of Public Accounts,,OTHER,OTH,19412
HARRISON,Comptroller of Public Accounts,,Mike Collier,DEM,4109
HARRISON,Comptroller of Public Accounts,,Glenn Hegar,REP,9911
HARRISON,Comptroller of Public Accounts,,OTHER,OTH,408
HARTLEY,Comptroller of Public Accounts,,Mike Collier,DEM,95
HARTLEY,Comptroller of Public Accounts,,Glenn Hegar,REP,961
HARTLEY,Comptroller of Public Accounts,,OTHER,OTH,29
HASKELL,Comptroller of Public Accounts,,Mike Collier,DEM,292
HASKELL,Comptroller of Public Accounts,,Glenn Hegar,REP,695
HASKELL,Comptroller of Public Accounts,,OTHER,OTH,28
HAYS,Comptroller of Public Accounts,,Mike Collier,DEM,15928
HAYS,Comptroller of Public Accounts,,Glenn Hegar,REP,20226
HAYS,Comptroller of Public Accounts,,OTHER,OTH,2541
HEMPHILL,Comptroller of Public Accounts,,Mike Collier,DEM,75
HEMPHILL,Comptroller of Public Accounts,,Glenn Hegar,REP,681
HEMPHILL,Comptroller of Public Accounts,,OTHER,OTH,31
HENDERSON,Comptroller of Public Accounts,,Mike Collier,DEM,3497
HENDERSON,Comptroller of Public Accounts,,Glenn Hegar,REP,12808
HENDERSON,Comptroller of Public Accounts,,OTHER,OTH,570
HIDALGO,Comptroller of Public Accounts,,Mike Collier,DEM,49236
HIDALGO,Comptroller of Public Accounts,,Glenn Hegar,REP,24104
HIDALGO,Comptroller of Public Accounts,,OTHER,OTH,3492
HILL,Comptroller of Public Accounts,,Mike Collier,DEM,1803
HILL,Comptroller of Public Accounts,,Glenn Hegar,REP,6652
HILL,Comptroller of Public Accounts,,OTHER,OTH,267
HOCKLEY,Comptroller of Public Accounts,,Mike Collier,DEM,485
HOCKLEY,Comptroller of Public Accounts,,Glenn Hegar,REP,3035
HOCKLEY,Comptroller of Public Accounts,,OTHER,OTH,111
HOOD,Comptroller of Public Accounts,,Mike Collier,DEM,2319
HOOD,Comptroller of Public Accounts,,Glenn Hegar,REP,10616
HOOD,Comptroller of Public Accounts,,OTHER,OTH,485
HOPKINS,Comptroller of Public Accounts,,Mike Collier,DEM,1725
HOPKINS,Comptroller of Public Accounts,,Glenn Hegar,REP,5386
HOPKINS,Comptroller of Public Accounts,,OTHER,OTH,236
HOUSTON,Comptroller of Public Accounts,,Mike Collier,DEM,970
HOUSTON,Comptroller of Public Accounts,,Glenn Hegar,REP,3494
HOUSTON,Comptroller of Public Accounts,,OTHER,OTH,115
HOWARD,Comptroller of Public Accounts,,Mike Collier,DEM,784
HOWARD,Comptroller of Public Accounts,,Glenn Hegar,REP,3260
HOWARD,Comptroller of Public Accounts,,OTHER,OTH,151
HUDSPETH,Comptroller of Public Accounts,,Mike Collier,DEM,149
HUDSPETH,Comptroller of Public Accounts,,Glenn Hegar,REP,216
HUDSPETH,Comptroller of Public Accounts,,OTHER,OTH,36
HUNT,Comptroller of Public Accounts,,Mike Collier,DEM,3326
HUNT,Comptroller of Public Accounts,,Glenn Hegar,REP,11930
HUNT,Comptroller of Public Accounts,,OTHER,OTH,670
HUTCHINSON,Comptroller of Public Accounts,,Mike Collier,DEM,462
HUTCHINSON,Comptroller of Public Accounts,,Glenn Hegar,REP,3829
HUTCHINSON,Comptroller of Public Accounts,,OTHER,OTH,156
IRION,Comptroller of Public Accounts,,Mike Collier,DEM,51
IRION,Comptroller of Public Accounts,,Glenn Hegar,REP,360
IRION,Comptroller of Public Accounts,,OTHER,OTH,17
JACK,Comptroller of Public Accounts,,Mike Collier,DEM,223
JACK,Comptroller of Public Accounts,,Glenn Hegar,REP,1433
JACK,Comptroller of Public Accounts,,OTHER,OTH,41
JACKSON,Comptroller of Public Accounts,,Mike Collier,DEM,464
JACKSON,Comptroller of Public Accounts,,Glenn Hegar,REP,2365
JACKSON,Comptroller of Public Accounts,,OTHER,OTH,51
JASPER,Comptroller of Public Accounts,,Mike Collier,DEM,1593
JASPER,Comptroller of Public Accounts,,Glenn Hegar,REP,5203
JASPER,Comptroller of Public Accounts,,OTHER,OTH,170
JEFF DAVIS,Comptroller of Public Accounts,,Mike Collier,DEM,356
JEFF DAVIS,Comptroller of Public Accounts,,Glenn Hegar,REP,533
JEFF DAVIS,Comptroller of Public Accounts,,OTHER,OTH,74
JEFFERSON,Comptroller of Public Accounts,,Mike Collier,DEM,25908
JEFFERSON,Comptroller of Public Accounts,,Glenn Hegar,REP,25046
JEFFERSON,Comptroller of Public Accounts,,OTHER,OTH,1067
JIM HOGG,Comptroller of Public Accounts,,Mike Collier,DEM,548
JIM HOGG,Comptroller of Public Accounts,,Glenn Hegar,REP,138
JIM HOGG,Comptroller of Public Accounts,,OTHER,OTH,17
JIM WELLS,Comptroller of Public Accounts,,Mike Collier,DEM,2954
JIM WELLS,Comptroller of Public Accounts,,Glenn Hegar,REP,2335
JIM WELLS,Comptroller of Public Accounts,,OTHER,OTH,215
JOHNSON,Comptroller of Public Accounts,,Mike Collier,DEM,5466
JOHNSON,Comptroller of Public Accounts,,Glenn Hegar,REP,22228
JOHNSON,Comptroller of Public Accounts,,OTHER,OTH,1153
JONES,Comptroller of Public Accounts,,Mike Collier,DEM,611
JONES,Comptroller of Public Accounts,,Glenn Hegar,REP,2518
JONES,Comptroller of Public Accounts,,OTHER,OTH,126
KARNES,Comptroller of Public Accounts,,Mike Collier,DEM,679
KARNES,Comptroller of Public Accounts,,Glenn Hegar,REP,1629
KARNES,Comptroller of Public Accounts,,OTHER,OTH,65
KAUFMAN,Comptroller of Public Accounts,,Mike Collier,DEM,5101
KAUFMAN,Comptroller of Public Accounts,,Glenn Hegar,REP,14316
KAUFMAN,Comptroller of Public Accounts,,OTHER,OTH,671
KENDALL,Comptroller of Public Accounts,,Mike Collier,DEM,1730
KENDALL,Comptroller of Public Accounts,,Glenn Hegar,REP,9464
KENDALL,Comptroller of Public Accounts,,OTHER,OTH,459
KENEDY,Comptroller of Public Accounts,,Mike Collier,DEM,57
KENEDY,Comptroller of Public Accounts,,Glenn Hegar,REP,51
KENEDY,Comptroller of Public Accounts,,OTHER,OTH,2
KENT,Comptroller of Public Accounts,,Mike Collier,DEM,66
KENT,Comptroller of Public Accounts,,Glenn Hegar,REP,210
KENT,Comptroller of Public Accounts,,OTHER,OTH,12
KERR,Comptroller of Public Accounts,,Mike Collier,DEM,2532
KERR,Comptroller of Public Accounts,,Glenn Hegar,REP,11423
KERR,Comptroller of Public Accounts,,OTHER,OTH,675
KIMBLE,Comptroller of Public Accounts,,Mike Collier,DEM,115
KIMBLE,Comptroller of Public Accounts,,Glenn Hegar,REP,1033
KIMBLE,Comptroller of Public Accounts,,OTHER,OTH,34
KING,Comptroller of Public Accounts,,Mike Collier,DEM,3
KING,Comptroller of Public Accounts,,Glenn Hegar,REP,80
KING,Comptroller of Public Accounts,,OTHER,OTH,4
KINNEY,Comptroller of Public Accounts,,Mike Collier,DEM,342
KINNEY,Comptroller of Public Accounts,,Glenn Hegar,REP,668
KINNEY,Comptroller of Public Accounts,,OTHER,OTH,126
KLEBERG,Comptroller of Public Accounts,,Mike Collier,DEM,2748
KLEBERG,Comptroller of Public Accounts,,Glenn Hegar,REP,2490
KLEBERG,Comptroller of Public Accounts,,OTHER,OTH,250
KNOX,Comptroller of Public Accounts,,Mike Collier,DEM,193
KNOX,Comptroller of Public Accounts,,Glenn Hegar,REP,625
KNOX,Comptroller of Public Accounts,,OTHER,OTH,33
LAMAR,Comptroller of Public Accounts,,Mike Collier,DEM,2732
LAMAR,Comptroller of Public Accounts,,Glenn Hegar,REP,7402
LAMAR,Comptroller of Public Accounts,,OTHER,OTH,359
LAMB,Comptroller of Public Accounts,,Mike Collier,DEM,311
