county,office,district,candidate,party,votes
RAINS,"Justice, Supreme Court, Place 8",,OTHER,OTH,176
RANDALL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,24521
RANDALL,"Justice, Supreme Court, Place 8",,OTHER,OTH,2375
REAGAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,398
REAGAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,40
REAL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,845
REAL,"Justice, Supreme Court, Place 8",,OTHER,OTH,103
RED RIVER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1959
RED RIVER,"Justice, Supreme Court, Place 8",,OTHER,OTH,252
REEVES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,604
REEVES,"Justice, Supreme Court, Place 8",,OTHER,OTH,200
REFUGIO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1283
REFUGIO,"Justice, Supreme Court, Place 8",,OTHER,OTH,237
ROBERTS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,297
ROBERTS,"Justice, Supreme Court, Place 8",,OTHER,OTH,18
ROBERTSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3197
ROBERTSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,610
ROCKWALL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,16576
ROCKWALL,"Justice, Supreme Court, Place 8",,OTHER,OTH,2177
RUNNELS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1973
RUNNELS,"Justice, Supreme Court, Place 8",,OTHER,OTH,157
RUSK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,8382
RUSK,"Justice, Supreme Court, Place 8",,OTHER,OTH,742
SABINE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2265
SABINE,"Justice, Supreme Court, Place 8",,OTHER,OTH,207
SAN AUGUSTINE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1828
SAN AUGUSTINE,"Justice, Supreme Court, Place 8",,OTHER,OTH,313
SAN JACINTO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4711
SAN JACINTO,"Justice, Supreme Court, Place 8",,OTHER,OTH,722
SAN PATRICIO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7541
SAN PATRICIO,"Justice, Supreme Court, Place 8",,OTHER,OTH,1511
SAN SABA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1238
SAN SABA,"Justice, Supreme Court, Place 8",,OTHER,OTH,95
SCHLEICHER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,629
SCHLEICHER,"Justice, Supreme Court, Place 8",,OTHER,OTH,101
SCURRY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2463
SCURRY,"Justice, Supreme Court, Place 8",,OTHER,OTH,181
SHACKELFORD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,735
SHACKELFORD,"Justice, Supreme Court, Place 8",,OTHER,OTH,45
SHELBY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4238
SHELBY,"Justice, Supreme Court, Place 8",,OTHER,OTH,400
SHERMAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,479
SHERMAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,50
SMITH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,37186
SMITH,"Justice, Supreme Court, Place 8",,OTHER,OTH,4478
SOMERVELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1801
SOMERVELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,206
STARR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1237
STARR,"Justice, Supreme Court, Place 8",,OTHER,OTH,636
STEPHENS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1686
STEPHENS,"Justice, Supreme Court, Place 8",,OTHER,OTH,115
STERLING,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,417
STERLING,"Justice, Supreme Court, Place 8",,OTHER,OTH,22
STONEWALL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,268
STONEWALL,"Justice, Supreme Court, Place 8",,OTHER,OTH,37
SUTTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,627
SUTTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,44
SWISHER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1042
SWISHER,"Justice, Supreme Court, Place 8",,OTHER,OTH,164
TARRANT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,226513
TARRANT,"Justice, Supreme Court, Place 8",,OTHER,OTH,58852
TAYLOR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,19107
TAYLOR,"Justice, Supreme Court, Place 8",,OTHER,OTH,2265
TERRELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,239
TERRELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,73
TERRY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1829
TERRY,"Justice, Supreme Court, Place 8",,OTHER,OTH,173
THROCKMORTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,442
THROCKMORTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,32
TITUS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3821
TITUS,"Justice, Supreme Court, Place 8",,OTHER,OTH,468
TOM GREEN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,14861
TOM GREEN,"Justice, Supreme Court, Place 8",,OTHER,OTH,1967
TRAVIS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,102487
TRAVIS,"Justice, Supreme Court, Place 8",,OTHER,OTH,104490
TRINITY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2873
TRINITY,"Justice, Supreme Court, Place 8",,OTHER,OTH,397
TYLER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3660
TYLER,"Justice, Supreme Court, Place 8",,OTHER,OTH,453
UPSHUR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7044
UPSHUR,"Justice, Supreme Court, Place 8",,OTHER,OTH,812
UPTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,506
UPTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,61
UVALDE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3141
UVALDE,"Justice, Supreme Court, Place 8",,OTHER,OTH,689
VAL VERDE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3856
VAL VERDE,"Justice, Supreme Court, Place 8",,OTHER,OTH,1432
VAN ZANDT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9825
VAN ZANDT,"Justice, Supreme Court, Place 8",,OTHER,OTH,1007
VICTORIA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,12831
VICTORIA,"Justice, Supreme Court, Place 8",,OTHER,OTH,1766
WALKER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7990
WALKER,"Justice, Supreme Court, Place 8",,OTHER,OTH,1748
WALLER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6583
WALLER,"Justice, Supreme Court, Place 8",,OTHER,OTH,977
WARD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1434
WARD,"Justice, Supreme Court, Place 8",,OTHER,OTH,188
WASHINGTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6982
WASHINGTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,790
WEBB,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,11078
WEBB,"Justice, Supreme Court, Place 8",,OTHER,OTH,8401
WHARTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6388
WHARTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,656
WHEELER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1149
WHEELER,"Justice, Supreme Court, Place 8",,OTHER,OTH,80
WICHITA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,16387
WICHITA,"Justice, Supreme Court, Place 8",,OTHER,OTH,2044
WILBARGER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2115
WILBARGER,"Justice, Supreme Court, Place 8",,OTHER,OTH,202
WILLACY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,969
WILLACY,"Justice, Supreme Court, Place 8",,OTHER,OTH,458
WILLIAMSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,64434
WILLIAMSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,23675
WILSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7794
WILSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,1244
WINKLER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,780
WINKLER,"Justice, Supreme Court, Place 8",,OTHER,OTH,85
WISE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,10477
WISE,"Justice, Supreme Court, Place 8",,OTHER,OTH,1172
WOOD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9697
WOOD,"Justice, Supreme Court, Place 8",,OTHER,OTH,668
YOAKUM,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,982
YOAKUM,"Justice, Supreme Court, Place 8",,OTHER,OTH,50
YOUNG,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4528
YOUNG,"Justice, Supreme Court, Place 8",,OTHER,OTH,372
ZAPATA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,448
ZAPATA,"Justice, Supreme Court, Place 8",,OTHER,OTH,191
ZAVALA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,382
ZAVALA,"Justice, Supreme Court, Place 8",,OTHER,OTH,225
