county,office,district,candidate,party,votes
BOWIE,"Justice, Supreme Court, Place 8",,OTHER,OTH,2533
BRAZORIA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,43351
BRAZORIA,"Justice, Supreme Court, Place 8",,OTHER,OTH,8550
BRAZOS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,22383
BRAZOS,"Justice, Supreme Court, Place 8",,OTHER,OTH,4968
BREWSTER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1475
BREWSTER,"Justice, Supreme Court, Place 8",,OTHER,OTH,831
BRISCOE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,422
BRISCOE,"Justice, Supreme Court, Place 8",,OTHER,OTH,38
BROOKS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,704
BROOKS,"Justice, Supreme Court, Place 8",,OTHER,OTH,554
BROWN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6971
BROWN,"Justice, Supreme Court, Place 8",,OTHER,OTH,587
BURLESON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3168
BURLESON,"Justice, Supreme Court, Place 8",,OTHER,OTH,305
BURNET,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9255
BURNET,"Justice, Supreme Court, Place 8",,OTHER,OTH,1406
CALDWELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5307
CALDWELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,1939
CALHOUN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2775
CALHOUN,"Justice, Supreme Court, Place 8",,OTHER,OTH,547
CALLAHAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2592
CALLAHAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,207
CAMERON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,19561
CAMERON,"Justice, Supreme Court, Place 8",,OTHER,OTH,9500
CAMP,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1834
CAMP,"Justice, Supreme Court, Place 8",,OTHER,OTH,277
CARSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1576
CARSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,130
CASS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5201
CASS,"Justice, Supreme Court, Place 8",,OTHER,OTH,528
CASTRO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,884
CASTRO,"Justice, Supreme Court, Place 8",,OTHER,OTH,95
CHAMBERS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6894
CHAMBERS,"Justice, Supreme Court, Place 8",,OTHER,OTH,635
CHEROKEE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7453
CHEROKEE,"Justice, Supreme Court, Place 8",,OTHER,OTH,810
CHILDRESS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,933
CHILDRESS,"Justice, Supreme Court, Place 8",,OTHER,OTH,72
CLAY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2314
CLAY,"Justice, Supreme Court, Place 8",,OTHER,OTH,220
COCHRAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,403
COCHRAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,45
COKE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,672
COKE,"Justice, Supreme Court, Place 8",,OTHER,OTH,37
COLEMAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1887
COLEMAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,214
COLLIN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,121083
COLLIN,"Justice, Supreme Court, Place 8",,OTHER,OTH,29159
COLLINGSWORTH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,591
COLLINGSWORTH,"Justice, Supreme Court, Place 8",,OTHER,OTH,83
COLORADO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3916
COLORADO,"Justice, Supreme Court, Place 8",,OTHER,OTH,389
COMAL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,27346
COMAL,"Justice, Supreme Court, Place 8",,OTHER,OTH,4365
COMANCHE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2512
COMANCHE,"Justice, Supreme Court, Place 8",,OTHER,OTH,240
CONCHO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,494
CONCHO,"Justice, Supreme Court, Place 8",,OTHER,OTH,43
COOKE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7450
COOKE,"Justice, Supreme Court, Place 8",,OTHER,OTH,642
CORYELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6511
CORYELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,1046
COTTLE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,271
COTTLE,"Justice, Supreme Court, Place 8",,OTHER,OTH,28
CRANE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,665
CRANE,"Justice, Supreme Court, Place 8",,OTHER,OTH,67
CROCKETT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,573
CROCKETT,"Justice, Supreme Court, Place 8",,OTHER,OTH,81
CROSBY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,784
CROSBY,"Justice, Supreme Court, Place 8",,OTHER,OTH,98
CULBERSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,161
CULBERSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,54
DALLAM,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,711
DALLAM,"Justice, Supreme Court, Place 8",,OTHER,OTH,82
DALLAS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,196047
DALLAS,"Justice, Supreme Court, Place 8",,OTHER,OTH,78545
DAWSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1620
DAWSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,121
DEAF SMITH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2185
DEAF SMITH,"Justice, Supreme Court, Place 8",,OTHER,OTH,222
DELTA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1046
DELTA,"Justice, Supreme Court, Place 8",,OTHER,OTH,132
DENTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,97846
DENTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,26253
DEWITT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3316
DEWITT,"Justice, Supreme Court, Place 8",,OTHER,OTH,301
DICKENS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,425
DICKENS,"Justice, Supreme Court, Place 8",,OTHER,OTH,28
DIMMIT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,676
DIMMIT,"Justice, Supreme Court, Place 8",,OTHER,OTH,305
DONLEY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,781
DONLEY,"Justice, Supreme Court, Place 8",,OTHER,OTH,91
DUVAL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,800
DUVAL,"Justice, Supreme Court, Place 8",,OTHER,OTH,482
EASTLAND,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3426
EASTLAND,"Justice, Supreme Court, Place 8",,OTHER,OTH,273
ECTOR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,12146
ECTOR,"Justice, Supreme Court, Place 8",,OTHER,OTH,1367
EDWARDS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,493
EDWARDS,"Justice, Supreme Court, Place 8",,OTHER,OTH,85
ELLIS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,24161
ELLIS,"Justice, Supreme Court, Place 8",,OTHER,OTH,3625
EL PASO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,35588
EL PASO,"Justice, Supreme Court, Place 8",,OTHER,OTH,21913
ERATH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,6094
ERATH,"Justice, Supreme Court, Place 8",,OTHER,OTH,703
FALLS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2066
FALLS,"Justice, Supreme Court, Place 8",,OTHER,OTH,310
FANNIN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5065
FANNIN,"Justice, Supreme Court, Place 8",,OTHER,OTH,673
FAYETTE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5878
FAYETTE,"Justice, Supreme Court, Place 8",,OTHER,OTH,701
FISHER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,765
FISHER,"Justice, Supreme Court, Place 8",,OTHER,OTH,148
FLOYD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,916
FLOYD,"Justice, Supreme Court, Place 8",,OTHER,OTH,59
FOARD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,199
FOARD,"Justice, Supreme Court, Place 8",,OTHER,OTH,32
FORT BEND,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,79561
FORT BEND,"Justice, Supreme Court, Place 8",,OTHER,OTH,19295
FRANKLIN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2151
FRANKLIN,"Justice, Supreme Court, Place 8",,OTHER,OTH,170
FREESTONE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3519
FREESTONE,"Justice, Supreme Court, Place 8",,OTHER,OTH,363
FRIO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,927
FRIO,"Justice, Supreme Court, Place 8",,OTHER,OTH,261
GAINES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2187
GAINES,"Justice, Supreme Court, Place 8",,OTHER,OTH,134
GALVESTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,42320
GALVESTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,9926
GARZA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,725
GARZA,"Justice, Supreme Court, Place 8",,OTHER,OTH,49
GILLESPIE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7207
GILLESPIE,"Justice, Supreme Court, Place 8",,OTHER,OTH,793
GLASSCOCK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,352
GLASSCOCK,"Justice, Supreme Court, Place 8",,OTHER,OTH,18
GOLIAD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1836
GOLIAD,"Justice, Supreme Court, Place 8",,OTHER,OTH,283
GONZALES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2839
GONZALES,"Justice, Supreme Court, Place 8",,OTHER,OTH,341
GRAY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3354
GRAY,"Justice, Supreme Court, Place 8",,OTHER,OTH,206
GRAYSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,18211
GRAYSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,2497
GREGG,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,17237
GREGG,"Justice, Supreme Court, Place 8",,OTHER,OTH,1908
GRIMES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3757
GRIMES,"Justice, Supreme Court, Place 8",,OTHER,OTH,478
GUADALUPE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,22111
GUADALUPE,"Justice, Supreme Court, Place 8",,OTHER,OTH,4629
HALE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3722
HALE,"Justice, Supreme Court, Place 8",,OTHER,OTH,277
HALL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,464
HALL,"Justice, Supreme Court, Place 8",,OTHER,OTH,46
HAMILTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1899
HAMILTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,223
HANSFORD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1074
HANSFORD,"Justice, Supreme Court, Place 8",,OTHER,OTH,60
HARDEMAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,516
HARDEMAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,53
HARDIN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9837
HARDIN,"Justice, Supreme Court, Place 8",,OTHER,OTH,791
HARRIS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,379984
HARRIS,"Justice, Supreme Court, Place 8",,OTHER,OTH,110673
HARRISON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,10602
HARRISON,"Justice, Supreme Court, Place 8",,OTHER,OTH,1475
HARTLEY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,979
HARTLEY,"Justice, Supreme Court, Place 8",,OTHER,OTH,64
HASKELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,782
HASKELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,95
HAYS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,22227
HAYS,"Justice, Supreme Court, Place 8",,OTHER,OTH,10466
HEMPHILL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,674
HEMPHILL,"Justice, Supreme Court, Place 8",,OTHER,OTH,67
HENDERSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,13514
HENDERSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,1392
HIDALGO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,32374
HIDALGO,"Justice, Supreme Court, Place 8",,OTHER,OTH,16620
HILL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7080
HILL,"Justice, Supreme Court, Place 8",,OTHER,OTH,858
HOCKLEY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3180
HOCKLEY,"Justice, Supreme Court, Place 8",,OTHER,OTH,266
HOOD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,10981
HOOD,"Justice, Supreme Court, Place 8",,OTHER,OTH,1431
HOPKINS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5734
HOPKINS,"Justice, Supreme Court, Place 8",,OTHER,OTH,640
HOUSTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3598
HOUSTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,363
HOWARD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3427
HOWARD,"Justice, Supreme Court, Place 8",,OTHER,OTH,424
HUDSPETH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,251
HUDSPETH,"Justice, Supreme Court, Place 8",,OTHER,OTH,81
HUNT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,12487
HUNT,"Justice, Supreme Court, Place 8",,OTHER,OTH,1561
HUTCHINSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3929
HUTCHINSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,314
IRION,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,376
IRION,"Justice, Supreme Court, Place 8",,OTHER,OTH,30
JACK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1475
JACK,"Justice, Supreme Court, Place 8",,OTHER,OTH,101
JACKSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2401
JACKSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,192
JASPER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5543
JASPER,"Justice, Supreme Court, Place 8",,OTHER,OTH,593
JEFF DAVIS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,585
JEFF DAVIS,"Justice, Supreme Court, Place 8",,OTHER,OTH,258
JEFFERSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,27770
JEFFERSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,6060
JIM HOGG,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,205
JIM HOGG,"Justice, Supreme Court, Place 8",,OTHER,OTH,140
JIM WELLS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2798
JIM WELLS,"Justice, Supreme Court, Place 8",,OTHER,OTH,1010
JOHNSON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,23290
JOHNSON,"Justice, Supreme Court, Place 8",,OTHER,OTH,3041
JONES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2641
JONES,"Justice, Supreme Court, Place 8",,OTHER,OTH,372
KARNES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1798
KARNES,"Justice, Supreme Court, Place 8",,OTHER,OTH,239
KAUFMAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,15048
KAUFMAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,2025
KENDALL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9836
KENDALL,"Justice, Supreme Court, Place 8",,OTHER,OTH,1225
KENEDY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,58
KENEDY,"Justice, Supreme Court, Place 8",,OTHER,OTH,15
KENT,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,235
KENT,"Justice, Supreme Court, Place 8",,OTHER,OTH,26
KERR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,11872
KERR,"Justice, Supreme Court, Place 8",,OTHER,OTH,1641
KIMBLE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1055
KIMBLE,"Justice, Supreme Court, Place 8",,OTHER,OTH,76
KING,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,79
KING,"Justice, Supreme Court, Place 8",,OTHER,OTH,5
KINNEY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,771
KINNEY,"Justice, Supreme Court, Place 8",,OTHER,OTH,156
KLEBERG,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3177
KLEBERG,"Justice, Supreme Court, Place 8",,OTHER,OTH,1162
KNOX,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,667
KNOX,"Justice, Supreme Court, Place 8",,OTHER,OTH,81
LAMAR,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7973
LAMAR,"Justice, Supreme Court, Place 8",,OTHER,OTH,1132
LAMB,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1769
LAMB,"Justice, Supreme Court, Place 8",,OTHER,OTH,135
LAMPASAS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3752
LAMPASAS,"Justice, Supreme Court, Place 8",,OTHER,OTH,429
LA SALLE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,419
LA SALLE,"Justice, Supreme Court, Place 8",,OTHER,OTH,104
LAVACA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4175
LAVACA,"Justice, Supreme Court, Place 8",,OTHER,OTH,357
LEE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3081
LEE,"Justice, Supreme Court, Place 8",,OTHER,OTH,507
LEON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3723
LEON,"Justice, Supreme Court, Place 8",,OTHER,OTH,198
LIBERTY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,9740
LIBERTY,"Justice, Supreme Court, Place 8",,OTHER,OTH,1126
LIMESTONE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3286
LIMESTONE,"Justice, Supreme Court, Place 8",,OTHER,OTH,350
LIPSCOMB,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,723
LIPSCOMB,"Justice, Supreme Court, Place 8",,OTHER,OTH,63
LIVE OAK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2020
LIVE OAK,"Justice, Supreme Court, Place 8",,OTHER,OTH,197
LLANO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5713
LLANO,"Justice, Supreme Court, Place 8",,OTHER,OTH,674
LOVING,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,32
LOVING,"Justice, Supreme Court, Place 8",,OTHER,OTH,2
LUBBOCK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,36589
LUBBOCK,"Justice, Supreme Court, Place 8",,OTHER,OTH,5628
LYNN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,963
LYNN,"Justice, Supreme Court, Place 8",,OTHER,OTH,99
MADISON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1964
MADISON,"Justice, Supreme Court, Place 8",,OTHER,OTH,148
MARION,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1512
MARION,"Justice, Supreme Court, Place 8",,OTHER,OTH,196
MARTIN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,962
MARTIN,"Justice, Supreme Court, Place 8",,OTHER,OTH,72
MASON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1074
MASON,"Justice, Supreme Court, Place 8",,OTHER,OTH,128
MATAGORDA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4882
MATAGORDA,"Justice, Supreme Court, Place 8",,OTHER,OTH,848
MAVERICK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1881
MAVERICK,"Justice, Supreme Court, Place 8",,OTHER,OTH,1526
MCCULLOCH,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1447
MCCULLOCH,"Justice, Supreme Court, Place 8",,OTHER,OTH,148
MCLENNAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,31497
MCLENNAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,5757
MCMULLEN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,200
MCMULLEN,"Justice, Supreme Court, Place 8",,OTHER,OTH,22
MEDINA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7535
MEDINA,"Justice, Supreme Court, Place 8",,OTHER,OTH,1140
MENARD,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,397
MENARD,"Justice, Supreme Court, Place 8",,OTHER,OTH,26
MIDLAND,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,20099
MIDLAND,"Justice, Supreme Court, Place 8",,OTHER,OTH,1820
MILAM,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,3585
MILAM,"Justice, Supreme Court, Place 8",,OTHER,OTH,543
MILLS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1162
MILLS,"Justice, Supreme Court, Place 8",,OTHER,OTH,76
MITCHELL,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,955
MITCHELL,"Justice, Supreme Court, Place 8",,OTHER,OTH,107
MONTAGUE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,5665
MONTAGUE,"Justice, Supreme Court, Place 8",,OTHER,OTH,506
MONTGOMERY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,86477
MONTGOMERY,"Justice, Supreme Court, Place 8",,OTHER,OTH,10373
MOORE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2411
MOORE,"Justice, Supreme Court, Place 8",,OTHER,OTH,188
MORRIS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2001
MORRIS,"Justice, Supreme Court, Place 8",,OTHER,OTH,369
MOTLEY,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,324
MOTLEY,"Justice, Supreme Court, Place 8",,OTHER,OTH,12
NACOGDOCHES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,8873
NACOGDOCHES,"Justice, Supreme Court, Place 8",,OTHER,OTH,1350
NAVARRO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,7256
NAVARRO,"Justice, Supreme Court, Place 8",,OTHER,OTH,888
NEWTON,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2088
NEWTON,"Justice, Supreme Court, Place 8",,OTHER,OTH,279
NOLAN,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1992
NOLAN,"Justice, Supreme Court, Place 8",,OTHER,OTH,316
NUECES,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,33665
NUECES,"Justice, Supreme Court, Place 8",,OTHER,OTH,11235
OCHILTREE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1446
OCHILTREE,"Justice, Supreme Court, Place 8",,OTHER,OTH,73
OLDHAM,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,508
OLDHAM,"Justice, Supreme Court, Place 8",,OTHER,OTH,29
ORANGE,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,13397
ORANGE,"Justice, Supreme Court, Place 8",,OTHER,OTH,1631
PALO PINTO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4552
PALO PINTO,"Justice, Supreme Court, Place 8",,OTHER,OTH,553
PANOLA,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,4625
PANOLA,"Justice, Supreme Court, Place 8",,OTHER,OTH,401
PARKER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,26488
PARKER,"Justice, Supreme Court, Place 8",,OTHER,OTH,2874
PARMER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1232
PARMER,"Justice, Supreme Court, Place 8",,OTHER,OTH,76
PECOS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,2107
PECOS,"Justice, Supreme Court, Place 8",,OTHER,OTH,471
POLK,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,8023
POLK,"Justice, Supreme Court, Place 8",,OTHER,OTH,1128
POTTER,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,10732
POTTER,"Justice, Supreme Court, Place 8",,OTHER,OTH,1671
PRESIDIO,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,329
PRESIDIO,"Justice, Supreme Court, Place 8",,OTHER,OTH,138
RAINS,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,1995
