county,office,district,candidate,party,votes
NOLAN,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,313
NUECES,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,33547
NUECES,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,10737
OCHILTREE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1443
OCHILTREE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,69
OLDHAM,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,511
OLDHAM,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,21
ORANGE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,13377
ORANGE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1670
PALO PINTO,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,4523
PALO PINTO,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,571
PANOLA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,4601
PANOLA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,430
PARKER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,26415
PARKER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,2997
PARMER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1230
PARMER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,75
PECOS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,2064
PECOS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,469
POLK,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,7989
POLK,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1137
POTTER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,10691
POTTER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1694
PRESIDIO,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,319
PRESIDIO,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,145
RAINS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1982
RAINS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,191
RANDALL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,24305
RANDALL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,2487
REAGAN,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,399
REAGAN,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,42
REAL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,843
REAL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,108
RED RIVER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1930
RED RIVER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,270
REEVES,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,600
REEVES,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,205
REFUGIO,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1281
REFUGIO,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,238
ROBERTS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,302
ROBERTS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,15
ROBERTSON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,3136
ROBERTSON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,666
ROCKWALL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,16535
ROCKWALL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,2231
RUNNELS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1958
RUNNELS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,174
RUSK,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,8357
RUSK,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,788
SABINE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,2260
SABINE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,209
SAN AUGUSTINE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1798
SAN AUGUSTINE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,369
SAN JACINTO,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,4659
SAN JACINTO,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,765
SAN PATRICIO,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,7556
SAN PATRICIO,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1501
SAN SABA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1235
SAN SABA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,95
SCHLEICHER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,626
SCHLEICHER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,99
SCURRY,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,2448
SCURRY,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,183
SHACKELFORD,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,729
SHACKELFORD,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,49
SHELBY,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,4213
SHELBY,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,408
SHERMAN,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,490
SHERMAN,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,38
SMITH,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,36919
SMITH,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,4831
SOMERVELL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1786
SOMERVELL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,210
STARR,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1228
STARR,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,659
STEPHENS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1674
STEPHENS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,121
STERLING,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,420
STERLING,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,16
STONEWALL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,268
STONEWALL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,41
SUTTON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,596
SUTTON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,104
SWISHER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1042
SWISHER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,176
TARRANT,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,225004
TARRANT,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,60193
TAYLOR,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,19010
TAYLOR,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,2338
TERRELL,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,245
TERRELL,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,62
TERRY,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1805
TERRY,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,189
THROCKMORTON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,438
THROCKMORTON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,34
TITUS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,3799
TITUS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,483
TOM GREEN,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,14837
TOM GREEN,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1978
TRAVIS,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,102187
TRAVIS,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,104034
TRINITY,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,2856
TRINITY,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,407
TYLER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,3614
TYLER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,469
UPSHUR,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,7001
UPSHUR,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,816
UPTON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,505
UPTON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,57
UVALDE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,3110
UVALDE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,689
VAL VERDE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,3834
VAL VERDE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1437
VAN ZANDT,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,9808
VAN ZANDT,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1015
VICTORIA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,12736
VICTORIA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1741
WALKER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,7925
WALKER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1779
WALLER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,6566
WALLER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1039
WARD,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1417
WARD,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,205
WASHINGTON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,6919
WASHINGTON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,818
WEBB,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,9164
WEBB,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,10601
WHARTON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,6337
WHARTON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,654
WHEELER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,1165
WHEELER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,64
WICHITA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,16367
WICHITA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,2141
WILBARGER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,2103
WILBARGER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,201
WILLACY,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,967
WILLACY,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,466
WILLIAMSON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,64189
WILLIAMSON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,23908
WILSON,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,7674
WILSON,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1341
WINKLER,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,790
WINKLER,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,79
WISE,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,10408
WISE,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,1225
WOOD,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,9687
WOOD,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,698
YOAKUM,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,973
YOAKUM,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,54
YOUNG,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,4523
YOUNG,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,394
ZAPATA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,425
ZAPATA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,228
ZAVALA,"Judge, Court of Criminal Appeals Place 9",,David Newell,REP,376
ZAVALA,"Judge, Court of Criminal Appeals Place 9",,OTHER,OTH,229
