county,office,district,candidate,party,votes
FORT BEND,Governor,,Greg Abbott,REP,73749
FORT BEND,Governor,,OTHER,OTH,1894
FRANKLIN,Governor,,Wendy R. Davis,DEM,353
FRANKLIN,Governor,,Greg Abbott,REP,2197
FRANKLIN,Governor,,OTHER,OTH,44
FREESTONE,Governor,,Wendy R. Davis,DEM,902
FREESTONE,Governor,,Greg Abbott,REP,3473
FREESTONE,Governor,,OTHER,OTH,75
FRIO,Governor,,Wendy R. Davis,DEM,953
FRIO,Governor,,Greg Abbott,REP,863
FRIO,Governor,,OTHER,OTH,27
GAINES,Governor,,Wendy R. Davis,DEM,235
GAINES,Governor,,Greg Abbott,REP,2235
GAINES,Governor,,OTHER,OTH,42
GALVESTON,Governor,,Wendy R. Davis,DEM,23201
GALVESTON,Governor,,Greg Abbott,REP,40422
GALVESTON,Governor,,OTHER,OTH,1231
GARZA,Governor,,Wendy R. Davis,DEM,80
GARZA,Governor,,Greg Abbott,REP,752
GARZA,Governor,,OTHER,OTH,8
GILLESPIE,Governor,,Wendy R. Davis,DEM,1502
GILLESPIE,Governor,,Greg Abbott,REP,7168
GILLESPIE,Governor,,OTHER,OTH,178
GLASSCOCK,Governor,,Wendy R. Davis,DEM,15
GLASSCOCK,Governor,,Greg Abbott,REP,377
GLASSCOCK,Governor,,OTHER,OTH,8
GOLIAD,Governor,,Wendy R. Davis,DEM,873
GOLIAD,Governor,,Greg Abbott,REP,1873
GOLIAD,Governor,,OTHER,OTH,42
GONZALES,Governor,,Wendy R. Davis,DEM,840
GONZALES,Governor,,Greg Abbott,REP,2789
GONZALES,Governor,,OTHER,OTH,83
GRAY,Governor,,Wendy R. Davis,DEM,302
GRAY,Governor,,Greg Abbott,REP,3358
GRAY,Governor,,OTHER,OTH,65
GRAYSON,Governor,,Wendy R. Davis,DEM,5067
GRAYSON,Governor,,Greg Abbott,REP,18103
GRAYSON,Governor,,OTHER,OTH,339
GREGG,Governor,,Wendy R. Davis,DEM,5808
GREGG,Governor,,Greg Abbott,REP,17210
GREGG,Governor,,OTHER,OTH,222
GRIMES,Governor,,Wendy R. Davis,DEM,1125
GRIMES,Governor,,Greg Abbott,REP,3716
GRIMES,Governor,,OTHER,OTH,114
GUADALUPE,Governor,,Wendy R. Davis,DEM,8788
GUADALUPE,Governor,,Greg Abbott,REP,21235
GUADALUPE,Governor,,OTHER,OTH,556
HALE,Governor,,Wendy R. Davis,DEM,567
HALE,Governor,,Greg Abbott,REP,3703
HALE,Governor,,OTHER,OTH,50
HALL,Governor,,Wendy R. Davis,DEM,74
HALL,Governor,,Greg Abbott,REP,485
HALL,Governor,,OTHER,OTH,11
HAMILTON,Governor,,Wendy R. Davis,DEM,491
HAMILTON,Governor,,Greg Abbott,REP,1891
HAMILTON,Governor,,OTHER,OTH,48
HANSFORD,Governor,,Wendy R. Davis,DEM,55
HANSFORD,Governor,,Greg Abbott,REP,1105
HANSFORD,Governor,,OTHER,OTH,16
HARDEMAN,Governor,,Wendy R. Davis,DEM,130
HARDEMAN,Governor,,Greg Abbott,REP,523
HARDEMAN,Governor,,OTHER,OTH,13
HARDIN,Governor,,Wendy R. Davis,DEM,1494
HARDIN,Governor,,Greg Abbott,REP,9923
HARDIN,Governor,,OTHER,OTH,159
HARRIS,Governor,,Wendy R. Davis,DEM,320160
HARRIS,Governor,,Greg Abbott,REP,349639
HARRIS,Governor,,OTHER,OTH,10277
HARRISON,Governor,,Wendy R. Davis,DEM,4086
HARRISON,Governor,,Greg Abbott,REP,10384
HARRISON,Governor,,OTHER,OTH,190
HARTLEY,Governor,,Wendy R. Davis,DEM,87
HARTLEY,Governor,,Greg Abbott,REP,1006
HARTLEY,Governor,,OTHER,OTH,15
HASKELL,Governor,,Wendy R. Davis,DEM,230
HASKELL,Governor,,Greg Abbott,REP,821
HASKELL,Governor,,OTHER,OTH,14
HAYS,Governor,,Wendy R. Davis,DEM,17300
HAYS,Governor,,Greg Abbott,REP,21002
HAYS,Governor,,OTHER,OTH,1029
HEMPHILL,Governor,,Wendy R. Davis,DEM,100
HEMPHILL,Governor,,Greg Abbott,REP,715
HEMPHILL,Governor,,OTHER,OTH,15
HENDERSON,Governor,,Wendy R. Davis,DEM,3689
HENDERSON,Governor,,Greg Abbott,REP,13118
HENDERSON,Governor,,OTHER,OTH,318
HIDALGO,Governor,,Wendy R. Davis,DEM,50303
HIDALGO,Governor,,Greg Abbott,REP,27909
HIDALGO,Governor,,OTHER,OTH,2007
HILL,Governor,,Wendy R. Davis,DEM,1887
HILL,Governor,,Greg Abbott,REP,6855
HILL,Governor,,OTHER,OTH,177
HOCKLEY,Governor,,Wendy R. Davis,DEM,425
HOCKLEY,Governor,,Greg Abbott,REP,3222
HOCKLEY,Governor,,OTHER,OTH,50
HOOD,Governor,,Wendy R. Davis,DEM,2577
HOOD,Governor,,Greg Abbott,REP,10784
HOOD,Governor,,OTHER,OTH,278
HOPKINS,Governor,,Wendy R. Davis,DEM,1759
HOPKINS,Governor,,Greg Abbott,REP,5745
HOPKINS,Governor,,OTHER,OTH,133
HOUSTON,Governor,,Wendy R. Davis,DEM,901
HOUSTON,Governor,,Greg Abbott,REP,3696
HOUSTON,Governor,,OTHER,OTH,53
HOWARD,Governor,,Wendy R. Davis,DEM,664
HOWARD,Governor,,Greg Abbott,REP,3492
HOWARD,Governor,,OTHER,OTH,123
HUDSPETH,Governor,,Wendy R. Davis,DEM,151
HUDSPETH,Governor,,Greg Abbott,REP,267
HUDSPETH,Governor,,OTHER,OTH,19
HUNT,Governor,,Wendy R. Davis,DEM,3688
HUNT,Governor,,Greg Abbott,REP,12294
HUNT,Governor,,OTHER,OTH,342
HUTCHINSON,Governor,,Wendy R. Davis,DEM,462
HUTCHINSON,Governor,,Greg Abbott,REP,3956
HUTCHINSON,Governor,,OTHER,OTH,76
IRION,Governor,,Wendy R. Davis,DEM,43
IRION,Governor,,Greg Abbott,REP,383
IRION,Governor,,OTHER,OTH,9
JACK,Governor,,Wendy R. Davis,DEM,225
JACK,Governor,,Greg Abbott,REP,1473
JACK,Governor,,OTHER,OTH,29
JACKSON,Governor,,Wendy R. Davis,DEM,488
JACKSON,Governor,,Greg Abbott,REP,2420
JACKSON,Governor,,OTHER,OTH,37
JASPER,Governor,,Wendy R. Davis,DEM,1415
JASPER,Governor,,Greg Abbott,REP,5644
JASPER,Governor,,OTHER,OTH,76
JEFF DAVIS,Governor,,Wendy R. Davis,DEM,366
JEFF DAVIS,Governor,,Greg Abbott,REP,623
JEFF DAVIS,Governor,,OTHER,OTH,40
JEFFERSON,Governor,,Wendy R. Davis,DEM,25799
JEFFERSON,Governor,,Greg Abbott,REP,26876
JEFFERSON,Governor,,OTHER,OTH,540
JIM HOGG,Governor,,Wendy R. Davis,DEM,521
JIM HOGG,Governor,,Greg Abbott,REP,190
JIM HOGG,Governor,,OTHER,OTH,9
JIM WELLS,Governor,,Wendy R. Davis,DEM,3016
JIM WELLS,Governor,,Greg Abbott,REP,2589
JIM WELLS,Governor,,OTHER,OTH,106
JOHNSON,Governor,,Wendy R. Davis,DEM,5978
JOHNSON,Governor,,Greg Abbott,REP,22715
JOHNSON,Governor,,OTHER,OTH,579
JONES,Governor,,Wendy R. Davis,DEM,534
JONES,Governor,,Greg Abbott,REP,2745
JONES,Governor,,OTHER,OTH,62
KARNES,Governor,,Wendy R. Davis,DEM,715
KARNES,Governor,,Greg Abbott,REP,1770
KARNES,Governor,,OTHER,OTH,36
KAUFMAN,Governor,,Wendy R. Davis,DEM,5449
KAUFMAN,Governor,,Greg Abbott,REP,14590
KAUFMAN,Governor,,OTHER,OTH,314
KENDALL,Governor,,Wendy R. Davis,DEM,1989
KENDALL,Governor,,Greg Abbott,REP,9713
KENDALL,Governor,,OTHER,OTH,173
KENEDY,Governor,,Wendy R. Davis,DEM,59
KENEDY,Governor,,Greg Abbott,REP,64
KENEDY,Governor,,OTHER,OTH,2
KENT,Governor,,Wendy R. Davis,DEM,49
KENT,Governor,,Greg Abbott,REP,251
KENT,Governor,,OTHER,OTH,10
KERR,Governor,,Wendy R. Davis,DEM,2901
KERR,Governor,,Greg Abbott,REP,11740
KERR,Governor,,OTHER,OTH,292
KIMBLE,Governor,,Wendy R. Davis,DEM,113
KIMBLE,Governor,,Greg Abbott,REP,1096
KIMBLE,Governor,,OTHER,OTH,15
KING,Governor,,Wendy R. Davis,DEM,1
KING,Governor,,Greg Abbott,REP,90
KING,Governor,,OTHER,OTH,2
KINNEY,Governor,,Wendy R. Davis,DEM,375
KINNEY,Governor,,Greg Abbott,REP,747
KINNEY,Governor,,OTHER,OTH,26
KLEBERG,Governor,,Wendy R. Davis,DEM,2804
KLEBERG,Governor,,Greg Abbott,REP,2836
KLEBERG,Governor,,OTHER,OTH,119
KNOX,Governor,,Wendy R. Davis,DEM,159
KNOX,Governor,,Greg Abbott,REP,726
KNOX,Governor,,OTHER,OTH,14
LAMAR,Governor,,Wendy R. Davis,DEM,2869
LAMAR,Governor,,Greg Abbott,REP,7785
LAMAR,Governor,,OTHER,OTH,245
LAMB,Governor,,Wendy R. Davis,DEM,251
LAMB,Governor,,Greg Abbott,REP,1841
LAMB,Governor,,OTHER,OTH,20
LAMPASAS,Governor,,Wendy R. Davis,DEM,787
LAMPASAS,Governor,,Greg Abbott,REP,3745
LAMPASAS,Governor,,OTHER,OTH,96
LA SALLE,Governor,,Wendy R. Davis,DEM,422
LA SALLE,Governor,,Greg Abbott,REP,434
LA SALLE,Governor,,OTHER,OTH,9
LAVACA,Governor,,Wendy R. Davis,DEM,784
LAVACA,Governor,,Greg Abbott,REP,4180
LAVACA,Governor,,OTHER,OTH,62
LEE,Governor,,Wendy R. Davis,DEM,963
LEE,Governor,,Greg Abbott,REP,3199
LEE,Governor,,OTHER,OTH,122
LEON,Governor,,Wendy R. Davis,DEM,511
LEON,Governor,,Greg Abbott,REP,3694
LEON,Governor,,OTHER,OTH,46
LIBERTY,Governor,,Wendy R. Davis,DEM,2681
LIBERTY,Governor,,Greg Abbott,REP,9576
LIBERTY,Governor,,OTHER,OTH,245
LIMESTONE,Governor,,Wendy R. Davis,DEM,979
LIMESTONE,Governor,,Greg Abbott,REP,3278
LIMESTONE,Governor,,OTHER,OTH,49
LIPSCOMB,Governor,,Wendy R. Davis,DEM,93
LIPSCOMB,Governor,,Greg Abbott,REP,740
LIPSCOMB,Governor,,OTHER,OTH,20
LIVE OAK,Governor,,Wendy R. Davis,DEM,400
LIVE OAK,Governor,,Greg Abbott,REP,2007
LIVE OAK,Governor,,OTHER,OTH,48
LLANO,Governor,,Wendy R. Davis,DEM,1363
LLANO,Governor,,Greg Abbott,REP,5552
LLANO,Governor,,OTHER,OTH,138
LOVING,Governor,,Wendy R. Davis,DEM,4
LOVING,Governor,,Greg Abbott,REP,35
LOVING,Governor,,OTHER,OTH,2
LUBBOCK,Governor,,Wendy R. Davis,DEM,10438
LUBBOCK,Governor,,Greg Abbott,REP,36038
LUBBOCK,Governor,,OTHER,OTH,717
LYNN,Governor,,Wendy R. Davis,DEM,180
LYNN,Governor,,Greg Abbott,REP,1013
LYNN,Governor,,OTHER,OTH,16
MADISON,Governor,,Wendy R. Davis,DEM,462
MADISON,Governor,,Greg Abbott,REP,1941
MADISON,Governor,,OTHER,OTH,26
MARION,Governor,,Wendy R. Davis,DEM,705
MARION,Governor,,Greg Abbott,REP,1480
MARION,Governor,,OTHER,OTH,28
MARTIN,Governor,,Wendy R. Davis,DEM,116
MARTIN,Governor,,Greg Abbott,REP,1016
MARTIN,Governor,,OTHER,OTH,23
MASON,Governor,,Wendy R. Davis,DEM,243
MASON,Governor,,Greg Abbott,REP,1104
MASON,Governor,,OTHER,OTH,24
MATAGORDA,Governor,,Wendy R. Davis,DEM,2115
MATAGORDA,Governor,,Greg Abbott,REP,4691
MATAGORDA,Governor,,OTHER,OTH,146
MAVERICK,Governor,,Wendy R. Davis,DEM,3723
MAVERICK,Governor,,Greg Abbott,REP,1392
MAVERICK,Governor,,OTHER,OTH,183
MCCULLOCH,Governor,,Wendy R. Davis,DEM,258
MCCULLOCH,Governor,,Greg Abbott,REP,1456
MCCULLOCH,Governor,,OTHER,OTH,34
MCLENNAN,Governor,,Wendy R. Davis,DEM,13092
MCLENNAN,Governor,,Greg Abbott,REP,30507
MCLENNAN,Governor,,OTHER,OTH,699
MCMULLEN,Governor,,Wendy R. Davis,DEM,34
MCMULLEN,Governor,,Greg Abbott,REP,222
MCMULLEN,Governor,,OTHER,OTH,7
MEDINA,Governor,,Wendy R. Davis,DEM,2506
MEDINA,Governor,,Greg Abbott,REP,7194
MEDINA,Governor,,OTHER,OTH,153
MENARD,Governor,,Wendy R. Davis,DEM,65
MENARD,Governor,,Greg Abbott,REP,411
MENARD,Governor,,OTHER,OTH,6
MIDLAND,Governor,,Wendy R. Davis,DEM,3012
MIDLAND,Governor,,Greg Abbott,REP,20204
MIDLAND,Governor,,OTHER,OTH,361
MILAM,Governor,,Wendy R. Davis,DEM,1293
MILAM,Governor,,Greg Abbott,REP,3576
MILAM,Governor,,OTHER,OTH,95
MILLS,Governor,,Wendy R. Davis,DEM,134
MILLS,Governor,,Greg Abbott,REP,1194
MILLS,Governor,,OTHER,OTH,25
MITCHELL,Governor,,Wendy R. Davis,DEM,176
MITCHELL,Governor,,Greg Abbott,REP,1020
MITCHELL,Governor,,OTHER,OTH,15
MONTAGUE,Governor,,Wendy R. Davis,DEM,916
MONTAGUE,Governor,,Greg Abbott,REP,5691
MONTAGUE,Governor,,OTHER,OTH,136
MONTGOMERY,Governor,,Wendy R. Davis,DEM,19179
MONTGOMERY,Governor,,Greg Abbott,REP,83938
MONTGOMERY,Governor,,OTHER,OTH,1778
MOORE,Governor,,Wendy R. Davis,DEM,301
MOORE,Governor,,Greg Abbott,REP,2421
MOORE,Governor,,OTHER,OTH,44
MORRIS,Governor,,Wendy R. Davis,DEM,1031
MORRIS,Governor,,Greg Abbott,REP,2033
MORRIS,Governor,,OTHER,OTH,44
MOTLEY,Governor,,Wendy R. Davis,DEM,20
MOTLEY,Governor,,Greg Abbott,REP,344
MOTLEY,Governor,,OTHER,OTH,8
NACOGDOCHES,Governor,,Wendy R. Davis,DEM,2845
NACOGDOCHES,Governor,,Greg Abbott,REP,9021
NACOGDOCHES,Governor,,OTHER,OTH,176
NAVARRO,Governor,,Wendy R. Davis,DEM,2376
NAVARRO,Governor,,Greg Abbott,REP,6983
NAVARRO,Governor,,OTHER,OTH,173
NEWTON,Governor,,Wendy R. Davis,DEM,703
NEWTON,Governor,,Greg Abbott,REP,2161
NEWTON,Governor,,OTHER,OTH,41
NOLAN,Governor,,Wendy R. Davis,DEM,474
NOLAN,Governor,,Greg Abbott,REP,2117
NOLAN,Governor,,OTHER,OTH,54
NUECES,Governor,,Wendy R. Davis,DEM,24746
NUECES,Governor,,Greg Abbott,REP,30854
NUECES,Governor,,OTHER,OTH,1405
OCHILTREE,Governor,,Wendy R. Davis,DEM,70
OCHILTREE,Governor,,Greg Abbott,REP,1500
OCHILTREE,Governor,,OTHER,OTH,20
OLDHAM,Governor,,Wendy R. Davis,DEM,33
OLDHAM,Governor,,Greg Abbott,REP,519
OLDHAM,Governor,,OTHER,OTH,7
ORANGE,Governor,,Wendy R. Davis,DEM,3600
ORANGE,Governor,,Greg Abbott,REP,13400
ORANGE,Governor,,OTHER,OTH,266
PALO PINTO,Governor,,Wendy R. Davis,DEM,1141
PALO PINTO,Governor,,Greg Abbott,REP,4410
PALO PINTO,Governor,,OTHER,OTH,120
PANOLA,Governor,,Wendy R. Davis,DEM,1069
PANOLA,Governor,,Greg Abbott,REP,4614
PANOLA,Governor,,OTHER,OTH,69
PARKER,Governor,,Wendy R. Davis,DEM,5540
PARKER,Governor,,Greg Abbott,REP,25683
PARKER,Governor,,OTHER,OTH,636
PARMER,Governor,,Wendy R. Davis,DEM,153
PARMER,Governor,,Greg Abbott,REP,1234
PARMER,Governor,,OTHER,OTH,13
PECOS,Governor,,Wendy R. Davis,DEM,817
PECOS,Governor,,Greg Abbott,REP,2146
