county,office,district,candidate,party,votes
PECOS,Governor,,OTHER,OTH,68
POLK,Governor,,Wendy R. Davis,DEM,2410
POLK,Governor,,Greg Abbott,REP,7858
POLK,Governor,,OTHER,OTH,228
POTTER,Governor,,Wendy R. Davis,DEM,2925
POTTER,Governor,,Greg Abbott,REP,10584
POTTER,Governor,,OTHER,OTH,246
PRESIDIO,Governor,,Wendy R. Davis,DEM,613
PRESIDIO,Governor,,Greg Abbott,REP,364
PRESIDIO,Governor,,OTHER,OTH,27
RAINS,Governor,,Wendy R. Davis,DEM,440
RAINS,Governor,,Greg Abbott,REP,1976
RAINS,Governor,,OTHER,OTH,35
RANDALL,Governor,,Wendy R. Davis,DEM,3650
RANDALL,Governor,,Greg Abbott,REP,24134
RANDALL,Governor,,OTHER,OTH,433
REAGAN,Governor,,Wendy R. Davis,DEM,68
REAGAN,Governor,,Greg Abbott,REP,425
REAGAN,Governor,,OTHER,OTH,13
REAL,Governor,,Wendy R. Davis,DEM,175
REAL,Governor,,Greg Abbott,REP,862
REAL,Governor,,OTHER,OTH,18
RED RIVER,Governor,,Wendy R. Davis,DEM,730
RED RIVER,Governor,,Greg Abbott,REP,1993
RED RIVER,Governor,,OTHER,OTH,45
REEVES,Governor,,Wendy R. Davis,DEM,510
REEVES,Governor,,Greg Abbott,REP,695
REEVES,Governor,,OTHER,OTH,17
REFUGIO,Governor,,Wendy R. Davis,DEM,750
REFUGIO,Governor,,Greg Abbott,REP,1238
REFUGIO,Governor,,OTHER,OTH,52
ROBERTS,Governor,,Wendy R. Davis,DEM,15
ROBERTS,Governor,,Greg Abbott,REP,324
ROBERTS,Governor,,OTHER,OTH,6
ROBERTSON,Governor,,Wendy R. Davis,DEM,1768
ROBERTSON,Governor,,Greg Abbott,REP,3270
ROBERTSON,Governor,,OTHER,OTH,67
ROCKWALL,Governor,,Wendy R. Davis,DEM,4670
ROCKWALL,Governor,,Greg Abbott,REP,16100
ROCKWALL,Governor,,OTHER,OTH,316
RUNNELS,Governor,,Wendy R. Davis,DEM,230
RUNNELS,Governor,,Greg Abbott,REP,2057
RUNNELS,Governor,,OTHER,OTH,25
RUSK,Governor,,Wendy R. Davis,DEM,1906
RUSK,Governor,,Greg Abbott,REP,8517
RUSK,Governor,,OTHER,OTH,105
SABINE,Governor,,Wendy R. Davis,DEM,355
SABINE,Governor,,Greg Abbott,REP,2372
SABINE,Governor,,OTHER,OTH,35
SAN AUGUSTINE,Governor,,Wendy R. Davis,DEM,756
SAN AUGUSTINE,Governor,,Greg Abbott,REP,1920
SAN AUGUSTINE,Governor,,OTHER,OTH,48
SAN JACINTO,Governor,,Wendy R. Davis,DEM,1632
SAN JACINTO,Governor,,Greg Abbott,REP,4641
SAN JACINTO,Governor,,OTHER,OTH,161
SAN PATRICIO,Governor,,Wendy R. Davis,DEM,4071
SAN PATRICIO,Governor,,Greg Abbott,REP,7202
SAN PATRICIO,Governor,,OTHER,OTH,258
SAN SABA,Governor,,Wendy R. Davis,DEM,145
SAN SABA,Governor,,Greg Abbott,REP,1280
SAN SABA,Governor,,OTHER,OTH,20
SCHLEICHER,Governor,,Wendy R. Davis,DEM,213
SCHLEICHER,Governor,,Greg Abbott,REP,635
SCHLEICHER,Governor,,OTHER,OTH,11
SCURRY,Governor,,Wendy R. Davis,DEM,298
SCURRY,Governor,,Greg Abbott,REP,2518
SCURRY,Governor,,OTHER,OTH,46
SHACKELFORD,Governor,,Wendy R. Davis,DEM,50
SHACKELFORD,Governor,,Greg Abbott,REP,751
SHACKELFORD,Governor,,OTHER,OTH,9
SHELBY,Governor,,Wendy R. Davis,DEM,1116
SHELBY,Governor,,Greg Abbott,REP,4330
SHELBY,Governor,,OTHER,OTH,58
SHERMAN,Governor,,Wendy R. Davis,DEM,52
SHERMAN,Governor,,Greg Abbott,REP,538
SHERMAN,Governor,,OTHER,OTH,10
SMITH,Governor,,Wendy R. Davis,DEM,10846
SMITH,Governor,,Greg Abbott,REP,37360
SMITH,Governor,,OTHER,OTH,628
SOMERVELL,Governor,,Wendy R. Davis,DEM,405
SOMERVELL,Governor,,Greg Abbott,REP,1796
SOMERVELL,Governor,,OTHER,OTH,44
STARR,Governor,,Wendy R. Davis,DEM,4008
STARR,Governor,,Greg Abbott,REP,1104
STARR,Governor,,OTHER,OTH,73
STEPHENS,Governor,,Wendy R. Davis,DEM,169
STEPHENS,Governor,,Greg Abbott,REP,1737
STEPHENS,Governor,,OTHER,OTH,29
STERLING,Governor,,Wendy R. Davis,DEM,33
STERLING,Governor,,Greg Abbott,REP,429
STERLING,Governor,,OTHER,OTH,8
STONEWALL,Governor,,Wendy R. Davis,DEM,76
STONEWALL,Governor,,Greg Abbott,REP,297
STONEWALL,Governor,,OTHER,OTH,8
SUTTON,Governor,,Wendy R. Davis,DEM,113
SUTTON,Governor,,Greg Abbott,REP,619
SUTTON,Governor,,OTHER,OTH,11
SWISHER,Governor,,Wendy R. Davis,DEM,362
SWISHER,Governor,,Greg Abbott,REP,1029
SWISHER,Governor,,OTHER,OTH,33
TARRANT,Governor,,Wendy R. Davis,DEM,153214
TARRANT,Governor,,Greg Abbott,REP,213120
TARRANT,Governor,,OTHER,OTH,6639
TAYLOR,Governor,,Wendy R. Davis,DEM,3876
TAYLOR,Governor,,Greg Abbott,REP,19100
TAYLOR,Governor,,OTHER,OTH,425
TERRELL,Governor,,Wendy R. Davis,DEM,108
TERRELL,Governor,,Greg Abbott,REP,273
TERRELL,Governor,,OTHER,OTH,17
TERRY,Governor,,Wendy R. Davis,DEM,366
TERRY,Governor,,Greg Abbott,REP,1896
TERRY,Governor,,OTHER,OTH,31
THROCKMORTON,Governor,,Wendy R. Davis,DEM,66
THROCKMORTON,Governor,,Greg Abbott,REP,456
THROCKMORTON,Governor,,OTHER,OTH,13
TITUS,Governor,,Wendy R. Davis,DEM,1288
TITUS,Governor,,Greg Abbott,REP,3802
TITUS,Governor,,OTHER,OTH,72
TOM GREEN,Governor,,Wendy R. Davis,DEM,3559
TOM GREEN,Governor,,Greg Abbott,REP,14670
TOM GREEN,Governor,,OTHER,OTH,304
TRAVIS,Governor,,Wendy R. Davis,DEM,169141
TRAVIS,Governor,,Greg Abbott,REP,91301
TRAVIS,Governor,,OTHER,OTH,7353
TRINITY,Governor,,Wendy R. Davis,DEM,996
TRINITY,Governor,,Greg Abbott,REP,2837
TRINITY,Governor,,OTHER,OTH,97
TYLER,Governor,,Wendy R. Davis,DEM,885
TYLER,Governor,,Greg Abbott,REP,3788
TYLER,Governor,,OTHER,OTH,96
UPSHUR,Governor,,Wendy R. Davis,DEM,1426
UPSHUR,Governor,,Greg Abbott,REP,7294
UPSHUR,Governor,,OTHER,OTH,128
UPTON,Governor,,Wendy R. Davis,DEM,106
UPTON,Governor,,Greg Abbott,REP,555
UPTON,Governor,,OTHER,OTH,9
UVALDE,Governor,,Wendy R. Davis,DEM,2101
UVALDE,Governor,,Greg Abbott,REP,2967
UVALDE,Governor,,OTHER,OTH,75
VAL VERDE,Governor,,Wendy R. Davis,DEM,3608
VAL VERDE,Governor,,Greg Abbott,REP,3306
VAL VERDE,Governor,,OTHER,OTH,168
VAN ZANDT,Governor,,Wendy R. Davis,DEM,1938
VAN ZANDT,Governor,,Greg Abbott,REP,9751
VAN ZANDT,Governor,,OTHER,OTH,232
VICTORIA,Governor,,Wendy R. Davis,DEM,4233
VICTORIA,Governor,,Greg Abbott,REP,12657
VICTORIA,Governor,,OTHER,OTH,258
WALKER,Governor,,Wendy R. Davis,DEM,3476
WALKER,Governor,,Greg Abbott,REP,7669
WALKER,Governor,,OTHER,OTH,242
WALLER,Governor,,Wendy R. Davis,DEM,2741
WALLER,Governor,,Greg Abbott,REP,6329
WALLER,Governor,,OTHER,OTH,125
WARD,Governor,,Wendy R. Davis,DEM,411
WARD,Governor,,Greg Abbott,REP,1535
WARD,Governor,,OTHER,OTH,34
WASHINGTON,Governor,,Wendy R. Davis,DEM,1952
WASHINGTON,Governor,,Greg Abbott,REP,6886
WASHINGTON,Governor,,OTHER,OTH,153
WEBB,Governor,,Wendy R. Davis,DEM,17963
WEBB,Governor,,Greg Abbott,REP,7622
WEBB,Governor,,OTHER,OTH,819
WHARTON,Governor,,Wendy R. Davis,DEM,2075
WHARTON,Governor,,Greg Abbott,REP,6215
WHARTON,Governor,,OTHER,OTH,109
WHEELER,Governor,,Wendy R. Davis,DEM,120
WHEELER,Governor,,Greg Abbott,REP,1185
WHEELER,Governor,,OTHER,OTH,17
WICHITA,Governor,,Wendy R. Davis,DEM,4822
WICHITA,Governor,,Greg Abbott,REP,16130
WICHITA,Governor,,OTHER,OTH,304
WILBARGER,Governor,,Wendy R. Davis,DEM,574
WILBARGER,Governor,,Greg Abbott,REP,2141
WILBARGER,Governor,,OTHER,OTH,36
WILLACY,Governor,,Wendy R. Davis,DEM,1274
WILLACY,Governor,,Greg Abbott,REP,854
WILLACY,Governor,,OTHER,OTH,57
WILLIAMSON,Governor,,Wendy R. Davis,DEM,39516
WILLIAMSON,Governor,,Greg Abbott,REP,61496
WILLIAMSON,Governor,,OTHER,OTH,2898
WILSON,Governor,,Wendy R. Davis,DEM,2707
WILSON,Governor,,Greg Abbott,REP,7506
WILSON,Governor,,OTHER,OTH,216
WINKLER,Governor,,Wendy R. Davis,DEM,136
WINKLER,Governor,,Greg Abbott,REP,829
WINKLER,Governor,,OTHER,OTH,20
WISE,Governor,,Wendy R. Davis,DEM,2178
WISE,Governor,,Greg Abbott,REP,10181
WISE,Governor,,OTHER,OTH,280
WOOD,Governor,,Wendy R. Davis,DEM,1403
WOOD,Governor,,Greg Abbott,REP,9778
WOOD,Governor,,OTHER,OTH,129
YOAKUM,Governor,,Wendy R. Davis,DEM,93
YOAKUM,Governor,,Greg Abbott,REP,1046
YOAKUM,Governor,,OTHER,OTH,10
YOUNG,Governor,,Wendy R. Davis,DEM,679
YOUNG,Governor,,Greg Abbott,REP,4497
YOUNG,Governor,,OTHER,OTH,127
ZAPATA,Governor,,Wendy R. Davis,DEM,788
ZAPATA,Governor,,Greg Abbott,REP,372
ZAPATA,Governor,,OTHER,OTH,17
ZAVALA,Governor,,Wendy R. Davis,DEM,1110
ZAVALA,Governor,,Greg Abbott,REP,350
ZAVALA,Governor,,OTHER,OTH,24
